row_id,split,year,nct_id,brief_title,condition_group,sponsor_type,phase,enrollment,sites_planned,duration_months,eligibility_word_count,country_count,prior_amendment_count,rare_disease,gene_therapy,protocol_amendment_burden
261,train,2023,NCT09000262,infectious long term extension,infectious,industry,phase1,258,,18,186,2,1,0,0,1
262,train,2023,NCT09000263,neurology dose decentralized long term extension,neurology,industry,phase3,163,9,37,182,4,6,0,1,0
263,train,2023,NCT09000264,neurology platform biomarker first in human,neurology,small_biotech,phase2,221,7,23,284,2,4,0,0,1
264,train,2023,NCT09000265,neurology,neurology,government,phase2,42,3,16,215,2,2,0,1,0
265,train,2023,NCT09000266,oncology,oncology,government,phase4,119,6,26,241,1,1,0,0,1
266,train,2023,NCT09000267,neurology first in human long term extension,neurology,small_biotech,phase1,111,4,28,185,3,1,0,0,0
267,train,2023,NCT09000268,neurology,neurology,industry,phase2,108,6,25,208,2,2,0,0,0
268,train,2023,NCT09000269,oncology decentralized dose first in human,oncology,small_biotech,phase2,90,,21,285,1,3,0,0,1
269,train,2023,NCT09000270,rare disease rare genetic,rare_disease,government,phase2,93,2,13,309,1,2,1,0,0
270,train,2023,NCT09000271,metabolic,metabolic,academic,phase2,58,,22,105,1,2,0,0,1
271,train,2023,NCT09000272,rare disease registry adaptive rare genetic,rare_disease,government,phase2,21,3,5,293,1,2,1,0,1
272,train,2023,NCT09000273,rare disease basket basket rare genetic,rare_disease,industry,phase2,67,25,49,164,1,2,1,1,0
273,train,2023,NCT09000274,cardiology device platform,cardiology,academic,phase3,32,2,11,220,1,3,0,0,1
274,train,2023,NCT09000275,metabolic basket pediatric,metabolic,industry,phase2,48,,18,201,3,4,0,0,1
275,train,2023,NCT09000276,infectious dose adaptive,infectious,government,phase2,84,2,11,289,2,4,0,0,0
276,train,2023,NCT09000277,oncology,oncology,industry,phase1,175,7,28,200,4,1,0,0,0
277,train,2023,NCT09000278,metabolic,metabolic,government,phase1,208,10,30,216,1,2,0,1,0
278,train,2023,NCT09000279,cardiology registry pediatric rare genetic long term extension,cardiology,industry,phase2,105,2,12,201,4,2,1,0,0
279,train,2023,NCT09000280,neurology,neurology,academic,phase1,77,2,21,185,1,2,0,0,0
280,train,2023,NCT09000281,cardiology long term extension,cardiology,government,phase2,89,3,18,158,2,0,0,0,0
281,train,2023,NCT09000282,cardiology basket decentralized rare genetic first in human long term extension,cardiology,small_biotech,phase3,21,,13,318,2,4,1,0,0
282,train,2023,NCT09000283,metabolic decentralized device rare genetic,metabolic,academic,phase1,36,7,23,375,1,3,1,0,0
283,train,2023,NCT09000284,cardiology platform decentralized,cardiology,industry,phase3,371,19,58,275,4,4,0,0,0
284,train,2023,NCT09000285,cardiology pediatric adaptive first in human,cardiology,small_biotech,phase4,62,6,10,258,1,4,0,0,1
285,train,2023,NCT09000286,cardiology long term extension,cardiology,government,phase1,212,4,27,178,2,2,0,0,0
286,train,2023,NCT09000287,rare disease rare genetic first in human,rare_disease,small_biotech,phase2,20,,29,204,1,3,1,1,0
287,train,2023,NCT09000288,infectious,infectious,academic,phase2,227,,19,201,2,2,0,0,0
288,train,2023,NCT09000289,infectious first in human,infectious,small_biotech,phase2,44,2,19,180,3,3,0,0,1
289,train,2023,NCT09000290,rare disease registry platform rare genetic,rare_disease,academic,phase4,116,,16,309,1,1,1,0,0
290,train,2023,NCT09000291,infectious basket device long term extension,infectious,government,phase2,33,2,23,272,1,3,0,0,0
291,train,2023,NCT09000292,cardiology long term extension,cardiology,academic,phase2,70,2,16,171,2,3,0,0,0
292,train,2023,NCT09000293,metabolic rare genetic,metabolic,government,phase1,64,5,11,228,1,1,1,0,1
293,train,2023,NCT09000294,oncology,oncology,government,phase2,44,2,18,207,1,1,0,0,0
294,train,2023,NCT09000295,cardiology device extension,cardiology,academic,phase1,34,1,40,252,3,4,0,1,1
295,train,2023,NCT09000296,neurology first in human,neurology,small_biotech,phase4,61,4,25,196,1,2,0,1,0
296,train,2023,NCT09000297,cardiology biomarker dose,cardiology,industry,phase4,112,3,23,236,4,2,0,0,0
297,train,2023,NCT09000298,rare disease rare genetic long term extension,rare_disease,industry,phase2,44,4,16,248,3,2,1,0,0
298,train,2023,NCT09000299,infectious,infectious,academic,phase1,76,1,14,168,1,2,0,0,0
299,train,2023,NCT09000300,cardiology long term extension,cardiology,government,phase4,118,2,8,171,1,2,0,0,0
300,train,2023,NCT09000301,neurology,neurology,industry,phase3,214,17,34,200,3,3,0,0,0
301,train,2023,NCT09000302,cardiology,cardiology,academic,phase1,109,1,5,198,2,2,0,0,0
302,train,2023,NCT09000303,metabolic long term extension,metabolic,government,phase3,234,4,25,175,2,2,0,0,0
303,train,2023,NCT09000304,cardiology,cardiology,government,phase1,114,1,10,185,1,1,0,0,0
304,train,2023,NCT09000305,oncology platform dose long term extension,oncology,government,phase3,57,3,26,262,1,5,0,0,1
305,train,2023,NCT09000306,neurology,neurology,government,phase4,36,3,29,211,1,1,0,0,0
306,train,2023,NCT09000307,cardiology device pediatric rare genetic,cardiology,academic,phase4,9,3,17,307,1,3,1,0,0
307,train,2023,NCT09000308,rare disease rare genetic first in human long term extension,rare_disease,small_biotech,phase2,18,1,13,224,2,1,1,0,0
308,train,2023,NCT09000309,rare disease biomarker extension rare genetic,rare_disease,academic,phase1,20,4,16,338,3,4,1,0,0
309,train,2023,NCT09000310,metabolic first in human long term extension,metabolic,small_biotech,phase1,125,1,15,226,2,2,0,1,0
310,train,2023,NCT09000311,metabolic,metabolic,industry,phase3,204,7,30,149,2,4,0,0,0
311,train,2023,NCT09000312,infectious,infectious,government,phase2,60,2,21,209,1,1,0,0,0
312,train,2023,NCT09000313,rare disease rare genetic,rare_disease,government,phase3,26,11,26,175,1,4,1,0,0
313,train,2023,NCT09000314,cardiology long term extension,cardiology,government,phase4,118,,15,149,1,3,0,0,0
314,train,2023,NCT09000315,rare disease registry extension rare genetic first in human,rare_disease,small_biotech,phase4,53,4,24,287,2,2,1,0,1
315,train,2023,NCT09000316,infectious first in human,infectious,small_biotech,phase1,161,3,15,204,1,3,0,0,1
316,train,2023,NCT09000317,rare disease rare genetic,rare_disease,government,phase2,25,3,11,192,2,1,1,0,0
317,train,2023,NCT09000318,infectious dose decentralized long term extension,infectious,government,phase1,12,8,23,238,2,3,0,0,0
318,train,2023,NCT09000319,oncology biomarker adaptive,oncology,government,phase2,41,1,4,240,1,3,0,0,0
319,train,2023,NCT09000320,oncology decentralized extension,oncology,industry,phase3,118,7,32,318,2,3,0,0,0
320,train,2023,NCT09000321,rare disease rare genetic,rare_disease,industry,phase1,45,2,8,279,1,1,1,0,0
321,train,2023,NCT09000322,rare disease rare genetic long term extension,rare_disease,academic,phase1,41,2,11,230,2,2,1,0,1
322,train,2023,NCT09000323,neurology rare genetic long term extension,neurology,academic,phase2,46,6,23,205,1,0,1,0,0
323,train,2023,NCT09000324,rare disease rare genetic,rare_disease,academic,phase3,42,4,27,196,3,5,1,1,0
324,train,2023,NCT09000325,oncology,oncology,academic,phase2,81,2,13,178,3,0,0,0,0
325,train,2023,NCT09000326,neurology,neurology,industry,phase1,51,8,28,113,2,2,0,0,0
326,train,2023,NCT09000327,rare disease basket pediatric rare genetic,rare_disease,academic,phase4,22,7,30,356,3,4,1,1,1
327,train,2023,NCT09000328,oncology pediatric device,oncology,government,phase3,266,9,40,127,1,6,0,1,0
328,train,2023,NCT09000329,infectious first in human,infectious,small_biotech,phase4,35,3,4,167,3,2,0,0,0
329,train,2023,NCT09000330,neurology basket registry,neurology,academic,phase3,274,10,30,214,1,4,0,0,0
330,train,2023,NCT09000331,metabolic rare genetic,metabolic,industry,phase4,77,6,24,270,3,2,1,1,0
331,train,2023,NCT09000332,neurology pediatric decentralized,neurology,industry,phase1,110,2,5,217,2,1,0,0,0
332,train,2023,NCT09000333,metabolic rare genetic first in human,metabolic,small_biotech,phase1,77,,30,149,1,3,1,0,1
333,train,2023,NCT09000334,infectious first in human long term extension,infectious,small_biotech,phase2,173,,35,231,2,3,0,0,0
334,train,2023,NCT09000335,oncology,oncology,academic,phase2,225,4,27,191,1,3,0,1,0
335,train,2023,NCT09000336,metabolic extension extension long term extension,metabolic,government,phase4,73,43,79,260,3,4,0,0,0
336,train,2023,NCT09000337,infectious,infectious,industry,phase4,85,4,26,177,3,1,0,0,0
337,train,2023,NCT09000338,infectious,infectious,academic,phase4,118,3,28,123,2,2,0,0,0
338,train,2023,NCT09000339,metabolic adaptive extension,metabolic,academic,phase3,124,5,16,173,1,3,0,0,0
339,train,2023,NCT09000340,rare disease rare genetic,rare_disease,industry,phase3,215,5,31,160,4,4,1,0,0
340,train,2023,NCT09000341,metabolic,metabolic,industry,phase3,195,3,13,117,2,4,0,0,0
341,train,2023,NCT09000342,metabolic dose dose,metabolic,industry,phase1,94,11,31,268,1,3,0,0,0
342,train,2023,NCT09000343,rare disease rare genetic,rare_disease,industry,phase4,20,,31,151,1,0,1,0,0
343,train,2023,NCT09000344,infectious,infectious,industry,phase1,265,3,35,132,4,0,0,0,0
344,train,2023,NCT09000345,rare disease extension dose rare genetic,rare_disease,industry,phase2,142,9,17,251,5,3,1,0,1
345,train,2023,NCT09000346,oncology long term extension,oncology,government,phase4,179,5,37,170,2,2,0,1,0
346,train,2023,NCT09000347,cardiology first in human,cardiology,small_biotech,phase1,121,26,40,114,1,0,0,0,0
347,train,2023,NCT09000348,neurology first in human,neurology,small_biotech,phase2,40,,12,125,1,1,0,0,0
348,train,2023,NCT09000349,infectious first in human,infectious,small_biotech,phase4,128,2,4,206,2,1,0,0,0
349,train,2023,NCT09000350,rare disease rare genetic,rare_disease,academic,phase1,50,5,19,300,1,2,1,1,1
350,train,2023,NCT09000351,cardiology,cardiology,government,phase4,16,3,15,157,3,2,0,0,0
351,train,2023,NCT09000352,infectious adaptive biomarker,infectious,industry,phase3,102,2,10,234,2,4,0,0,1
352,train,2023,NCT09000353,rare disease basket pediatric rare genetic long term extension,rare_disease,industry,phase3,61,10,43,291,2,6,1,1,0
353,train,2023,NCT09000354,neurology first in human,neurology,small_biotech,phase3,57,3,37,232,1,4,0,1,0
354,train,2023,NCT09000355,neurology,neurology,academic,phase2,35,2,4,259,1,3,0,0,0
355,train,2023,NCT09000356,neurology first in human,neurology,small_biotech,phase3,55,,27,214,1,4,0,0,0
356,train,2023,NCT09000357,infectious rare genetic first in human,infectious,small_biotech,phase4,46,6,15,209,1,1,1,0,1
357,train,2023,NCT09000358,rare disease rare genetic first in human,rare_disease,small_biotech,phase1,51,,20,252,2,3,1,1,0
358,train,2023,NCT09000359,rare disease adaptive basket rare genetic first in human,rare_disease,small_biotech,phase3,90,8,27,270,3,5,1,0,1
359,train,2023,NCT09000360,neurology long term extension,neurology,industry,phase1,184,2,12,202,4,1,0,0,0
360,train,2023,NCT09000361,infectious long term extension,infectious,government,phase2,80,2,11,184,1,1,0,0,0
361,train,2023,NCT09000362,neurology first in human,neurology,small_biotech,phase1,66,,27,270,3,1,0,0,0
362,train,2023,NCT09000363,infectious adaptive biomarker first in human,infectious,small_biotech,phase4,159,2,25,269,1,3,0,0,0
363,train,2023,NCT09000364,cardiology,cardiology,academic,phase2,25,1,17,155,1,3,0,0,0
364,train,2023,NCT09000365,neurology first in human long term extension,neurology,small_biotech,phase2,42,3,4,196,1,2,0,0,1
365,train,2023,NCT09000366,metabolic long term extension,metabolic,academic,phase3,51,,12,191,3,3,0,0,1
366,train,2023,NCT09000367,oncology adaptive device rare genetic long term extension,oncology,academic,phase4,19,3,20,304,3,3,1,0,0
367,train,2023,NCT09000368,metabolic,metabolic,industry,phase1,54,,13,173,4,2,0,0,0
368,train,2023,NCT09000369,rare disease biomarker dose rare genetic,rare_disease,academic,phase4,20,9,33,219,1,4,1,0,0
369,train,2023,NCT09000370,cardiology extension registry rare genetic first in human,cardiology,small_biotech,phase3,12,9,27,244,1,5,1,0,0
370,train,2023,NCT09000371,infectious,infectious,government,phase2,58,5,26,116,2,1,0,0,0
371,train,2023,NCT09000372,metabolic first in human long term extension,metabolic,small_biotech,phase2,82,1,7,246,2,1,0,0,0
372,train,2023,NCT09000373,rare disease device adaptive rare genetic long term extension,rare_disease,government,phase2,18,1,17,318,1,3,1,0,0
373,train,2023,NCT09000374,metabolic first in human,metabolic,small_biotech,phase4,21,4,20,180,3,0,0,0,0
374,train,2023,NCT09000375,oncology long term extension,oncology,academic,phase2,203,,27,237,3,2,0,0,1
375,train,2023,NCT09000376,oncology long term extension,oncology,government,phase3,41,15,43,127,1,2,0,0,0
376,train,2023,NCT09000377,neurology dose device,neurology,industry,phase4,136,,34,115,2,2,0,0,0
377,train,2023,NCT09000378,infectious,infectious,industry,phase3,286,,16,132,4,4,0,0,0
378,train,2023,NCT09000379,cardiology,cardiology,industry,phase2,52,2,21,166,3,1,0,0,0
379,train,2023,NCT09000380,rare disease decentralized dose rare genetic long term extension,rare_disease,government,phase2,38,2,24,325,1,2,1,0,0
380,train,2023,NCT09000381,neurology first in human,neurology,small_biotech,phase1,62,,13,205,2,2,0,0,0
381,train,2023,NCT09000382,neurology,neurology,government,phase3,103,9,14,135,2,3,0,0,1
382,train,2023,NCT09000383,metabolic,metabolic,government,phase1,261,2,15,180,5,0,0,0,1
383,train,2023,NCT09000384,neurology,neurology,academic,phase1,49,4,18,200,1,2,0,0,0
384,train,2023,NCT09000385,infectious rare genetic,infectious,industry,phase1,77,2,16,234,4,2,1,0,1
385,train,2023,NCT09000386,cardiology device platform rare genetic,cardiology,industry,phase3,330,17,51,218,3,6,1,1,0
386,train,2023,NCT09000387,metabolic registry platform first in human,metabolic,small_biotech,phase2,297,2,12,207,2,2,0,0,0
387,train,2023,NCT09000388,cardiology,cardiology,government,phase1,84,4,30,213,1,3,0,0,0
388,train,2023,NCT09000389,metabolic dose basket rare genetic,metabolic,academic,phase2,31,8,22,186,1,4,1,1,0
389,train,2023,NCT09000390,oncology rare genetic,oncology,industry,phase3,93,6,16,162,2,2,1,0,1
390,train,2023,NCT09000391,cardiology long term extension,cardiology,industry,phase4,46,4,10,170,1,2,0,0,0
391,train,2023,NCT09000392,infectious rare genetic,infectious,government,phase3,53,6,26,277,1,2,1,0,0
392,train,2023,NCT09000393,neurology,neurology,academic,phase1,128,2,22,204,1,4,0,1,0
393,train,2023,NCT09000394,oncology first in human,oncology,small_biotech,phase2,345,,33,177,1,3,0,0,0
394,train,2023,NCT09000395,rare disease rare genetic,rare_disease,academic,phase1,79,3,24,178,1,3,1,1,1
395,train,2023,NCT09000396,infectious registry registry rare genetic,infectious,government,phase4,76,2,24,205,2,3,1,1,0
396,train,2023,NCT09000397,rare disease rare genetic,rare_disease,government,phase1,11,8,11,250,2,1,1,0,0
397,train,2023,NCT09000398,metabolic,metabolic,academic,phase4,62,2,15,148,1,4,0,1,0
398,train,2023,NCT09000399,infectious pediatric dose first in human,infectious,small_biotech,phase1,20,1,12,223,1,2,0,0,0
399,train,2023,NCT09000400,infectious,infectious,industry,phase4,62,9,25,232,2,0,0,0,0
400,train,2023,NCT09000401,rare disease rare genetic,rare_disease,government,phase2,50,1,4,213,3,2,1,0,0
401,train,2023,NCT09000402,infectious first in human,infectious,small_biotech,phase4,29,2,22,141,2,3,0,0,1
402,train,2023,NCT09000403,rare disease rare genetic,rare_disease,government,phase2,13,3,9,190,3,3,1,0,1
403,train,2023,NCT09000404,metabolic first in human,metabolic,small_biotech,phase4,53,2,17,94,1,3,0,0,0
404,train,2023,NCT09000405,rare disease rare genetic,rare_disease,industry,phase4,121,5,26,202,2,3,1,1,0
405,train,2023,NCT09000406,oncology first in human,oncology,small_biotech,phase4,73,2,20,117,1,3,0,1,0
406,train,2023,NCT09000407,neurology device platform,neurology,industry,phase2,256,,25,222,2,3,0,0,1
407,train,2023,NCT09000408,rare disease platform device rare genetic first in human,rare_disease,small_biotech,phase1,64,,30,374,1,2,1,0,0
408,train,2023,NCT09000409,infectious basket decentralized long term extension,infectious,industry,phase1,161,,22,255,2,3,0,0,1
409,train,2023,NCT09000410,oncology,oncology,government,phase4,67,3,14,177,2,2,0,1,0
410,train,2023,NCT09000411,cardiology,cardiology,government,phase1,61,3,26,235,1,1,0,0,0
411,train,2023,NCT09000412,rare disease rare genetic long term extension,rare_disease,industry,phase4,25,2,22,206,3,0,1,0,0
412,train,2023,NCT09000413,rare disease biomarker platform rare genetic,rare_disease,academic,phase3,19,5,13,300,1,5,1,0,1
413,train,2023,NCT09000414,metabolic pediatric platform,metabolic,academic,phase4,58,,23,154,1,1,0,0,1
414,train,2023,NCT09000415,oncology device decentralized long term extension,oncology,industry,phase2,138,2,4,208,2,2,0,0,1
415,train,2023,NCT09000416,neurology,neurology,government,phase1,57,3,24,171,2,2,0,0,0
416,train,2023,NCT09000417,neurology long term extension,neurology,academic,phase2,43,1,16,140,2,0,0,0,0
417,train,2023,NCT09000418,rare disease pediatric dose rare genetic,rare_disease,academic,phase1,29,5,17,355,3,2,1,0,0
418,train,2023,NCT09000419,cardiology adaptive decentralized long term extension,cardiology,government,phase2,37,13,19,247,1,2,0,0,0
419,train,2023,NCT09000420,cardiology platform platform,cardiology,industry,phase3,37,13,41,219,1,4,0,1,0
420,train,2023,NCT09000421,neurology first in human long term extension,neurology,small_biotech,phase4,161,3,24,135,3,0,0,0,0
421,train,2023,NCT09000422,rare disease rare genetic,rare_disease,academic,phase3,19,13,37,140,3,3,1,0,0
422,train,2023,NCT09000423,cardiology pediatric biomarker first in human,cardiology,small_biotech,phase3,211,3,31,261,1,5,0,0,1
423,train,2023,NCT09000424,cardiology,cardiology,academic,phase1,190,1,15,216,2,1,0,0,0
424,train,2023,NCT09000425,cardiology,cardiology,government,phase3,266,6,22,124,1,4,0,0,0
425,train,2023,NCT09000426,oncology,oncology,government,phase1,186,1,5,184,1,1,0,0,0
426,train,2023,NCT09000427,oncology first in human,oncology,small_biotech,phase4,102,,21,199,2,1,0,0,1
427,train,2023,NCT09000428,cardiology,cardiology,government,phase4,95,,19,149,1,3,0,0,0
428,train,2023,NCT09000429,oncology extension extension rare genetic first in human long term extension,oncology,small_biotech,phase3,34,3,22,220,1,4,1,1,0
429,train,2023,NCT09000430,neurology,neurology,industry,phase1,118,5,28,190,2,0,0,0,0
430,train,2023,NCT09000431,rare disease rare genetic,rare_disease,government,phase2,20,,16,159,2,0,1,0,0
431,train,2023,NCT09000432,rare disease rare genetic first in human,rare_disease,small_biotech,phase2,8,6,15,145,1,4,1,1,0
432,train,2023,NCT09000433,infectious pediatric registry long term extension,infectious,academic,phase3,372,3,29,254,3,4,0,0,0
433,train,2023,NCT09000434,cardiology basket adaptive long term extension,cardiology,industry,phase4,118,4,12,237,1,3,0,0,1
434,train,2023,NCT09000435,metabolic first in human,metabolic,small_biotech,phase1,154,,13,219,2,3,0,0,1
435,train,2023,NCT09000436,rare disease rare genetic,rare_disease,academic,phase1,15,10,15,253,1,2,1,0,1
436,train,2023,NCT09000437,oncology pediatric adaptive first in human,oncology,small_biotech,phase1,64,2,4,197,1,1,0,0,1
437,train,2023,NCT09000438,infectious extension device long term extension,infectious,industry,phase4,96,2,21,250,2,3,0,0,0
438,train,2023,NCT09000439,cardiology basket decentralized,cardiology,government,phase4,93,,18,238,1,4,0,0,0
439,train,2023,NCT09000440,neurology,neurology,academic,phase3,57,8,27,223,2,3,0,0,0
440,train,2023,NCT09000441,oncology long term extension,oncology,government,phase2,77,2,21,189,2,1,0,0,0
441,train,2023,NCT09000442,rare disease rare genetic,rare_disease,industry,phase3,127,,33,167,4,2,1,0,0
442,train,2023,NCT09000443,rare disease biomarker adaptive rare genetic first in human,rare_disease,small_biotech,phase3,37,4,33,266,3,5,1,0,0
443,train,2023,NCT09000444,oncology registry pediatric long term extension,oncology,government,phase4,74,2,19,215,2,4,0,0,0
444,train,2023,NCT09000445,infectious long term extension,infectious,academic,phase1,29,,6,193,1,2,0,0,0
445,train,2023,NCT09000446,rare disease decentralized registry rare genetic,rare_disease,academic,phase4,15,2,12,356,1,4,1,0,0
446,train,2023,NCT09000447,neurology rare genetic first in human,neurology,small_biotech,phase3,34,7,37,231,2,5,1,1,0
447,train,2023,NCT09000448,infectious first in human,infectious,small_biotech,phase2,60,2,11,206,2,2,0,0,0
448,train,2023,NCT09000449,rare disease rare genetic,rare_disease,government,phase2,64,2,4,111,1,2,1,0,0
449,train,2023,NCT09000450,rare disease rare genetic,rare_disease,industry,phase1,25,2,11,208,1,3,1,1,0
450,train,2023,NCT09000451,cardiology,cardiology,industry,phase4,80,,27,204,2,1,0,0,0
451,train,2023,NCT09000452,oncology decentralized biomarker,oncology,academic,phase2,25,2,11,228,2,3,0,0,0
452,train,2023,NCT09000453,metabolic,metabolic,academic,phase2,47,1,19,195,1,0,0,0,0
453,train,2023,NCT09000454,rare disease pediatric device rare genetic,rare_disease,government,phase2,26,2,16,231,1,4,1,1,0
454,train,2023,NCT09000455,oncology,oncology,academic,phase2,61,11,16,222,1,0,0,0,0
455,train,2023,NCT09000456,cardiology,cardiology,academic,phase2,47,2,17,195,1,2,0,0,0
456,train,2023,NCT09000457,metabolic platform extension rare genetic,metabolic,government,phase2,105,16,30,334,1,2,1,0,0
457,train,2023,NCT09000458,oncology,oncology,academic,phase2,69,11,36,183,3,2,0,0,0
458,train,2023,NCT09000459,infectious rare genetic long term extension,infectious,government,phase4,73,6,21,228,1,1,1,1,0
459,train,2023,NCT09000460,neurology long term extension,neurology,academic,phase1,47,2,16,195,1,2,0,0,0
460,train,2023,NCT09000461,cardiology first in human,cardiology,small_biotech,phase3,184,3,18,181,1,3,0,0,0
461,train,2023,NCT09000462,oncology,oncology,government,phase2,137,2,23,223,2,2,0,0,0
462,train,2023,NCT09000463,oncology,oncology,academic,phase4,51,3,19,167,3,1,0,1,0
463,train,2023,NCT09000464,neurology dose biomarker first in human,neurology,small_biotech,phase4,154,7,37,349,3,3,0,0,0
464,train,2023,NCT09000465,rare disease rare genetic first in human,rare_disease,small_biotech,phase4,22,,15,232,1,3,1,0,1
465,train,2023,NCT09000466,metabolic long term extension,metabolic,government,phase2,89,7,27,120,1,1,0,0,0
466,train,2023,NCT09000467,cardiology first in human,cardiology,small_biotech,phase3,102,9,32,200,2,4,0,0,0
467,train,2023,NCT09000468,neurology first in human long term extension,neurology,small_biotech,phase4,327,7,35,177,1,3,0,0,0
468,train,2023,NCT09000469,neurology,neurology,industry,phase1,53,6,17,178,4,2,0,0,1
469,train,2023,NCT09000470,rare disease extension device rare genetic first in human long term extension,rare_disease,small_biotech,phase2,31,2,15,249,1,3,1,1,0
470,train,2023,NCT09000471,metabolic pediatric device first in human,metabolic,small_biotech,phase3,50,4,25,223,1,4,0,1,0
471,train,2023,NCT09000472,cardiology device pediatric,cardiology,government,phase2,61,3,25,247,2,2,0,0,0
472,train,2023,NCT09000473,oncology first in human,oncology,small_biotech,phase1,30,,14,219,2,1,0,0,0
473,train,2023,NCT09000474,rare disease rare genetic,rare_disease,academic,phase3,45,13,28,194,2,2,1,0,0
474,train,2023,NCT09000475,rare disease rare genetic long term extension,rare_disease,academic,phase4,22,2,20,173,1,3,1,1,0
475,train,2023,NCT09000476,rare disease decentralized platform rare genetic,rare_disease,industry,phase1,74,2,9,247,3,3,1,1,0
476,train,2023,NCT09000477,oncology rare genetic,oncology,industry,phase2,52,4,9,187,1,2,1,0,0
477,train,2023,NCT09000478,cardiology basket basket,cardiology,industry,phase1,206,1,4,230,3,2,0,0,0
478,train,2023,NCT09000479,rare disease extension basket rare genetic first in human,rare_disease,small_biotech,phase1,48,1,16,313,1,3,1,0,0
479,train,2023,NCT09000480,infectious device dose,infectious,academic,phase3,336,11,31,221,2,3,0,0,0
480,train,2023,NCT09000481,rare disease rare genetic long term extension,rare_disease,industry,phase2,71,5,25,189,2,2,1,0,0
481,train,2023,NCT09000482,neurology,neurology,academic,phase4,416,3,18,115,1,1,0,0,0
482,train,2023,NCT09000483,rare disease pediatric extension rare genetic,rare_disease,industry,phase4,263,,30,245,2,1,1,0,0
483,train,2023,NCT09000484,rare disease adaptive dose rare genetic first in human,rare_disease,small_biotech,phase1,59,1,12,337,1,4,1,1,1
484,train,2023,NCT09000485,cardiology first in human,cardiology,small_biotech,phase4,20,2,8,126,1,0,0,0,0
485,train,2023,NCT09000486,neurology,neurology,academic,phase4,140,5,9,205,1,2,0,0,1
486,train,2023,NCT09000487,rare disease decentralized device rare genetic,rare_disease,government,phase2,80,3,14,353,1,2,1,0,0
487,train,2023,NCT09000488,metabolic long term extension,metabolic,government,phase1,198,1,10,225,1,2,0,0,0
488,train,2023,NCT09000489,infectious platform platform,infectious,industry,phase4,192,3,18,243,1,3,0,0,0
489,train,2023,NCT09000490,infectious rare genetic,infectious,government,phase2,146,3,18,243,2,2,1,0,0
490,train,2023,NCT09000491,oncology adaptive basket long term extension,oncology,industry,phase2,73,15,27,325,3,3,0,0,0
491,train,2023,NCT09000492,rare disease rare genetic first in human,rare_disease,small_biotech,phase4,56,5,11,221,2,2,1,0,0
492,train,2023,NCT09000493,oncology pediatric device,oncology,government,phase3,238,6,19,267,1,4,0,0,0
493,train,2023,NCT09000494,cardiology,cardiology,academic,phase1,240,1,10,220,2,2,0,0,0
494,train,2023,NCT09000495,infectious first in human,infectious,small_biotech,phase1,57,12,23,158,2,1,0,0,0
495,train,2023,NCT09000496,cardiology first in human,cardiology,small_biotech,phase1,38,4,20,300,3,1,0,0,0
496,train,2023,NCT09000497,cardiology dose device,cardiology,industry,phase4,155,4,4,226,3,2,0,0,1
497,train,2023,NCT09000498,neurology long term extension,neurology,academic,phase1,19,7,21,183,1,1,0,0,0
498,train,2023,NCT09000499,rare disease rare genetic long term extension,rare_disease,government,phase2,164,2,20,235,2,0,1,0,1
499,train,2023,NCT09000500,neurology adaptive platform,neurology,government,phase1,44,2,21,194,2,4,0,1,0
500,train,2023,NCT09000501,metabolic extension basket rare genetic,metabolic,government,phase3,42,33,73,277,3,6,1,1,0
501,train,2023,NCT09000502,rare disease rare genetic,rare_disease,government,phase1,40,4,15,204,3,0,1,0,1
502,train,2023,NCT09000503,cardiology rare genetic long term extension,cardiology,government,phase1,14,10,38,183,2,1,1,0,0
503,train,2023,NCT09000504,oncology,oncology,academic,phase2,46,13,20,185,2,0,0,0,0
504,train,2023,NCT09000505,infectious,infectious,academic,phase2,20,1,7,192,2,2,0,0,0
505,train,2023,NCT09000506,metabolic registry platform first in human,metabolic,small_biotech,phase3,105,5,31,196,2,3,0,0,0
506,train,2023,NCT09000507,cardiology long term extension,cardiology,industry,phase1,147,4,26,196,2,2,0,0,0
507,train,2023,NCT09000508,oncology basket decentralized first in human long term extension,oncology,small_biotech,phase3,134,,34,202,2,4,0,0,0
508,train,2023,NCT09000509,rare disease rare genetic,rare_disease,industry,phase2,17,2,11,231,2,1,1,0,0
509,train,2023,NCT09000510,oncology registry device first in human,oncology,small_biotech,phase4,223,3,10,259,1,4,0,0,1
510,train,2023,NCT09000511,neurology first in human,neurology,small_biotech,phase4,125,2,7,202,1,1,0,0,0
511,train,2023,NCT09000512,oncology first in human long term extension,oncology,small_biotech,phase2,56,13,39,293,2,1,0,0,0
512,train,2023,NCT09000513,oncology long term extension,oncology,academic,phase1,60,2,17,228,2,3,0,0,0
513,train,2023,NCT09000514,cardiology,cardiology,government,phase1,105,2,13,170,2,3,0,0,0
514,train,2023,NCT09000515,oncology,oncology,academic,phase4,57,4,14,142,3,3,0,0,1
515,train,2023,NCT09000516,infectious basket pediatric first in human,infectious,small_biotech,phase1,102,,31,338,1,4,0,0,0
516,train,2023,NCT09000517,oncology adaptive registry,oncology,industry,phase4,155,4,21,242,4,1,0,0,0
517,train,2023,NCT09000518,cardiology long term extension,cardiology,academic,phase4,39,2,16,87,2,2,0,0,0
518,train,2023,NCT09000519,neurology long term extension,neurology,government,phase4,49,4,13,136,3,2,0,0,0
