subscription_id,cycle,data_mb_total,voice_min_total
S01697,2025-02,20383.7,2955
S01697,2025-03,8218.0,1704
S01483,2025-02,3720.0,1039
S01483,2025-03,2777.3,3965
S00051,2025-02,32898.9,3097
S00051,2025-03,37857.6,2359
S00486,2025-02,7904.2,2371
S00486,2025-03,12687.0,1169
S01639,2025-02,29820.7,2123
S01639,2025-03,19007.2,3239
S00916,2025-02,25673.3,75
S00916,2025-03,20671.1,2252
S00810,2025-02,14325.2,2947
S00810,2025-03,14483.9,291
S01542,2025-02,21177.5,94
S01542,2025-03,3406.5,710
S01209,2025-02,14050.2,1316
S01209,2025-03,29624.4,3405
S00118,2025-02,21758.3,3778
S00118,2025-03,13689.1,187
S00040,2025-02,29646.3,2073
S00040,2025-03,36047.4,1386
S00717,2025-02,31375.2,2796
S00717,2025-03,30177.9,2063
S00583,2025-02,16614.5,3426
S00583,2025-03,29293.6,2088
S01838,2025-02,19435.1,893
S01838,2025-03,11628.0,2260
S01418,2025-02,29582.0,3640
S01418,2025-03,8193.9,2143
S00611,2025-02,33128.7,2279
S00611,2025-03,13822.0,2780
S00156,2025-02,26301.6,1522
S00156,2025-03,31561.8,1589
S00362,2025-02,23308.2,1162
S00362,2025-03,5383.7,2283
S01202,2025-02,2940.3,3133
S01202,2025-03,9483.6,558
S00489,2025-02,31360.6,813
S00489,2025-03,34822.6,1308
S01770,2025-02,12149.7,3151
S01770,2025-03,5665.0,598
S01332,2025-02,5620.3,3084
S01332,2025-03,9782.6,2832
S00424,2025-02,34395.5,1310
S00424,2025-03,4377.3,3710
S00914,2025-02,14693.5,2472
S00914,2025-03,29998.6,2274
S00443,2025-02,15646.3,189
S00443,2025-03,8535.6,3429
S01982,2025-02,5115.3,1164
S01982,2025-03,9042.8,3813
S01308,2025-02,27620.9,3385
S01308,2025-03,25675.8,3870
S00638,2025-02,37369.7,3711
S00638,2025-03,39652.1,2348
S00313,2025-02,34742.5,3066
S00313,2025-03,38154.9,2047
S00734,2025-02,35645.4,555
S00734,2025-03,29578.6,2881
S00677,2025-02,38025.2,1669
S00677,2025-03,14060.4,3425
S01710,2025-02,16019.8,523
S01710,2025-03,26381.2,3811
S00671,2025-02,20904.8,2311
S00671,2025-03,3169.3,404
S00944,2025-02,27188.8,1374
S00944,2025-03,7760.3,435
S00800,2025-02,17010.2,2177
S00800,2025-03,18440.4,56
S01390,2025-02,29703.4,1707
S01390,2025-03,35425.1,3679
S01696,2025-02,37323.5,3560
S01696,2025-03,13054.9,1291
S00563,2025-02,14630.8,805
S00563,2025-03,15628.8,1105
S00705,2025-02,23260.2,2980
S00705,2025-03,24438.1,2940
S00562,2025-02,24277.7,2132
S00562,2025-03,11016.3,1970
S01427,2025-02,33152.6,669
S01427,2025-03,29232.3,464
S00123,2025-02,26523.3,526
S00123,2025-03,1253.0,622
S00342,2025-02,33818.9,3881
S00342,2025-03,30393.3,3653
S00977,2025-02,17943.0,506
S00977,2025-03,5889.2,3235
S01259,2025-02,14383.6,3041
S01259,2025-03,32820.0,913
S01600,2025-02,6083.0,878
S01600,2025-03,30762.7,1969
S01549,2025-02,2710.0,3681
S01549,2025-03,10686.6,2493
S00303,2025-02,11204.8,3899
S00303,2025-03,30166.4,2835
S00626,2025-02,39079.2,1915
S00626,2025-03,4483.3,3963
S00987,2025-02,24566.5,3899
S00987,2025-03,31663.8,2052
S00174,2025-02,20855.6,87
S00174,2025-03,13419.2,3382
S00249,2025-02,16247.2,3785
S00249,2025-03,26202.2,2200
S01267,2025-02,19275.2,3170
S01267,2025-03,5874.0,3440
S00107,2025-02,25750.2,3808
S00107,2025-03,19006.9,688
S01956,2025-02,34546.5,202
S01956,2025-03,29954.9,2378
S01761,2025-02,32493.6,1062
S01761,2025-03,39742.6,131
S00781,2025-02,23414.0,1801
S00781,2025-03,22429.5,3482
S00625,2025-02,4947.9,3870
S00625,2025-03,3280.7,3873
S00225,2025-02,630.1,860
S00225,2025-03,16107.7,1190
S00315,2025-02,12529.6,2426
S00315,2025-03,18589.0,3359
S00688,2025-02,12512.1,2755
S00688,2025-03,2482.7,486
S01964,2025-02,20283.4,169
S01964,2025-03,21383.8,2333
S01806,2025-02,39422.8,1632
S01806,2025-03,9715.7,1903
S00620,2025-02,36876.0,1533
S00620,2025-03,12232.2,3530
S00853,2025-02,21596.7,2495
S00853,2025-03,37139.3,1858
S01942,2025-02,27981.0,1858
S01942,2025-03,32040.0,272
S01799,2025-02,12089.8,1530
S01799,2025-03,1563.5,2324
S00218,2025-02,7641.9,2797
S00218,2025-03,22904.2,797
S00906,2025-02,14858.7,1837
S00906,2025-03,18794.1,1091
S00316,2025-02,6223.3,3259
S00316,2025-03,37097.4,1848
S01741,2025-02,19224.3,3968
S01741,2025-03,15132.8,1615
S01046,2025-02,21650.9,2978
S01046,2025-03,14092.1,108
S00928,2025-02,32341.9,1666
S00928,2025-03,37923.5,3278
S01319,2025-02,26244.4,2722
S01319,2025-03,26200.3,3327
S01926,2025-02,28191.7,156
S01926,2025-03,3262.1,2865
S01414,2025-02,16598.6,1878
S01414,2025-03,5555.6,2841
S00503,2025-02,36101.8,387
S00503,2025-03,13823.8,1793
S01353,2025-02,29305.5,3245
S01353,2025-03,10398.4,2968
S00323,2025-02,13436.0,1949
S00323,2025-03,26408.6,144
S01695,2025-02,9243.1,1699
S01695,2025-03,14480.3,1273
S00964,2025-02,5655.6,1532
S00964,2025-03,17394.6,1707
S00793,2025-02,4580.2,2632
S00793,2025-03,20151.3,3243
S01512,2025-02,5881.8,2162
S01512,2025-03,32971.0,2238
S00196,2025-02,1119.4,3418
S00196,2025-03,3796.0,387
S01583,2025-02,1917.7,1188
S01583,2025-03,9552.3,816
S01029,2025-02,7428.8,1259
S01029,2025-03,22830.7,2479
S00253,2025-02,26375.5,2749
S00253,2025-03,36875.0,466
S01500,2025-02,24364.1,514
S01500,2025-03,8519.4,3997
S01166,2025-02,32978.1,2365
S01166,2025-03,8998.0,2409
S01553,2025-02,16036.3,3412
S01553,2025-03,21518.0,2752
S00328,2025-02,32470.4,1236
S00328,2025-03,30299.4,3782
S00103,2025-02,2416.3,2597
S00103,2025-03,16653.0,2281
S00088,2025-02,2843.6,987
S00088,2025-03,9020.0,636
S00925,2025-02,34509.3,321
S00925,2025-03,3083.1,362
S00171,2025-02,22632.3,666
S00171,2025-03,28327.7,3333
S01792,2025-02,39304.3,3260
S01792,2025-03,35925.3,601
S01341,2025-02,17064.4,2515
S01341,2025-03,38652.1,1013
S01745,2025-02,7461.6,901
S01745,2025-03,27567.9,1362
S00642,2025-02,26265.0,2205
S00642,2025-03,38281.4,887
S01911,2025-02,32978.6,3347
S01911,2025-03,28152.2,676
S00338,2025-02,1683.5,1885
S00338,2025-03,22094.6,882
S00142,2025-02,685.2,587
S00142,2025-03,32663.1,700
S01985,2025-02,18456.6,3325
S01985,2025-03,24653.9,208
S01406,2025-02,9616.7,2820
S01406,2025-03,14686.4,3333
S01731,2025-02,9331.1,3763
S01731,2025-03,8030.0,2455
S00876,2025-02,34750.5,796
S00876,2025-03,21982.6,1053
S01624,2025-02,10237.0,2582
S01624,2025-03,17431.4,3683
S00667,2025-02,23640.9,2014
S00667,2025-03,22141.0,2101
S01369,2025-02,35861.5,1148
S01369,2025-03,10420.8,3964
S00877,2025-02,11139.2,2440
S00877,2025-03,14382.0,3718
S01287,2025-02,2292.3,2168
S01287,2025-03,22587.2,2486
S01733,2025-02,34092.0,3814
S01733,2025-03,13998.7,2523
S00609,2025-02,36288.8,1180
S00609,2025-03,7419.0,2842
S01614,2025-02,13488.0,2319
S01614,2025-03,23255.3,2061
S00732,2025-02,23649.8,832
S00732,2025-03,34841.7,3668
S00421,2025-02,20022.9,3815
S00421,2025-03,36557.6,1276
S00991,2025-02,36747.0,2407
S00991,2025-03,3034.7,1979
S01673,2025-02,39320.6,2102
S01673,2025-03,6687.7,2079
S01593,2025-02,1323.4,3853
S01593,2025-03,16823.8,810
S01972,2025-02,1098.4,3526
S01972,2025-03,18828.6,2398
S00733,2025-02,2119.7,3170
S00733,2025-03,20186.1,3199
S01643,2025-02,13076.3,2186
S01643,2025-03,27879.4,1760
S01215,2025-02,9980.9,1948
S01215,2025-03,6426.4,862
S00887,2025-02,13393.5,1932
S00887,2025-03,8605.2,3310
S00295,2025-02,882.8,136
S00295,2025-03,8732.9,1445
S00012,2025-02,23567.3,168
S00012,2025-03,16888.9,1042
S00309,2025-02,12659.0,2711
S00309,2025-03,24780.9,3410
S01024,2025-02,10305.1,1794
S01024,2025-03,30452.7,1061
S00099,2025-02,9830.8,2792
S00099,2025-03,30788.8,1540
S01915,2025-02,34149.8,2477
S01915,2025-03,27475.3,3248
S01666,2025-02,23338.4,1508
S01666,2025-03,37420.3,3253
S00247,2025-02,25994.3,1023
S00247,2025-03,7079.1,2623
S01023,2025-02,15597.3,662
S01023,2025-03,12400.9,3728
S01517,2025-02,28962.0,1150
S01517,2025-03,28225.8,2998
S01930,2025-02,30659.5,557
S01930,2025-03,30232.0,535
S00912,2025-02,1312.6,3684
S00912,2025-03,28883.8,2519
S00028,2025-02,4093.9,3376
S00028,2025-03,7121.1,3814
S01646,2025-02,20977.2,858
S01646,2025-03,7399.6,3345
S01849,2025-02,19271.1,963
S01849,2025-03,13854.4,1273
S00422,2025-02,11787.0,506
S00422,2025-03,23044.4,2887
S00229,2025-02,2069.9,3253
S00229,2025-03,30729.0,3568
S00090,2025-02,19039.9,932
S00090,2025-03,34385.9,2672
S00257,2025-02,26378.9,1000
S00257,2025-03,13413.7,192
S01751,2025-02,26156.1,2665
S01751,2025-03,23076.2,535
S00540,2025-02,4842.0,3862
S00540,2025-03,27487.7,346
S00602,2025-02,1415.6,1181
S00602,2025-03,13591.6,1639
S00855,2025-02,22781.2,337
S00855,2025-03,2671.3,2813
S00650,2025-02,36987.0,1920
S00650,2025-03,26754.8,3741
S01762,2025-02,21848.3,2313
S01762,2025-03,27697.4,1234
S00782,2025-02,24858.2,935
S00782,2025-03,13146.5,3709
S01823,2025-02,10938.3,1736
S01823,2025-03,29978.5,828
S00521,2025-02,28840.1,3934
S00521,2025-03,6929.1,784
S01560,2025-02,26093.0,2625
S01560,2025-03,18521.8,181
S00220,2025-02,39034.1,353
S00220,2025-03,23647.2,1605
S00937,2025-02,35483.6,2336
S00937,2025-03,39447.0,1145
S01511,2025-02,21082.9,3718
S01511,2025-03,2382.0,2116
S00471,2025-02,25984.5,247
S00471,2025-03,38204.5,3478
S01601,2025-02,17287.9,2355
S01601,2025-03,14549.7,3664
S00959,2025-02,35227.2,2695
S00959,2025-03,23800.4,1447
S01749,2025-02,24404.1,2912
S01749,2025-03,35638.5,846
S00694,2025-02,5383.4,3677
S00694,2025-03,39086.7,3181
S00708,2025-02,34758.3,2376
S00708,2025-03,33804.9,2943
S00880,2025-02,2180.1,2501
S00880,2025-03,36338.4,771
S00410,2025-02,8954.2,2475
S00410,2025-03,34468.5,3949
S00004,2025-02,11399.6,261
S00004,2025-03,34373.4,489
S01651,2025-02,3511.3,295
S01651,2025-03,15928.0,952
S01876,2025-02,26092.6,3053
S01876,2025-03,9629.1,2989
S00277,2025-02,6199.8,3044
S00277,2025-03,25887.8,3751
S00179,2025-02,24397.8,1859
S00179,2025-03,13777.0,716
S01689,2025-02,29235.5,1006
S01689,2025-03,38919.7,2430
S01674,2025-02,33134.5,2525
S01674,2025-03,10060.5,634
S00792,2025-02,26749.0,901
S00792,2025-03,30282.6,1421
S00215,2025-02,26641.1,132
S00215,2025-03,27243.6,2492
S00089,2025-02,15075.9,3666
S00089,2025-03,24321.2,2614
S00601,2025-02,33624.0,85
S00601,2025-03,31526.6,3346
S00081,2025-02,23294.1,775
S00081,2025-03,4271.2,3150
S01736,2025-02,31704.9,59
S01736,2025-03,29240.3,842
S00238,2025-02,34584.1,1329
S00238,2025-03,3438.2,3382
S01506,2025-02,15970.2,970
S01506,2025-03,29940.2,2151
S01381,2025-02,34510.7,1924
S01381,2025-03,17039.2,1289
S01641,2025-02,20716.4,1480
S01641,2025-03,16836.2,3254
S01842,2025-02,7419.7,268
S01842,2025-03,5636.6,2957
S00232,2025-02,13837.5,1765
S00232,2025-03,29741.9,838
S00044,2025-02,37065.4,1177
S00044,2025-03,34346.8,1818
S01787,2025-02,10620.6,3564
S01787,2025-03,11338.4,1085
S01508,2025-02,10658.2,795
S01508,2025-03,9244.6,3212
S00020,2025-02,34687.9,927
S00020,2025-03,37345.1,2014
S01446,2025-02,20685.0,1321
S01446,2025-03,39952.3,1889
S01796,2025-02,20420.1,2392
S01796,2025-03,25662.2,2203
S01720,2025-02,27865.2,3039
S01720,2025-03,14753.8,1069
S00582,2025-02,7483.2,3790
S00582,2025-03,20654.1,3281
S01563,2025-02,22127.9,2411
S01563,2025-03,10194.2,1564
S00614,2025-02,14288.7,3083
S00614,2025-03,14052.7,1217
S00026,2025-02,25460.3,1053
S00026,2025-03,30742.2,2418
S01235,2025-02,8878.7,185
S01235,2025-03,31083.0,2694
S00045,2025-02,27578.1,123
S00045,2025-03,4415.4,1310
S01520,2025-02,38218.9,2158
S01520,2025-03,1338.4,722
S00093,2025-02,1635.2,1389
S00093,2025-03,24352.7,3402
S00795,2025-02,16687.7,2451
S00795,2025-03,12222.4,1553
S01246,2025-02,35958.3,3435
S01246,2025-03,1856.6,961
S00907,2025-02,1997.8,2006
S00907,2025-03,26156.6,98
S00307,2025-02,21275.3,2132
S00307,2025-03,5941.6,300
S00712,2025-02,9880.0,1023
S00712,2025-03,25969.8,2558
S01283,2025-02,9488.2,2010
S01283,2025-03,35171.0,2878
S00934,2025-02,15375.2,415
S00934,2025-03,25804.3,1328
S01719,2025-02,23156.6,3209
S01719,2025-03,23116.3,1688
S00148,2025-02,4918.4,834
S00148,2025-03,31986.5,3444
S01121,2025-02,29889.5,272
S01121,2025-03,38833.2,3103
S00669,2025-02,2512.6,548
S00669,2025-03,39977.6,2416
S01611,2025-02,14084.9,3989
S01611,2025-03,32473.4,1501
S01189,2025-02,30923.3,1125
S01189,2025-03,36397.1,1673
S00049,2025-02,36451.1,699
S00049,2025-03,8899.1,1316
S00129,2025-02,6221.9,3924
S00129,2025-03,28009.1,2059
S00181,2025-02,4638.7,3071
S00181,2025-03,34183.2,1841
S01608,2025-02,31037.5,2830
S01608,2025-03,22986.7,3605
S00010,2025-02,29424.4,287
S00010,2025-03,15268.8,3933
S00038,2025-02,16829.5,3193
S00038,2025-03,37698.2,1629
S01236,2025-02,19089.5,3155
S01236,2025-03,10446.6,1729
S00972,2025-02,12629.2,1148
S00972,2025-03,679.9,3918
S01744,2025-02,25329.4,2874
S01744,2025-03,26229.9,2218
S00657,2025-02,22364.7,1187
S00657,2025-03,17863.6,1816
S00217,2025-02,6925.7,3510
S00217,2025-03,18998.1,2103
S01709,2025-02,14335.7,3255
S01709,2025-03,9740.4,2329
S01273,2025-02,5610.0,1558
S01273,2025-03,4443.6,460
S01789,2025-02,25360.6,2060
S01789,2025-03,31962.9,643
S01501,2025-02,17379.7,1455
S01501,2025-03,19442.9,2651
S01447,2025-02,1453.4,309
S01447,2025-03,26242.3,1166
S01087,2025-02,32507.8,3383
S01087,2025-03,16275.2,2913
S00721,2025-02,17041.7,1087
S00721,2025-03,36177.7,2186
S01573,2025-02,12757.1,3131
S01573,2025-03,37126.7,976
S01054,2025-02,25730.2,3983
S01054,2025-03,20661.4,873
S00127,2025-02,21899.2,1133
S00127,2025-03,3768.4,1100
S01627,2025-02,20388.1,885
S01627,2025-03,34717.2,1955
S00988,2025-02,21787.8,2326
S00988,2025-03,33143.2,1399
S01227,2025-02,32674.1,2417
S01227,2025-03,24894.0,1687
S00585,2025-02,33085.2,1519
S00585,2025-03,23573.9,1502
S01292,2025-02,8936.2,3151
S01292,2025-03,11342.4,116
S01157,2025-02,11938.8,3112
S01157,2025-03,30256.1,1435
S01996,2025-02,30391.7,3764
S01996,2025-03,32893.9,2154
S00690,2025-02,26440.2,2981
S00690,2025-03,9681.0,2115
S01005,2025-02,5464.6,2303
S01005,2025-03,31123.7,514
S00891,2025-02,26504.0,847
S00891,2025-03,10403.6,2432
S01018,2025-02,12433.4,2384
S01018,2025-03,26593.4,107
S01551,2025-02,16383.1,2350
S01551,2025-03,29357.8,2104
S00064,2025-02,37361.8,3886
S00064,2025-03,10498.0,823
S01275,2025-02,3104.8,3593
S01275,2025-03,4964.4,558
S01274,2025-02,19832.6,2373
S01274,2025-03,4642.4,2869
S01180,2025-02,39436.2,2192
S01180,2025-03,35394.6,1389
S00384,2025-02,18929.5,461
S00384,2025-03,29789.7,1804
S00597,2025-02,28400.0,2063
S00597,2025-03,12859.1,645
