subscription_id,customer_id,plan_id,status,cycle_start,cycle_end
S00435,C01435,P1,ACTIVE,2025-03-01,2025-03-31
S00436,C01436,P1,ACTIVE,2025-03-01,2025-03-31
S00437,C01437,P2,ACTIVE,2025-03-01,2025-03-31
S00438,C01438,P1,ACTIVE,2025-03-01,2025-03-31
S00439,C01439,P3,ACTIVE,2025-03-01,2025-03-31
S00440,C01440,P1,ACTIVE,2025-03-01,2025-03-31
S00441,C01441,P1,ACTIVE,2025-03-01,2025-03-31
S00442,C01442,P1,ACTIVE,2025-03-01,2025-03-31
S00443,C01443,P1,CANCELLED,2025-03-01,2025-03-31
S00444,C01444,P1,ACTIVE,2025-03-01,2025-03-31
S00445,C01445,P2,ACTIVE,2025-03-01,2025-03-31
S00446,C01446,P1,ACTIVE,2025-03-01,2025-03-31
S00447,C01447,P1,ACTIVE,2025-03-01,2025-03-31
S00448,C01448,P3,ACTIVE,2025-03-01,2025-03-31
S00449,C01449,P2,ACTIVE,2025-03-01,2025-03-31
S00450,C01450,P4,ACTIVE,2025-03-01,2025-03-31
S00451,C01451,P1,CANCELLED,2025-03-01,2025-03-31
S00452,C01452,P1,ACTIVE,2025-03-01,2025-03-31
S00453,C01453,P2,ACTIVE,2025-03-01,2025-03-31
S00454,C01454,P2,ACTIVE,2025-03-01,2025-03-31
S00455,C01455,P1,ACTIVE,2025-03-01,2025-03-31
S00456,C01456,P1,ACTIVE,2025-03-01,2025-03-31
S00457,C01457,P4,ACTIVE,2025-03-01,2025-03-31
S00458,C01458,P2,ACTIVE,2025-03-01,2025-03-31
S00459,C01459,P2,ACTIVE,2025-03-01,2025-03-31
S00460,C01460,P1,ACTIVE,2025-03-01,2025-03-31
S00461,C01461,P4,ACTIVE,2025-03-01,2025-03-31
S00462,C01462,P1,CANCELLED,2025-03-01,2025-03-31
S00463,C01463,P3,ACTIVE,2025-03-01,2025-03-31
S00464,C01464,P2,ACTIVE,2025-03-01,2025-03-31
S00465,C01465,P2,ACTIVE,2025-03-01,2025-03-31
S00466,C01466,P3,ACTIVE,2025-03-01,2025-03-31
S00467,C01467,P2,ACTIVE,2025-03-01,2025-03-31
S00468,C01468,P4,ACTIVE,2025-03-01,2025-03-31
S00469,C01469,P2,ACTIVE,2025-03-01,2025-03-31
S00470,C01470,P3,ACTIVE,2025-03-01,2025-03-31
S00471,C01471,P1,ACTIVE,2025-03-01,2025-03-31
S00472,C01472,P3,ACTIVE,2025-03-01,2025-03-31
S00473,C01473,P1,ACTIVE,2025-03-01,2025-03-31
S00474,C01474,P2,SUSPENDED,2025-03-01,2025-03-31
S00475,C01475,P1,SUSPENDED,2025-03-01,2025-03-31
S00476,C01476,P2,ACTIVE,2025-03-01,2025-03-31
S00477,C01477,P1,ACTIVE,2025-03-01,2025-03-31
S00478,C01478,P1,ACTIVE,2025-03-01,2025-03-31
S00479,C01479,P3,ACTIVE,2025-03-01,2025-03-31
S00480,C01480,P4,ACTIVE,2025-03-01,2025-03-31
S00481,C01481,P1,ACTIVE,2025-03-01,2025-03-31
S00482,C01482,P2,ACTIVE,2025-03-01,2025-03-31
S00483,C01483,P3,ACTIVE,2025-03-01,2025-03-31
S00484,C01484,P3,ACTIVE,2025-03-01,2025-03-31
S00485,C01485,P1,ACTIVE,2025-03-01,2025-03-31
S00486,C01486,P1,ACTIVE,2025-03-01,2025-03-31
S00487,C01487,P2,ACTIVE,2025-03-01,2025-03-31
S00488,C01488,P2,ACTIVE,2025-03-01,2025-03-31
S00489,C01489,P1,ACTIVE,2025-03-01,2025-03-31
S00490,C01490,P2,ACTIVE,2025-03-01,2025-03-31
S00491,C01491,P1,ACTIVE,2025-03-01,2025-03-31
S00492,C01492,P1,ACTIVE,2025-03-01,2025-03-31
S00493,C01493,P1,ACTIVE,2025-03-01,2025-03-31
S00494,C01494,P4,ACTIVE,2025-03-01,2025-03-31
S00495,C01495,P3,CANCELLED,2025-03-01,2025-03-31
S00496,C01496,P2,ACTIVE,2025-03-01,2025-03-31
S00497,C01497,P2,ACTIVE,2025-03-01,2025-03-31
S00498,C01498,P2,ACTIVE,2025-03-01,2025-03-31
S00499,C01499,P4,ACTIVE,2025-03-01,2025-03-31
S00500,C01500,P2,ACTIVE,2025-03-01,2025-03-31
S00501,C01501,P1,ACTIVE,2025-03-01,2025-03-31
S00502,C01502,P3,ACTIVE,2025-03-01,2025-03-31
S00503,C01503,P1,ACTIVE,2025-03-01,2025-03-31
S00504,C01504,P2,ACTIVE,2025-03-01,2025-03-31
S00505,C01505,P2,ACTIVE,2025-03-01,2025-03-31
S00506,C01506,P2,ACTIVE,2025-03-01,2025-03-31
S00507,C01507,P2,ACTIVE,2025-03-01,2025-03-31
S00508,C01508,P2,ACTIVE,2025-03-01,2025-03-31
S00509,C01509,P2,ACTIVE,2025-03-01,2025-03-31
S00510,C01510,P2,SUSPENDED,2025-03-01,2025-03-31
S00511,C01511,P1,ACTIVE,2025-03-01,2025-03-31
S00512,C01512,P2,ACTIVE,2025-03-01,2025-03-31
S00513,C01513,P2,ACTIVE,2025-03-01,2025-03-31
S00514,C01514,P2,ACTIVE,2025-03-01,2025-03-31
S00515,C01515,P1,ACTIVE,2025-03-01,2025-03-31
S00516,C01516,P1,ACTIVE,2025-03-01,2025-03-31
S00517,C01517,P1,ACTIVE,2025-03-01,2025-03-31
S00518,C01518,P2,ACTIVE,2025-03-01,2025-03-31
S00519,C01519,P2,ACTIVE,2025-03-01,2025-03-31
S00520,C01520,P4,ACTIVE,2025-03-01,2025-03-31
S00521,C01521,P2,SUSPENDED,2025-03-01,2025-03-31
S00522,C01522,P2,ACTIVE,2025-03-01,2025-03-31
S00523,C01523,P1,ACTIVE,2025-03-01,2025-03-31
S00524,C01524,P1,ACTIVE,2025-03-01,2025-03-31
S00525,C01525,P2,SUSPENDED,2025-03-01,2025-03-31
S00526,C01526,P3,SUSPENDED,2025-03-01,2025-03-31
S00527,C01527,P2,ACTIVE,2025-03-01,2025-03-31
S00528,C01528,P2,ACTIVE,2025-03-01,2025-03-31
S00529,C01529,P4,ACTIVE,2025-03-01,2025-03-31
S00530,C01530,P1,ACTIVE,2025-03-01,2025-03-31
S00531,C01531,P3,ACTIVE,2025-03-01,2025-03-31
S00532,C01532,P3,ACTIVE,2025-03-01,2025-03-31
S00533,C01533,P3,ACTIVE,2025-03-01,2025-03-31
S00534,C01534,P1,ACTIVE,2025-03-01,2025-03-31
S00535,C01535,P1,ACTIVE,2025-03-01,2025-03-31
S00536,C01536,P1,SUSPENDED,2025-03-01,2025-03-31
S00537,C01537,P2,ACTIVE,2025-03-01,2025-03-31
S00538,C01538,P2,ACTIVE,2025-03-01,2025-03-31
S00539,C01539,P1,ACTIVE,2025-03-01,2025-03-31
S00540,C01540,P1,ACTIVE,2025-03-01,2025-03-31
S00541,C01541,P1,ACTIVE,2025-03-01,2025-03-31
S00542,C01542,P2,ACTIVE,2025-03-01,2025-03-31
S00543,C01543,P4,ACTIVE,2025-03-01,2025-03-31
S00544,C01544,P3,ACTIVE,2025-03-01,2025-03-31
S00545,C01545,P2,ACTIVE,2025-03-01,2025-03-31
S00546,C01546,P1,ACTIVE,2025-03-01,2025-03-31
S00547,C01547,P3,ACTIVE,2025-03-01,2025-03-31
S00548,C01548,P1,ACTIVE,2025-03-01,2025-03-31
S00549,C01549,P3,ACTIVE,2025-03-01,2025-03-31
S00550,C01550,P2,ACTIVE,2025-03-01,2025-03-31
S00551,C01551,P1,ACTIVE,2025-03-01,2025-03-31
S00552,C01552,P2,ACTIVE,2025-03-01,2025-03-31
S00553,C01553,P2,ACTIVE,2025-03-01,2025-03-31
S00554,C01554,P3,ACTIVE,2025-03-01,2025-03-31
S00555,C01555,P4,ACTIVE,2025-03-01,2025-03-31
S00556,C01556,P1,ACTIVE,2025-03-01,2025-03-31
S00557,C01557,P2,ACTIVE,2025-03-01,2025-03-31
S00558,C01558,P1,ACTIVE,2025-03-01,2025-03-31
S00559,C01559,P2,ACTIVE,2025-03-01,2025-03-31
S00560,C01560,P2,ACTIVE,2025-03-01,2025-03-31
S00561,C01561,P4,ACTIVE,2025-03-01,2025-03-31
S00562,C01562,P1,ACTIVE,2025-03-01,2025-03-31
S00563,C01563,P2,ACTIVE,2025-03-01,2025-03-31
S00564,C01564,P2,ACTIVE,2025-03-01,2025-03-31
S00565,C01565,P1,ACTIVE,2025-03-01,2025-03-31
S00566,C01566,P1,ACTIVE,2025-03-01,2025-03-31
S00567,C01567,P1,ACTIVE,2025-03-01,2025-03-31
S00568,C01568,P3,ACTIVE,2025-03-01,2025-03-31
S00569,C01569,P1,CANCELLED,2025-03-01,2025-03-31
S00570,C01570,P2,ACTIVE,2025-03-01,2025-03-31
S00571,C01571,P3,ACTIVE,2025-03-01,2025-03-31
S00572,C01572,P3,SUSPENDED,2025-03-01,2025-03-31
S00573,C01573,P1,ACTIVE,2025-03-01,2025-03-31
S00574,C01574,P4,ACTIVE,2025-03-01,2025-03-31
S00575,C01575,P2,ACTIVE,2025-03-01,2025-03-31
S00576,C01576,P2,ACTIVE,2025-03-01,2025-03-31
S00577,C01577,P1,ACTIVE,2025-03-01,2025-03-31
S00578,C01578,P4,ACTIVE,2025-03-01,2025-03-31
S00579,C01579,P2,ACTIVE,2025-03-01,2025-03-31
S00580,C01580,P2,ACTIVE,2025-03-01,2025-03-31
S00581,C01581,P4,ACTIVE,2025-03-01,2025-03-31
S00582,C01582,P1,ACTIVE,2025-03-01,2025-03-31
S00583,C01583,P1,SUSPENDED,2025-03-01,2025-03-31
S00584,C01584,P2,ACTIVE,2025-03-01,2025-03-31
S00585,C01585,P1,ACTIVE,2025-03-01,2025-03-31
S00586,C01586,P2,ACTIVE,2025-03-01,2025-03-31
S00587,C01587,P4,ACTIVE,2025-03-01,2025-03-31
S00588,C01588,P1,ACTIVE,2025-03-01,2025-03-31
S00589,C01589,P1,ACTIVE,2025-03-01,2025-03-31
S00590,C01590,P1,ACTIVE,2025-03-01,2025-03-31
S00591,C01591,P1,ACTIVE,2025-03-01,2025-03-31
S00592,C01592,P1,ACTIVE,2025-03-01,2025-03-31
S00593,C01593,P1,CANCELLED,2025-03-01,2025-03-31
S00594,C01594,P1,ACTIVE,2025-03-01,2025-03-31
S00595,C01595,P4,ACTIVE,2025-03-01,2025-03-31
S00596,C01596,P1,SUSPENDED,2025-03-01,2025-03-31
S00597,C01597,P1,ACTIVE,2025-03-01,2025-03-31
S00598,C01598,P1,ACTIVE,2025-03-01,2025-03-31
S00599,C01599,P3,ACTIVE,2025-03-01,2025-03-31
S00600,C01600,P2,ACTIVE,2025-03-01,2025-03-31
S00601,C01601,P2,ACTIVE,2025-03-01,2025-03-31
S00602,C01602,P1,ACTIVE,2025-03-01,2025-03-31
S00603,C01603,P3,SUSPENDED,2025-03-01,2025-03-31
S00604,C01604,P3,SUSPENDED,2025-03-01,2025-03-31
S00605,C01605,P2,ACTIVE,2025-03-01,2025-03-31
S00606,C01606,P1,ACTIVE,2025-03-01,2025-03-31
S00607,C01607,P1,ACTIVE,2025-03-01,2025-03-31
S00608,C01608,P3,ACTIVE,2025-03-01,2025-03-31
S00609,C01609,P2,ACTIVE,2025-03-01,2025-03-31
S00610,C01610,P1,ACTIVE,2025-03-01,2025-03-31
S00611,C01611,P1,ACTIVE,2025-03-01,2025-03-31
S00612,C01612,P2,ACTIVE,2025-03-01,2025-03-31
S00613,C01613,P3,ACTIVE,2025-03-01,2025-03-31
S00614,C01614,P3,ACTIVE,2025-03-01,2025-03-31
S00615,C01615,P1,ACTIVE,2025-03-01,2025-03-31
S00616,C01616,P1,ACTIVE,2025-03-01,2025-03-31
S00617,C01617,P2,ACTIVE,2025-03-01,2025-03-31
S00618,C01618,P1,ACTIVE,2025-03-01,2025-03-31
S00619,C01619,P1,ACTIVE,2025-03-01,2025-03-31
S00620,C01620,P1,ACTIVE,2025-03-01,2025-03-31
S00621,C01621,P1,ACTIVE,2025-03-01,2025-03-31
S00622,C01622,P2,ACTIVE,2025-03-01,2025-03-31
S00623,C01623,P1,ACTIVE,2025-03-01,2025-03-31
S00624,C01624,P2,ACTIVE,2025-03-01,2025-03-31
S00625,C01625,P3,ACTIVE,2025-03-01,2025-03-31
S00626,C01626,P1,SUSPENDED,2025-03-01,2025-03-31
S00627,C01627,P2,ACTIVE,2025-03-01,2025-03-31
S00628,C01628,P1,ACTIVE,2025-03-01,2025-03-31
S00629,C01629,P1,CANCELLED,2025-03-01,2025-03-31
S00630,C01630,P1,ACTIVE,2025-03-01,2025-03-31
S00631,C01631,P2,ACTIVE,2025-03-01,2025-03-31
S00632,C01632,P1,ACTIVE,2025-03-01,2025-03-31
S00633,C01633,P1,CANCELLED,2025-03-01,2025-03-31
S00634,C01634,P2,ACTIVE,2025-03-01,2025-03-31
S00635,C01635,P2,ACTIVE,2025-03-01,2025-03-31
S00636,C01636,P2,ACTIVE,2025-03-01,2025-03-31
S00637,C01637,P2,ACTIVE,2025-03-01,2025-03-31
S00638,C01638,P3,CANCELLED,2025-03-01,2025-03-31
S00639,C01639,P3,ACTIVE,2025-03-01,2025-03-31
S00640,C01640,P3,ACTIVE,2025-03-01,2025-03-31
S00641,C01641,P1,ACTIVE,2025-03-01,2025-03-31
S00642,C01642,P1,ACTIVE,2025-03-01,2025-03-31
S00643,C01643,P1,ACTIVE,2025-03-01,2025-03-31
S00644,C01644,P1,ACTIVE,2025-03-01,2025-03-31
S00645,C01645,P1,ACTIVE,2025-03-01,2025-03-31
S00646,C01646,P2,ACTIVE,2025-03-01,2025-03-31
S00647,C01647,P2,ACTIVE,2025-03-01,2025-03-31
S00648,C01648,P1,ACTIVE,2025-03-01,2025-03-31
S00649,C01649,P1,CANCELLED,2025-03-01,2025-03-31
S00650,C01650,P2,SUSPENDED,2025-03-01,2025-03-31
S00651,C01651,P4,ACTIVE,2025-03-01,2025-03-31
S00652,C01652,P1,ACTIVE,2025-03-01,2025-03-31
S00653,C01653,P4,CANCELLED,2025-03-01,2025-03-31
S00654,C01654,P1,ACTIVE,2025-03-01,2025-03-31
S00655,C01655,P4,ACTIVE,2025-03-01,2025-03-31
S00656,C01656,P2,ACTIVE,2025-03-01,2025-03-31
S00657,C01657,P4,ACTIVE,2025-03-01,2025-03-31
S00658,C01658,P2,ACTIVE,2025-03-01,2025-03-31
S00659,C01659,P1,ACTIVE,2025-03-01,2025-03-31
S00660,C01660,P1,ACTIVE,2025-03-01,2025-03-31
S00661,C01661,P2,ACTIVE,2025-03-01,2025-03-31
S00662,C01662,P1,ACTIVE,2025-03-01,2025-03-31
S00663,C01663,P1,ACTIVE,2025-03-01,2025-03-31
S00664,C01664,P1,ACTIVE,2025-03-01,2025-03-31
S00665,C01665,P2,ACTIVE,2025-03-01,2025-03-31
S00666,C01666,P2,ACTIVE,2025-03-01,2025-03-31
S00667,C01667,P2,ACTIVE,2025-03-01,2025-03-31
S00668,C01668,P3,ACTIVE,2025-03-01,2025-03-31
S00669,C01669,P1,CANCELLED,2025-03-01,2025-03-31
S00670,C01670,P2,ACTIVE,2025-03-01,2025-03-31
S00671,C01671,P1,ACTIVE,2025-03-01,2025-03-31
S00672,C01672,P1,ACTIVE,2025-03-01,2025-03-31
S00673,C01673,P1,ACTIVE,2025-03-01,2025-03-31
S00674,C01674,P1,ACTIVE,2025-03-01,2025-03-31
S00675,C01675,P1,ACTIVE,2025-03-01,2025-03-31
S00676,C01676,P3,SUSPENDED,2025-03-01,2025-03-31
S00677,C01677,P1,ACTIVE,2025-03-01,2025-03-31
S00678,C01678,P2,ACTIVE,2025-03-01,2025-03-31
S00679,C01679,P1,SUSPENDED,2025-03-01,2025-03-31
S00680,C01680,P2,ACTIVE,2025-03-01,2025-03-31
S00681,C01681,P1,ACTIVE,2025-03-01,2025-03-31
S00682,C01682,P2,ACTIVE,2025-03-01,2025-03-31
S00683,C01683,P2,SUSPENDED,2025-03-01,2025-03-31
S00684,C01684,P1,ACTIVE,2025-03-01,2025-03-31
S00685,C01685,P3,ACTIVE,2025-03-01,2025-03-31
S00686,C01686,P4,SUSPENDED,2025-03-01,2025-03-31
S00687,C01687,P2,ACTIVE,2025-03-01,2025-03-31
S00688,C01688,P2,ACTIVE,2025-03-01,2025-03-31
S00689,C01689,P4,ACTIVE,2025-03-01,2025-03-31
S00690,C01690,P2,ACTIVE,2025-03-01,2025-03-31
S00691,C01691,P4,ACTIVE,2025-03-01,2025-03-31
S00692,C01692,P2,SUSPENDED,2025-03-01,2025-03-31
S00693,C01693,P1,ACTIVE,2025-03-01,2025-03-31
S00694,C01694,P1,ACTIVE,2025-03-01,2025-03-31
S00695,C01695,P1,ACTIVE,2025-03-01,2025-03-31
S00696,C01696,P1,CANCELLED,2025-03-01,2025-03-31
S00697,C01697,P1,ACTIVE,2025-03-01,2025-03-31
S00698,C01698,P2,ACTIVE,2025-03-01,2025-03-31
S00699,C01699,P2,ACTIVE,2025-03-01,2025-03-31
S00700,C01700,P1,ACTIVE,2025-03-01,2025-03-31
S00701,C01701,P2,SUSPENDED,2025-03-01,2025-03-31
S00702,C01702,P3,ACTIVE,2025-03-01,2025-03-31
S00703,C01703,P3,ACTIVE,2025-03-01,2025-03-31
S00704,C01704,P1,ACTIVE,2025-03-01,2025-03-31
S00705,C01705,P2,SUSPENDED,2025-03-01,2025-03-31
S00706,C01706,P2,ACTIVE,2025-03-01,2025-03-31
S00707,C01707,P3,ACTIVE,2025-03-01,2025-03-31
S00708,C01708,P1,SUSPENDED,2025-03-01,2025-03-31
S00709,C01709,P1,ACTIVE,2025-03-01,2025-03-31
S00710,C01710,P1,ACTIVE,2025-03-01,2025-03-31
S00711,C01711,P3,ACTIVE,2025-03-01,2025-03-31
S00712,C01712,P2,ACTIVE,2025-03-01,2025-03-31
S00713,C01713,P1,ACTIVE,2025-03-01,2025-03-31
S00714,C01714,P2,ACTIVE,2025-03-01,2025-03-31
S00715,C01715,P1,ACTIVE,2025-03-01,2025-03-31
S00716,C01716,P2,ACTIVE,2025-03-01,2025-03-31
S00717,C01717,P2,ACTIVE,2025-03-01,2025-03-31
S00718,C01718,P3,ACTIVE,2025-03-01,2025-03-31
S00719,C01719,P1,ACTIVE,2025-03-01,2025-03-31
S00720,C01720,P3,ACTIVE,2025-03-01,2025-03-31
S00721,C01721,P2,ACTIVE,2025-03-01,2025-03-31
S00722,C01722,P2,ACTIVE,2025-03-01,2025-03-31
S00723,C01723,P2,SUSPENDED,2025-03-01,2025-03-31
S00724,C01724,P1,ACTIVE,2025-03-01,2025-03-31
S00725,C01725,P2,ACTIVE,2025-03-01,2025-03-31
S00726,C01726,P1,ACTIVE,2025-03-01,2025-03-31
S00727,C01727,P3,ACTIVE,2025-03-01,2025-03-31
S00728,C01728,P1,ACTIVE,2025-03-01,2025-03-31
S00729,C01729,P1,ACTIVE,2025-03-01,2025-03-31
S00730,C01730,P4,ACTIVE,2025-03-01,2025-03-31
S00731,C01731,P2,ACTIVE,2025-03-01,2025-03-31
S00732,C01732,P2,ACTIVE,2025-03-01,2025-03-31
S00733,C01733,P3,CANCELLED,2025-03-01,2025-03-31
S00734,C01734,P2,ACTIVE,2025-03-01,2025-03-31
S00735,C01735,P1,ACTIVE,2025-03-01,2025-03-31
S00736,C01736,P2,CANCELLED,2025-03-01,2025-03-31
S00737,C01737,P1,ACTIVE,2025-03-01,2025-03-31
S00738,C01738,P2,ACTIVE,2025-03-01,2025-03-31
S00739,C01739,P1,SUSPENDED,2025-03-01,2025-03-31
S00740,C01740,P3,ACTIVE,2025-03-01,2025-03-31
S00741,C01741,P1,CANCELLED,2025-03-01,2025-03-31
S00742,C01742,P2,ACTIVE,2025-03-01,2025-03-31
S00743,C01743,P1,ACTIVE,2025-03-01,2025-03-31
S00744,C01744,P2,ACTIVE,2025-03-01,2025-03-31
S00745,C01745,P2,CANCELLED,2025-03-01,2025-03-31
S00746,C01746,P2,ACTIVE,2025-03-01,2025-03-31
S00747,C01747,P2,ACTIVE,2025-03-01,2025-03-31
S00748,C01748,P2,ACTIVE,2025-03-01,2025-03-31
S00749,C01749,P1,CANCELLED,2025-03-01,2025-03-31
S00750,C01750,P4,ACTIVE,2025-03-01,2025-03-31
S00751,C01751,P4,ACTIVE,2025-03-01,2025-03-31
S00752,C01752,P2,ACTIVE,2025-03-01,2025-03-31
S00753,C01753,P1,ACTIVE,2025-03-01,2025-03-31
S00754,C01754,P4,ACTIVE,2025-03-01,2025-03-31
S00755,C01755,P1,ACTIVE,2025-03-01,2025-03-31
S00756,C01756,P2,ACTIVE,2025-03-01,2025-03-31
S00757,C01757,P1,ACTIVE,2025-03-01,2025-03-31
S00758,C01758,P2,ACTIVE,2025-03-01,2025-03-31
S00759,C01759,P1,SUSPENDED,2025-03-01,2025-03-31
S00760,C01760,P3,ACTIVE,2025-03-01,2025-03-31
S00761,C01761,P1,ACTIVE,2025-03-01,2025-03-31
S00762,C01762,P2,ACTIVE,2025-03-01,2025-03-31
S00763,C01763,P1,ACTIVE,2025-03-01,2025-03-31
S00764,C01764,P1,ACTIVE,2025-03-01,2025-03-31
S00765,C01765,P3,ACTIVE,2025-03-01,2025-03-31
S00766,C01766,P4,ACTIVE,2025-03-01,2025-03-31
S00767,C01767,P1,ACTIVE,2025-03-01,2025-03-31
S00768,C01768,P1,SUSPENDED,2025-03-01,2025-03-31
S00769,C01769,P2,ACTIVE,2025-03-01,2025-03-31
S00770,C01770,P3,ACTIVE,2025-03-01,2025-03-31
S00771,C01771,P2,SUSPENDED,2025-03-01,2025-03-31
S00772,C01772,P1,SUSPENDED,2025-03-01,2025-03-31
S00773,C01773,P4,CANCELLED,2025-03-01,2025-03-31
S00774,C01774,P2,ACTIVE,2025-03-01,2025-03-31
S00775,C01775,P1,ACTIVE,2025-03-01,2025-03-31
S00776,C01776,P1,SUSPENDED,2025-03-01,2025-03-31
S00777,C01777,P2,ACTIVE,2025-03-01,2025-03-31
S00778,C01778,P3,ACTIVE,2025-03-01,2025-03-31
S00779,C01779,P2,ACTIVE,2025-03-01,2025-03-31
S00780,C01780,P1,ACTIVE,2025-03-01,2025-03-31
S00781,C01781,P1,ACTIVE,2025-03-01,2025-03-31
S00782,C01782,P3,ACTIVE,2025-03-01,2025-03-31
S00783,C01783,P1,ACTIVE,2025-03-01,2025-03-31
S00784,C01784,P2,ACTIVE,2025-03-01,2025-03-31
S00785,C01785,P1,ACTIVE,2025-03-01,2025-03-31
S00786,C01786,P1,ACTIVE,2025-03-01,2025-03-31
S00787,C01787,P1,ACTIVE,2025-03-01,2025-03-31
S00788,C01788,P1,ACTIVE,2025-03-01,2025-03-31
S00789,C01789,P1,ACTIVE,2025-03-01,2025-03-31
S00790,C01790,P1,ACTIVE,2025-03-01,2025-03-31
S00791,C01791,P2,ACTIVE,2025-03-01,2025-03-31
S00792,C01792,P3,ACTIVE,2025-03-01,2025-03-31
S00793,C01793,P2,ACTIVE,2025-03-01,2025-03-31
S00794,C01794,P3,ACTIVE,2025-03-01,2025-03-31
S00795,C01795,P4,CANCELLED,2025-03-01,2025-03-31
S00796,C01796,P3,ACTIVE,2025-03-01,2025-03-31
S00797,C01797,P1,ACTIVE,2025-03-01,2025-03-31
S00798,C01798,P3,ACTIVE,2025-03-01,2025-03-31
S00799,C01799,P1,ACTIVE,2025-03-01,2025-03-31
S00800,C01800,P3,ACTIVE,2025-03-01,2025-03-31
S00801,C01801,P1,ACTIVE,2025-03-01,2025-03-31
S00802,C01802,P2,ACTIVE,2025-03-01,2025-03-31
S00803,C01803,P1,ACTIVE,2025-03-01,2025-03-31
S00804,C01804,P2,ACTIVE,2025-03-01,2025-03-31
S00805,C01805,P3,ACTIVE,2025-03-01,2025-03-31
S00806,C01806,P3,ACTIVE,2025-03-01,2025-03-31
S00807,C01807,P4,ACTIVE,2025-03-01,2025-03-31
S00808,C01808,P3,ACTIVE,2025-03-01,2025-03-31
S00809,C01809,P2,ACTIVE,2025-03-01,2025-03-31
S00810,C01810,P4,ACTIVE,2025-03-01,2025-03-31
S00811,C01811,P2,ACTIVE,2025-03-01,2025-03-31
S00812,C01812,P2,ACTIVE,2025-03-01,2025-03-31
S00813,C01813,P1,ACTIVE,2025-03-01,2025-03-31
S00814,C01814,P1,ACTIVE,2025-03-01,2025-03-31
S00815,C01815,P2,ACTIVE,2025-03-01,2025-03-31
S00816,C01816,P1,ACTIVE,2025-03-01,2025-03-31
S00817,C01817,P1,ACTIVE,2025-03-01,2025-03-31
S00818,C01818,P1,ACTIVE,2025-03-01,2025-03-31
S00819,C01819,P1,ACTIVE,2025-03-01,2025-03-31
S00820,C01820,P1,ACTIVE,2025-03-01,2025-03-31
S00821,C01821,P2,ACTIVE,2025-03-01,2025-03-31
S00822,C01822,P2,ACTIVE,2025-03-01,2025-03-31
S00823,C01823,P1,CANCELLED,2025-03-01,2025-03-31
S00824,C01824,P1,ACTIVE,2025-03-01,2025-03-31
S00825,C01825,P1,ACTIVE,2025-03-01,2025-03-31
S00826,C01826,P3,ACTIVE,2025-03-01,2025-03-31
S00827,C01827,P1,ACTIVE,2025-03-01,2025-03-31
S00828,C01828,P2,SUSPENDED,2025-03-01,2025-03-31
S00829,C01829,P1,ACTIVE,2025-03-01,2025-03-31
S00830,C01830,P1,ACTIVE,2025-03-01,2025-03-31
S00831,C01831,P1,ACTIVE,2025-03-01,2025-03-31
S00832,C01832,P4,ACTIVE,2025-03-01,2025-03-31
S00833,C01833,P3,ACTIVE,2025-03-01,2025-03-31
S00834,C01834,P1,ACTIVE,2025-03-01,2025-03-31
S00835,C01835,P1,ACTIVE,2025-03-01,2025-03-31
S00836,C01836,P2,ACTIVE,2025-03-01,2025-03-31
S00837,C01837,P2,ACTIVE,2025-03-01,2025-03-31
S00838,C01838,P1,ACTIVE,2025-03-01,2025-03-31
S00839,C01839,P1,ACTIVE,2025-03-01,2025-03-31
S00840,C01840,P1,ACTIVE,2025-03-01,2025-03-31
S00841,C01841,P2,ACTIVE,2025-03-01,2025-03-31
S00842,C01842,P2,ACTIVE,2025-03-01,2025-03-31
S00843,C01843,P1,ACTIVE,2025-03-01,2025-03-31
S00844,C01844,P3,SUSPENDED,2025-03-01,2025-03-31
S00845,C01845,P3,ACTIVE,2025-03-01,2025-03-31
S00846,C01846,P4,SUSPENDED,2025-03-01,2025-03-31
S00847,C01847,P2,ACTIVE,2025-03-01,2025-03-31
S00848,C01848,P2,ACTIVE,2025-03-01,2025-03-31
S00849,C01849,P2,ACTIVE,2025-03-01,2025-03-31
S00850,C01850,P4,ACTIVE,2025-03-01,2025-03-31
S00851,C01851,P1,ACTIVE,2025-03-01,2025-03-31
S00852,C01852,P2,ACTIVE,2025-03-01,2025-03-31
S00853,C01853,P2,ACTIVE,2025-03-01,2025-03-31
S00854,C01854,P2,ACTIVE,2025-03-01,2025-03-31
S00855,C01855,P1,ACTIVE,2025-03-01,2025-03-31
S00856,C01856,P2,ACTIVE,2025-03-01,2025-03-31
S00857,C01857,P1,ACTIVE,2025-03-01,2025-03-31
S00858,C01858,P2,ACTIVE,2025-03-01,2025-03-31
S00859,C01859,P1,ACTIVE,2025-03-01,2025-03-31
S00860,C01860,P2,ACTIVE,2025-03-01,2025-03-31
S00861,C01861,P1,ACTIVE,2025-03-01,2025-03-31
S00862,C01862,P2,CANCELLED,2025-03-01,2025-03-31
S00863,C01863,P3,ACTIVE,2025-03-01,2025-03-31
S00864,C01864,P2,ACTIVE,2025-03-01,2025-03-31
S00865,C01865,P2,SUSPENDED,2025-03-01,2025-03-31
S00866,C01866,P2,ACTIVE,2025-03-01,2025-03-31
S00867,C01867,P3,ACTIVE,2025-03-01,2025-03-31
S00868,C01868,P1,ACTIVE,2025-03-01,2025-03-31
S00869,C01869,P2,ACTIVE,2025-03-01,2025-03-31
