subscription_id	call_id	duration_sec	ts
S01714	V0038412	1576	2025-03-23T03:26:00Z
S00571	V0012770	137	2025-03-26T22:14:00Z
S01219	V0027097	1104	2025-03-04T16:30:00Z
S01384	V0031136	1062	2025-03-17T20:07:00Z
S01106	Y0006028	503	2025-02-20T12:22:00Z
S00317	V0007121	1049	2025-03-12T10:25:00Z
S01180	V0026264	120	2025-03-16T15:37:00Z
S01194	V0026557	310	2025-03-02T23:26:00Z
S01231	V0027376	105	2025-03-27T22:59:00Z
S00945	Y0005127	193	2025-04-01T17:05:00Z
S00550	V0012249	1322	2025-03-24T07:39:00Z
S01554	V0035043	807	2025-03-11T05:50:00Z
S01301	Y0007088	957	2025-04-02T20:17:00Z
S00867	Y0004721	808	2025-02-28T15:46:00Z
S01613	V0036213	1321	2025-03-20T21:43:00Z
S00639	V0014149	610	2025-03-15T00:51:00Z
S01632	V0036646	398	2025-03-10T00:35:00Z
S01684	Y0009227	1521	2025-02-20T20:19:00Z
S00429	Y0002339	1463	2025-04-05T22:51:00Z
S00310	Y0001651	1303	2025-02-22T03:49:00Z
S00165	V0003700	392	2025-03-28T07:48:00Z
S00685	V0015124	527	2025-03-16T12:49:00Z
S01687	V0037850	123	2025-03-17T22:56:00Z
S00211	V0004732	1487	2025-03-24T08:07:00Z
S00047	Y0000248	1056	2025-04-04T04:54:00Z
S00404	V0009022	834	2025-03-03T11:58:00Z
S01683	V0037756	425	2025-03-01T10:22:00Z
S01503	Y0008188	587	2025-04-02T14:38:00Z
S01083	V0024077	1463	2025-03-26T04:43:00Z
S01654	V0037083	680	2025-03-08T23:56:00Z
S00060	V0001386	1647	2025-03-20T15:22:00Z
S00838	V0018412	191	2025-03-09T08:05:00Z
S00900	V0019746	1143	2025-03-27T15:02:00Z
S00692	Y0003755	305	2025-02-27T20:01:00Z
S01734	V0038876	1055	2025-03-21T14:50:00Z
S00960	Y0005220	327	2025-02-24T01:02:00Z
S00514	V0011409	730	2025-03-14T03:49:00Z
S00884	V0019359	165	2025-03-26T18:36:00Z
S01172	V0026107	284	2025-03-23T16:30:00Z
S00491	V0010954	1330	2025-03-18T14:28:00Z
S01158	V0025685	671	2025-03-18T11:44:00Z
S01176	V0026191	505	2025-03-08T12:26:00Z
S01191	V0026492	762	2025-03-18T23:46:00Z
S00251	V0005696	43	2025-03-05T18:14:00Z
S01691	V0037957	783	2025-03-17T06:55:00Z
S01504	V0033898	492	2025-03-27T23:07:00Z
S00805	V0017728	1241	2025-03-01T19:24:00Z
S00363	V0008256	216	2025-03-12T12:19:00Z
S00863	V0018954	1578	2025-03-25T21:01:00Z
S00185	V0004125	1491	2025-03-28T09:14:00Z
S00047	V0001077	21	2025-03-09T04:37:00Z
S00867	V0019015	712	2025-03-12T10:19:00Z
S00483	V0010722	1506	2025-03-12T01:04:00Z
S01548	V0034856	1211	2025-03-22T05:27:00Z
S00958	V0021112	1511	2025-03-23T01:59:00Z
S00479	V0010640	72	2025-03-23T04:48:00Z
S01617	V0036322	944	2025-03-19T09:12:00Z
S01308	Y0007128	818	2025-02-20T01:54:00Z
S01807	V0040553	1605	2025-03-20T05:59:00Z
S00288	V0006462	303	2025-03-10T09:40:00Z
S00102	V0002354	1520	2025-03-17T22:56:00Z
S01298	V0029061	182	2025-03-28T04:20:00Z
S01760	V0039486	343	2025-03-17T16:27:00Z
S01959	V0043944	1523	2025-03-09T01:01:00Z
S00013	V0000372	1499	2025-03-09T14:10:00Z
S01588	V0035708	533	2025-03-03T09:15:00Z
S00724	V0015963	1051	2025-03-15T06:31:00Z
S00407	V0009085	1756	2025-03-08T02:20:00Z
S01254	Y0006844	1552	2025-02-21T06:00:00Z
S01142	Y0006224	1008	2025-04-01T05:30:00Z
S00581	V0012950	1207	2025-03-26T16:11:00Z
S01239	V0027520	1072	2025-03-09T19:43:00Z
S01058	V0023515	934	2025-03-24T07:59:00Z
S01704	Y0009338	1622	2025-02-28T04:53:00Z
S00235	V0005316	384	2025-03-14T22:34:00Z
S00347	Y0001861	248	2025-04-03T01:26:00Z
S00506	Y0002761	497	2025-02-24T12:35:00Z
S00597	V0013317	1365	2025-03-21T00:54:00Z
S01295	Y0007054	1179	2025-02-24T11:29:00Z
S01097	V0024333	698	2025-03-28T14:22:00Z
S01891	V0042464	1043	2025-03-16T13:46:00Z
S01462	V0032991	1255	2025-03-25T08:28:00Z
S01232	Y0006716	535	2025-02-27T23:28:00Z
S00968	V0021352	1122	2025-03-10T13:34:00Z
S01225	V0027234	322	2025-03-25T03:06:00Z
S00601	V0013402	301	2025-03-09T09:49:00Z
S01159	V0025721	498	2025-03-15T14:40:00Z
S01994	Y0010869	294	2025-04-05T03:57:00Z
S00088	V0002089	1765	2025-03-05T06:17:00Z
S01780	V0039949	394	2025-03-16T21:19:00Z
S00075	V0001787	457	2025-03-15T11:16:00Z
S01012	V0022371	1046	2025-03-11T03:45:00Z
S01273	V0028382	806	2025-03-06T19:38:00Z
S00980	V0021588	667	2025-03-27T07:15:00Z
S01715	Y0009403	638	2025-04-05T20:22:00Z
S01044	V0023106	1195	2025-03-05T11:30:00Z
S01325	V0029732	99	2025-03-23T21:17:00Z
S01750	V0039247	216	2025-03-09T01:33:00Z
S01552	V0034980	1442	2025-03-24T02:42:00Z
S01184	V0026342	249	2025-03-02T03:57:00Z
S01334	V0029924	1145	2025-03-21T19:46:00Z
S00409	V0009139	1666	2025-03-25T03:04:00Z
S01146	Y0006241	120	2025-02-25T00:23:00Z
S00936	V0020583	689	2025-03-14T09:37:00Z
S01520	Y0008284	1152	2025-02-23T07:23:00Z
S00498	V0011105	1027	2025-03-07T12:44:00Z
S00525	V0011714	681	2025-03-28T09:50:00Z
S00839	Y0004584	1579	2025-04-03T02:10:00Z
S01841	V0041251	1238	2025-03-19T13:03:00Z
S00037	V0000852	1431	2025-03-11T19:56:00Z
S00702	V0015511	607	2025-03-03T13:34:00Z
S00795	V0017469	537	2025-03-22T10:44:00Z
S01000	V0022045	626	2025-03-08T20:16:00Z
S01604	V0035996	842	2025-03-09T01:15:00Z
S00956	V0021060	1320	2025-03-26T08:38:00Z
S01191	V0026509	1415	2025-03-11T01:22:00Z
S01823	V0040906	500	2025-03-04T07:20:00Z
S01360	V0030559	1775	2025-03-11T20:45:00Z
S00753	V0016592	425	2025-03-03T17:49:00Z
S00268	Y0001418	1736	2025-04-01T13:22:00Z
S00538	V0011961	1091	2025-03-28T05:59:00Z
S01649	Y0009026	336	2025-04-04T23:37:00Z
S01112	V0024705	42	2025-03-23T08:03:00Z
S00018	V0000485	804	2025-03-06T04:57:00Z
S00316	V0007089	666	2025-03-06T02:33:00Z
S01027	V0022695	1668	2025-03-27T10:31:00Z
S00766	V0016816	823	2025-03-21T01:22:00Z
S00150	V0003353	477	2025-03-16T15:21:00Z
S01137	V0025236	1562	2025-03-08T14:03:00Z
S00710	V0015691	1488	2025-03-11T13:19:00Z
S01810	V0040608	1111	2025-03-17T05:15:00Z
S01479	Y0008057	679	2025-02-20T18:13:00Z
S00571	V0012744	884	2025-03-13T01:42:00Z
S01436	V0032359	1021	2025-03-15T00:09:00Z
S01165	V0025902	455	2025-03-20T12:58:00Z
S00565	V0012609	490	2025-03-22T13:41:00Z
S00335	V0007577	1072	2025-03-03T21:49:00Z
S01573	V0035379	1691	2025-03-22T09:46:00Z
S01799	Y0009838	1273	2025-02-23T00:14:00Z
S00695	Y0003771	1331	2025-02-27T05:16:00Z
S00346	V0007866	1471	2025-03-20T00:03:00Z
S00434	V0009669	632	2025-03-21T21:21:00Z
S01954	V0043805	1633	2025-03-22T00:17:00Z
S00906	Y0004933	866	2025-04-02T02:16:00Z
S01419	V0031985	1543	2025-03-18T02:59:00Z
S00601	V0013385	971	2025-03-23T20:46:00Z
S00572	V0012779	240	2025-03-11T20:14:00Z
S00809	V0017854	1560	2025-03-12T02:27:00Z
S00873	V0019132	876	2025-03-06T01:44:00Z
S01817	V0040771	190	2025-03-16T16:06:00Z
S01295	V0028958	623	2025-03-15T03:26:00Z
S01609	V0036122	909	2025-03-13T11:30:00Z
S01254	Y0006848	1425	2025-04-02T02:54:00Z
S01075	V0023866	981	2025-03-02T18:44:00Z
S01888	V0042424	329	2025-03-12T22:09:00Z
S01642	V0036800	172	2025-03-08T09:47:00Z
S00341	Y0001831	1106	2025-02-24T12:00:00Z
S00697	V0015381	696	2025-03-06T09:57:00Z
S01985	Y0010823	1001	2025-02-28T10:19:00Z
S01767	V0039607	1195	2025-03-19T10:47:00Z
S00965	V0021286	23	2025-03-02T03:56:00Z
S01068	V0023767	155	2025-03-18T05:08:00Z
S00568	V0012679	913	2025-03-08T06:53:00Z
S01269	V0028248	1259	2025-03-10T02:17:00Z
S01625	V0036500	1497	2025-03-09T15:34:00Z
S01385	Y0007553	816	2025-02-25T08:50:00Z
S01392	V0031340	1583	2025-03-01T22:46:00Z
S01152	V0025531	102	2025-03-01T16:02:00Z
S01787	V0040101	216	2025-03-14T06:36:00Z
S01877	V0042159	428	2025-03-07T10:16:00Z
S01048	V0023227	775	2025-03-05T00:17:00Z
S01428	V0032185	910	2025-03-07T12:29:00Z
S00453	Y0002479	178	2025-02-27T03:36:00Z
S00085	V0002014	602	2025-03-22T10:41:00Z
S01089	Y0005944	278	2025-04-05T06:41:00Z
S01473	V0033232	1257	2025-03-03T03:57:00Z
S01903	V0042759	742	2025-03-28T09:21:00Z
S01964	V0044050	1443	2025-03-07T23:17:00Z
S00815	V0017948	403	2025-03-15T19:32:00Z
S00325	V0007324	1417	2025-03-26T04:06:00Z
S01646	V0036891	589	2025-03-27T06:01:00Z
S01978	V0044369	121	2025-03-10T14:41:00Z
S00204	V0004571	631	2025-03-06T14:31:00Z
S00388	V0008716	1751	2025-03-19T23:42:00Z
S00212	Y0001117	1629	2025-04-04T22:06:00Z
S01363	V0030629	24	2025-03-21T21:38:00Z
S00774	V0017044	699	2025-03-13T03:13:00Z
S00724	V0015960	982	2025-03-25T01:47:00Z
S01921	V0043121	1448	2025-03-18T01:45:00Z
S00958	V0021110	1480	2025-03-13T21:37:00Z
S01916	V0043004	69	2025-03-12T15:45:00Z
S01063	Y0005798	566	2025-04-05T04:59:00Z
S01990	V0044623	1020	2025-03-21T14:23:00Z
S00764	V0016769	367	2025-03-19T20:53:00Z
S01438	V0032398	1427	2025-03-14T11:03:00Z
S00507	Y0002766	1023	2025-02-22T17:58:00Z
S01310	V0029412	381	2025-03-26T01:08:00Z
S01459	V0032900	1095	2025-03-20T05:44:00Z
S00968	V0021333	812	2025-03-22T22:52:00Z
S01054	V0023394	849	2025-03-23T05:23:00Z
S01342	V0030142	1028	2025-03-03T20:14:00Z
S01351	V0030350	463	2025-03-14T09:14:00Z
S00815	V0017943	1120	2025-03-07T19:20:00Z
S01693	V0037984	349	2025-03-11T02:15:00Z
S00980	V0021586	211	2025-03-05T16:14:00Z
S01837	Y0010052	1299	2025-02-26T10:48:00Z
S00384	Y0002068	165	2025-04-05T08:48:00Z
S01056	Y0005754	544	2025-02-20T11:47:00Z
S01435	V0032354	899	2025-03-28T06:46:00Z
S00193	V0004393	32	2025-03-14T00:09:00Z
S01663	V0037301	1100	2025-03-04T10:55:00Z
S01501	V0033847	984	2025-03-02T12:57:00Z
S00189	V0004252	62	2025-03-12T19:58:00Z
S00207	V0004631	1254	2025-03-25T01:12:00Z
S00264	V0005930	583	2025-03-08T04:13:00Z
S01056	V0023478	1714	2025-03-06T19:02:00Z
S01005	V0022149	1397	2025-03-23T05:24:00Z
S01995	V0044748	1466	2025-03-13T02:33:00Z
S01412	V0031776	396	2025-03-09T02:33:00Z
S00613	V0013701	77	2025-03-06T19:17:00Z
S01078	Y0005876	729	2025-04-04T12:48:00Z
S01335	Y0007261	939	2025-02-20T12:41:00Z
S00445	V0009921	326	2025-03-20T11:53:00Z
S00331	V0007502	142	2025-03-25T06:22:00Z
S00024	Y0000129	807	2025-02-25T19:17:00Z
S00876	Y0004771	895	2025-02-28T02:55:00Z
S00145	V0003260	980	2025-03-25T05:55:00Z
S01264	V0028128	311	2025-03-21T07:48:00Z
S00132	Y0000679	591	2025-02-22T06:37:00Z
S00441	Y0002411	122	2025-02-24T23:18:00Z
S01013	Y0005525	658	2025-02-27T08:52:00Z
S00969	V0021368	977	2025-03-11T21:23:00Z
S00061	V0001404	108	2025-03-05T08:19:00Z
S01670	Y0009149	25	2025-04-02T02:27:00Z
S01369	V0030792	1377	2025-03-10T19:06:00Z
S01521	V0034236	689	2025-03-23T11:32:00Z
S01069	Y0005825	253	2025-02-24T08:10:00Z
S01235	V0027450	1444	2025-03-01T13:57:00Z
S01434	V0032313	1095	2025-03-20T03:35:00Z
S01701	V0038164	246	2025-03-06T07:29:00Z
S01765	V0039579	994	2025-03-21T14:16:00Z
S00885	V0019407	589	2025-03-01T19:33:00Z
S01238	Y0006747	1755	2025-02-20T14:47:00Z
S01003	Y0005471	694	2025-02-26T11:10:00Z
S00685	V0015137	407	2025-03-28T22:15:00Z
S01953	V0043792	473	2025-03-19T07:13:00Z
S01387	V0031238	615	2025-03-10T21:33:00Z
S00871	Y0004743	1011	2025-02-21T15:24:00Z
S01017	Y0005540	1273	2025-02-27T01:40:00Z
S01919	V0043069	887	2025-03-04T13:19:00Z
S00174	V0003906	871	2025-03-21T04:57:00Z
S00809	V0017850	960	2025-03-16T20:26:00Z
S01331	V0029890	513	2025-03-21T11:24:00Z
S01639	V0036752	1433	2025-03-21T23:59:00Z
S00434	Y0002364	242	2025-04-04T12:13:00Z
S01641	V0036767	729	2025-03-07T10:59:00Z
S00141	V0003175	1043	2025-03-19T20:34:00Z
S01985	V0044487	1603	2025-03-24T12:45:00Z
S00028	Y0000143	1217	2025-02-20T10:11:00Z
S01450	V0032724	932	2025-03-14T23:35:00Z
S01329	V0029829	1458	2025-03-09T12:24:00Z
S00460	V0010216	979	2025-03-11T10:32:00Z
S01825	V0040940	1077	2025-03-06T22:37:00Z
S01495	V0033719	134	2025-03-07T23:20:00Z
S01586	V0035659	1240	2025-03-19T20:59:00Z
S00525	V0011719	1319	2025-03-01T01:24:00Z
S01353	V0030398	1700	2025-03-09T03:04:00Z
S00219	V0004884	1261	2025-03-01T08:07:00Z
S00597	V0013316	1534	2025-03-11T03:13:00Z
S00189	V0004268	1539	2025-03-21T11:14:00Z
S01185	V0026368	610	2025-03-21T00:03:00Z
S00491	V0010969	592	2025-03-25T14:14:00Z
S00371	V0008337	929	2025-03-18T13:07:00Z
S01329	V0029831	1687	2025-03-08T21:15:00Z
S01900	V0042673	862	2025-03-26T22:44:00Z
S01661	V0037246	1617	2025-03-08T13:32:00Z
S01282	V0028589	1206	2025-03-08T00:44:00Z
S01448	V0032688	1318	2025-03-09T13:02:00Z
S01833	V0041110	1259	2025-03-05T04:31:00Z
S01695	V0038036	1704	2025-03-27T15:18:00Z
S01298	V0029067	1700	2025-03-18T02:10:00Z
S01629	Y0008914	546	2025-04-04T13:33:00Z
S01462	V0032972	1320	2025-03-15T00:10:00Z
S00224	V0004996	717	2025-03-16T23:43:00Z
S00587	V0013130	932	2025-03-12T19:18:00Z
S01920	Y0010497	66	2025-04-01T07:56:00Z
S01636	V0036704	1675	2025-03-17T21:39:00Z
S01717	V0038450	658	2025-03-13T22:37:00Z
S00590	Y0003202	387	2025-04-04T06:14:00Z
S01783	Y0009756	71	2025-02-22T18:06:00Z
S01477	V0033323	251	2025-03-24T05:55:00Z
S00843	V0018542	1786	2025-03-27T23:55:00Z
S00269	V0006045	1673	2025-03-10T17:24:00Z
S00192	Y0001012	1740	2025-02-26T07:36:00Z
S00139	V0003128	807	2025-03-15T15:11:00Z
S01175	V0026150	859	2025-03-13T18:31:00Z
S00120	V0002700	1272	2025-03-20T08:02:00Z
S00884	V0019358	191	2025-03-22T09:57:00Z
S00120	Y0000613	1527	2025-04-01T18:30:00Z
S01121	V0024865	1601	2025-03-26T11:51:00Z
S00648	V0014373	1396	2025-03-01T23:05:00Z
S00679	V0015009	1750	2025-03-14T14:24:00Z
S00551	V0012285	1720	2025-03-18T12:02:00Z
S01838	V0041211	1626	2025-03-07T04:49:00Z
S01242	V0027591	1379	2025-03-27T21:25:00Z
S01364	V0030648	345	2025-03-26T08:40:00Z
S00237	V0005374	1477	2025-03-04T05:34:00Z
S00322	V0007238	714	2025-03-05T20:34:00Z
S01799	V0040340	1032	2025-03-06T17:24:00Z
S01409	V0031703	1035	2025-03-07T19:48:00Z
S00010	V0000308	1720	2025-03-22T22:54:00Z
S01427	V0032174	686	2025-03-17T22:53:00Z
S00787	V0017257	1702	2025-03-01T17:24:00Z
S01575	Y0008599	733	2025-02-21T09:12:00Z
S01107	V0024590	538	2025-03-22T13:02:00Z
S01902	Y0010398	761	2025-04-03T10:48:00Z
S00500	V0011139	671	2025-03-24T22:13:00Z
S01165	V0025899	490	2025-03-10T23:18:00Z
S00652	V0014447	315	2025-03-01T18:30:00Z
S00030	V0000646	105	2025-03-09T09:06:00Z
S00019	V0000531	408	2025-03-04T12:30:00Z
S01080	V0024004	227	2025-03-01T19:00:00Z
S01172	V0026104	976	2025-03-13T06:40:00Z
S00856	V0018840	1295	2025-03-11T03:21:00Z
S01293	V0028903	1196	2025-03-08T15:27:00Z
S01990	Y0010845	416	2025-02-23T02:32:00Z
S00792	V0017375	529	2025-03-27T00:31:00Z
S01030	V0022762	981	2025-03-05T11:28:00Z
S00865	Y0004705	1306	2025-04-03T08:51:00Z
S01412	V0031797	1500	2025-03-14T07:25:00Z
S00513	V0011400	747	2025-03-19T23:07:00Z
S00183	V0004072	827	2025-03-28T00:46:00Z
S01907	V0042849	1471	2025-03-15T11:28:00Z
S00675	V0014900	1024	2025-03-22T10:47:00Z
S00174	V0003899	621	2025-03-13T06:55:00Z
S00645	V0014274	377	2025-03-02T16:42:00Z
S01916	V0042998	744	2025-03-22T09:05:00Z
S00899	V0019704	1262	2025-03-15T14:03:00Z
S01943	V0043587	1665	2025-03-13T17:26:00Z
S01538	V0034687	348	2025-03-22T08:07:00Z
S00323	V0007260	788	2025-03-08T09:59:00Z
S01688	Y0009254	630	2025-02-25T19:51:00Z
S01878	V0042186	1678	2025-03-28T16:09:00Z
S00486	Y0002642	752	2025-02-26T07:40:00Z
S00248	V0005624	189	2025-03-17T15:38:00Z
S01044	V0023080	1337	2025-03-18T05:55:00Z
S01129	Y0006154	79	2025-02-28T09:15:00Z
S01227	V0027284	874	2025-03-08T03:28:00Z
S00824	V0018122	409	2025-03-02T10:00:00Z
S01659	V0037204	679	2025-03-25T22:30:00Z
S01219	V0027079	313	2025-03-07T22:31:00Z
S01437	V0032385	447	2025-03-22T11:49:00Z
S00536	V0011906	832	2025-03-05T11:42:00Z
S01580	V0035567	669	2025-03-17T01:35:00Z
S01764	V0039538	534	2025-03-22T08:30:00Z
S00953	Y0005177	1373	2025-02-26T20:43:00Z
S01973	V0044257	26	2025-03-06T12:20:00Z
S01793	V0040235	141	2025-03-11T16:44:00Z
S01350	V0030315	1618	2025-03-05T03:06:00Z
S00313	V0007030	359	2025-03-25T20:20:00Z
S01153	V0025576	730	2025-03-02T07:13:00Z
S01448	V0032660	1296	2025-03-07T00:29:00Z
S01260	Y0006871	457	2025-04-03T08:37:00Z
S00031	V0000681	884	2025-03-20T23:05:00Z
S00823	Y0004484	826	2025-04-01T02:46:00Z
S01191	V0026484	848	2025-03-04T13:15:00Z
S01116	V0024783	884	2025-03-25T18:10:00Z
S01140	V0025292	1758	2025-03-08T04:49:00Z
S01843	V0041289	1766	2025-03-13T08:40:00Z
S00976	V0021501	1427	2025-03-18T21:49:00Z
S01059	Y0005771	833	2025-04-03T02:25:00Z
S00766	V0016815	1618	2025-03-26T07:48:00Z
S00581	V0012960	481	2025-03-11T00:10:00Z
S00052	V0001167	1104	2025-03-11T06:05:00Z
S01768	V0039659	1375	2025-03-17T19:58:00Z
S01265	V0028147	670	2025-03-08T10:40:00Z
S01597	V0035892	626	2025-03-02T13:49:00Z
S01441	V0032466	346	2025-03-20T02:45:00Z
S01991	V0044663	1053	2025-03-27T05:49:00Z
S01091	V0024217	1616	2025-03-02T03:36:00Z
S01053	V0023369	1584	2025-03-03T13:31:00Z
S00823	V0018111	1147	2025-03-01T20:17:00Z
S01986	V0044535	1019	2025-03-03T03:07:00Z
S01283	V0028615	1465	2025-03-14T02:03:00Z
S01807	V0040546	1232	2025-03-20T21:48:00Z
S00819	V0018036	1432	2025-03-08T23:32:00Z
S01792	V0040188	297	2025-03-23T09:12:00Z
S00840	V0018482	1765	2025-03-07T18:31:00Z
S00091	V0002139	575	2025-03-04T03:21:00Z
S00196	V0004417	103	2025-03-18T18:26:00Z
S00111	V0002543	1560	2025-03-26T15:16:00Z
S00043	V0000972	1621	2025-03-11T01:07:00Z
S00460	V0010227	1376	2025-03-19T05:45:00Z
S01419	V0031987	302	2025-03-03T21:46:00Z
S00772	V0016976	196	2025-03-13T21:45:00Z
S00959	V0021137	1780	2025-03-10T20:09:00Z
S01088	V0024194	1204	2025-03-26T22:20:00Z
S00985	Y0005357	1555	2025-04-04T10:24:00Z
S01597	V0035875	1701	2025-03-14T22:59:00Z
S00245	V0005548	323	2025-03-28T09:48:00Z
S01112	V0024700	945	2025-03-28T01:01:00Z
S00524	V0011683	1215	2025-03-01T10:08:00Z
S01883	V0042324	1011	2025-03-13T23:03:00Z
S00039	V0000872	1657	2025-03-25T18:28:00Z
S01179	V0026230	774	2025-03-19T04:24:00Z
S00166	V0003757	274	2025-03-15T03:24:00Z
S01242	V0027592	953	2025-03-14T03:25:00Z
S00479	V0010641	731	2025-03-24T14:23:00Z
S01457	V0032888	1118	2025-03-15T12:56:00Z
S01353	V0030433	474	2025-03-18T03:24:00Z
S00400	V0008938	1437	2025-03-20T13:25:00Z
S01046	V0023146	1491	2025-03-06T10:19:00Z
S00511	V0011362	1037	2025-03-20T22:15:00Z
S01503	Y0008189	667	2025-02-24T09:16:00Z
S00621	V0013848	1472	2025-03-02T19:19:00Z
S01459	V0032896	303	2025-03-14T05:24:00Z
S00949	V0020900	1433	2025-03-28T08:00:00Z
S01927	Y0010533	841	2025-04-04T06:49:00Z
S00065	Y0000346	869	2025-04-05T20:37:00Z
S00585	V0013085	1397	2025-03-18T20:52:00Z
S00836	V0018347	225	2025-03-13T06:10:00Z
S01982	V0044432	1327	2025-03-16T15:48:00Z
S00697	V0015402	798	2025-03-23T12:36:00Z
S01387	V0031232	447	2025-03-22T16:45:00Z
S01508	V0033987	150	2025-03-19T14:33:00Z
S00571	V0012761	554	2025-03-20T16:18:00Z
S00603	V0013441	154	2025-03-21T15:45:00Z
S01366	V0030695	1247	2025-03-22T14:22:00Z
S00114	V0002610	959	2025-03-13T07:05:00Z
S01845	V0041389	1450	2025-03-04T09:26:00Z
S01154	V0025583	1137	2025-03-19T18:04:00Z
S00375	V0008419	1525	2025-03-03T11:26:00Z
S01443	V0032522	424	2025-03-17T21:02:00Z
S00767	V0016823	1638	2025-03-10T01:45:00Z
S01466	V0033075	1380	2025-03-15T15:34:00Z
S01300	V0029118	1116	2025-03-12T06:44:00Z
S00249	V0005652	323	2025-03-27T17:02:00Z
S01962	V0044019	945	2025-03-18T13:06:00Z
S01669	V0037450	1075	2025-03-28T16:20:00Z
S00079	V0001893	47	2025-03-19T10:30:00Z
S00477	V0010569	1463	2025-03-03T02:47:00Z
S00930	V0020426	1638	2025-03-06T17:11:00Z
S00658	V0014558	653	2025-03-27T04:54:00Z
S00631	V0013992	583	2025-03-01T00:15:00Z
S01853	Y0010144	1756	2025-02-24T23:40:00Z
S00687	V0015183	682	2025-03-19T08:52:00Z
S01759	V0039456	672	2025-03-04T05:11:00Z
S01576	V0035459	716	2025-03-23T18:20:00Z
S00336	V0007616	579	2025-03-11T01:19:00Z
S00094	Y0000482	1572	2025-02-28T07:59:00Z
S01622	V0036419	940	2025-03-21T20:27:00Z
S00836	V0018378	292	2025-03-10T14:37:00Z
S01612	V0036197	1055	2025-03-06T23:59:00Z
S00376	V0008467	411	2025-03-20T11:27:00Z
S01977	V0044358	406	2025-03-18T15:35:00Z
S01826	V0040976	963	2025-03-20T05:27:00Z
S00525	V0011692	898	2025-03-20T18:55:00Z
S01104	Y0006016	209	2025-04-04T23:56:00Z
S00993	V0021868	351	2025-03-06T23:42:00Z
S01879	V0042205	591	2025-03-11T06:03:00Z
S01543	V0034772	261	2025-03-22T17:03:00Z
S00312	V0007000	884	2025-03-24T04:56:00Z
S01103	V0024495	1657	2025-03-05T14:28:00Z
S00758	V0016651	56	2025-03-07T06:58:00Z
S01114	Y0006080	31	2025-04-05T10:53:00Z
S01600	V0035911	1082	2025-03-19T16:49:00Z
S00870	V0019061	541	2025-03-26T12:25:00Z
S00423	V0009407	294	2025-03-10T06:54:00Z
S00137	V0003075	100	2025-03-05T00:40:00Z
S01195	Y0006524	1372	2025-04-01T03:16:00Z
S01882	V0042287	739	2025-03-14T12:15:00Z
S01357	V0030520	100	2025-03-04T00:20:00Z
S00409	V0009135	28	2025-03-22T07:36:00Z
S00346	V0007860	1079	2025-03-25T13:28:00Z
S01157	V0025671	1481	2025-03-22T06:09:00Z
S01240	Y0006754	196	2025-04-02T00:23:00Z
S00562	V0012548	181	2025-03-23T21:23:00Z
S00335	V0007571	1797	2025-03-03T05:44:00Z
S01383	V0031124	376	2025-03-06T14:10:00Z
S00312	Y0001670	751	2025-02-23T22:33:00Z
S00431	V0009620	1005	2025-03-14T08:07:00Z
S00798	V0017540	1727	2025-03-16T20:01:00Z
S00483	V0010737	70	2025-03-20T02:43:00Z
S00262	Y0001387	842	2025-02-23T21:49:00Z
S01666	V0037354	610	2025-03-04T09:48:00Z
S01571	Y0008580	236	2025-02-20T21:22:00Z
S00790	V0017332	509	2025-03-02T14:27:00Z
S01344	V0030189	1042	2025-03-15T04:27:00Z
S01046	V0023155	1211	2025-03-18T04:27:00Z
S00929	V0020416	876	2025-03-21T15:57:00Z
S00529	V0011772	406	2025-03-04T14:51:00Z
S01302	V0029198	1209	2025-03-14T04:37:00Z
S00471	V0010477	1629	2025-03-14T14:28:00Z
S00331	V0007506	372	2025-03-13T07:58:00Z
S01898	V0042614	203	2025-03-25T16:34:00Z
S00853	V0018751	526	2025-03-13T09:46:00Z
S01916	V0043020	510	2025-03-02T16:47:00Z
S00189	V0004241	138	2025-03-25T13:49:00Z
S00737	V0016255	1256	2025-03-04T14:49:00Z
S01658	V0037178	73	2025-03-04T11:12:00Z
S01409	V0031702	1392	2025-03-26T00:12:00Z
S00507	V0011301	1691	2025-03-26T09:54:00Z
S01719	V0038505	402	2025-03-01T03:10:00Z
S01899	V0042637	828	2025-03-11T21:00:00Z
S01688	V0037871	574	2025-03-10T17:07:00Z
S01947	V0043696	1477	2025-03-13T15:04:00Z
S01734	V0038870	1710	2025-03-18T17:52:00Z
S01187	V0026436	1639	2025-03-16T04:09:00Z
S01560	V0035133	234	2025-03-21T16:57:00Z
S01300	V0029136	545	2025-03-02T02:37:00Z
S00381	V0008552	1497	2025-03-27T12:53:00Z
S00749	V0016492	149	2025-03-08T15:43:00Z
S01275	Y0006945	689	2025-02-22T04:02:00Z
S01955	V0043842	447	2025-03-11T14:33:00Z
S00705	V0015555	432	2025-03-19T20:42:00Z
S00341	Y0001830	304	2025-02-25T17:54:00Z
S00802	V0017672	534	2025-03-23T10:54:00Z
S01907	V0042839	522	2025-03-20T20:33:00Z
S01802	V0040394	1241	2025-03-22T00:29:00Z
S01433	V0032296	689	2025-03-18T17:54:00Z
S01495	V0033715	525	2025-03-27T19:50:00Z
S00943	V0020761	588	2025-03-16T23:44:00Z
S00612	V0013639	1123	2025-03-10T01:50:00Z
S00517	V0011501	1387	2025-03-17T15:14:00Z
S00820	Y0004470	709	2025-04-01T11:40:00Z
