tower_id,subscription_id,rsrp_dbm,ts
T0249,S00170,-93,2025-03-10T07:30:00Z
T0253,S00492,-77,2025-03-06T05:51:00Z
T0403,S01110,-107,2025-03-06T08:54:00Z
T0126,S01655,-78,2025-03-06T03:53:00Z
T0321,S00371,-114,2025-03-03T02:43:00Z
T0111,S01257,-82,2025-03-22T23:36:00Z
T0204,S01777,-63,2025-03-08T07:46:00Z
T0235,S00605,-65,2025-03-12T01:01:00Z
T0348,S01206,-105,2025-03-12T18:25:00Z
T0082,S00855,-79,2025-03-24T11:23:00Z
T0444,S00870,-83,2025-03-22T03:38:00Z
T0407,S00174,-119,2025-03-02T06:35:00Z
T0354,S01173,-96,2025-03-05T06:12:00Z
T0005,S00464,-80,2025-03-19T15:39:00Z
T0122,S00880,-73,2025-03-05T02:17:00Z
T0213,S01776,-95,2025-03-19T08:17:00Z
T0171,S01854,-94,2025-03-23T08:14:00Z
T0147,S00972,-88,2025-03-25T19:47:00Z
T0143,S00810,-69,2025-03-21T21:06:00Z
T0060,S00286,-75,2025-03-26T11:56:00Z
T0241,S01173,-95,2025-03-04T12:09:00Z
T0262,S01140,-109,2025-03-15T01:29:00Z
T0476,S01597,-74,2025-03-16T19:43:00Z
T0023,S00373,-85,2025-03-10T08:54:00Z
T0323,S01083,-64,2025-03-13T08:10:00Z
T0440,S00139,-89,2025-03-18T07:06:00Z
T0258,S01373,-110,2025-03-23T09:56:00Z
T0336,S01005,-70,2025-03-04T09:08:00Z
T0102,S01897,-64,2025-03-03T04:31:00Z
T0491,S00618,-83,2025-03-07T23:11:00Z
T0215,S01288,-70,2025-03-22T01:33:00Z
T0067,S00398,-98,2025-03-11T21:17:00Z
T0392,S01917,-117,2025-03-05T06:37:00Z
T0189,S01569,-112,2025-03-24T22:44:00Z
T0428,S01748,-65,2025-03-08T10:07:00Z
T0386,S00527,-90,2025-03-11T08:31:00Z
T0485,S01877,-98,2025-03-21T18:07:00Z
T0319,S00065,-65,2025-03-27T12:55:00Z
T0366,S01529,-73,2025-03-20T11:11:00Z
T0049,S01054,-82,2025-03-10T10:47:00Z
T0339,S01372,-94,2025-03-08T14:07:00Z
T0323,S01981,-84,2025-03-04T01:29:00Z
T0471,S00625,-70,2025-03-11T11:44:00Z
T0361,S01803,-114,2025-03-24T00:32:00Z
T0010,S01087,-86,2025-03-15T05:17:00Z
T0221,S00607,-116,2025-03-08T20:33:00Z
T0490,S00685,-103,2025-03-12T15:18:00Z
T0033,S01626,-73,2025-03-17T23:46:00Z
T0362,S00018,-94,2025-03-09T08:35:00Z
T0465,S00776,-80,2025-03-06T06:49:00Z
T0024,S01903,-66,2025-03-04T07:31:00Z
T0310,S01163,-81,2025-03-21T15:56:00Z
T0432,S01144,-91,2025-03-15T18:43:00Z
T0450,S00904,-112,2025-03-22T04:19:00Z
T0306,S00257,-94,2025-03-18T00:32:00Z
T0409,S00206,-93,2025-03-08T11:02:00Z
T0026,S01794,-83,2025-03-17T13:27:00Z
T0331,S00945,-90,2025-03-03T11:55:00Z
T0322,S01052,-66,2025-03-25T06:51:00Z
T0085,S00057,-96,2025-03-18T22:27:00Z
T0412,S01644,-98,2025-03-21T03:00:00Z
T0360,S01140,-117,2025-03-21T18:20:00Z
T0284,S00410,-82,2025-03-28T07:13:00Z
T0144,S00937,-93,2025-03-14T19:03:00Z
T0084,S00127,-104,2025-03-27T02:30:00Z
T0282,S01593,-71,2025-03-11T21:51:00Z
T0478,S00753,-109,2025-03-17T18:45:00Z
T0377,S01584,-72,2025-03-04T19:02:00Z
T0470,S00451,-99,2025-03-03T04:26:00Z
T0132,S01193,-86,2025-03-02T18:57:00Z
T0499,S01010,-83,2025-03-24T05:50:00Z
T0474,S01135,-108,2025-03-14T10:00:00Z
T0224,S01266,-101,2025-03-02T14:36:00Z
T0108,S00029,-117,2025-03-09T23:06:00Z
T0353,S00816,-88,2025-03-11T15:04:00Z
T0229,S00113,-69,2025-03-07T07:42:00Z
T0126,S00585,-109,2025-03-10T15:15:00Z
T0015,S01268,-82,2025-03-14T10:49:00Z
T0104,S01916,-70,2025-03-11T04:05:00Z
T0219,S00327,-93,2025-03-01T14:36:00Z
T0333,S01411,-74,2025-03-20T12:57:00Z
T0370,S00629,-73,2025-03-22T12:33:00Z
T0250,S00898,-103,2025-03-08T01:26:00Z
T0079,S00096,-91,2025-03-24T02:41:00Z
T0012,S01047,-110,2025-03-23T14:52:00Z
T0409,S01042,-93,2025-03-01T15:14:00Z
T0067,S01156,-73,2025-03-05T02:31:00Z
T0021,S00964,-118,2025-03-18T22:25:00Z
T0413,S00559,-69,2025-03-01T12:31:00Z
T0190,S01896,-84,2025-03-02T03:54:00Z
T0300,S01398,-64,2025-03-17T22:35:00Z
T0167,S00757,-68,2025-03-10T06:50:00Z
T0304,S01576,-86,2025-03-28T07:37:00Z
T0078,S00391,-86,2025-03-24T09:52:00Z
T0490,S00706,-101,2025-03-15T03:31:00Z
T0111,S01644,-83,2025-03-24T10:34:00Z
T0130,S01067,-101,2025-03-05T11:39:00Z
T0081,S01269,-96,2025-03-16T17:51:00Z
T0423,S01969,-86,2025-03-16T21:21:00Z
T0041,S00892,-70,2025-03-24T08:49:00Z
T0454,S01691,-114,2025-03-04T03:58:00Z
T0205,S00722,-99,2025-03-24T20:29:00Z
T0021,S00330,-112,2025-03-14T12:16:00Z
T0152,S01716,-112,2025-03-07T01:26:00Z
T0184,S01216,-115,2025-03-21T13:18:00Z
T0124,S00900,-65,2025-03-03T10:49:00Z
T0360,S01909,-88,2025-03-25T21:56:00Z
T0331,S00470,-119,2025-03-06T18:00:00Z
T0429,S01176,-88,2025-03-16T20:35:00Z
T0036,S00234,-90,2025-03-03T17:25:00Z
T0363,S01515,-90,2025-03-22T20:43:00Z
T0062,S01142,-117,2025-03-26T02:31:00Z
T0025,S01785,-108,2025-03-13T05:57:00Z
T0219,S00734,-82,2025-03-20T07:43:00Z
T0294,S01837,-102,2025-03-07T23:31:00Z
T0040,S00223,-116,2025-03-26T23:37:00Z
T0002,S01084,-118,2025-03-10T07:31:00Z
T0460,S01050,-83,2025-03-04T09:02:00Z
T0062,S01451,-92,2025-03-02T03:33:00Z
T0324,S01550,-74,2025-03-21T13:36:00Z
T0197,S00904,-73,2025-03-23T03:03:00Z
T0430,S00983,-111,2025-03-01T23:31:00Z
T0444,S01355,-108,2025-03-11T08:15:00Z
T0029,S00734,-113,2025-03-01T06:47:00Z
T0446,S00006,-64,2025-03-09T11:04:00Z
T0152,S01740,-87,2025-03-01T15:40:00Z
T0234,S01501,-106,2025-03-15T03:52:00Z
T0173,S01543,-117,2025-03-10T05:48:00Z
T0109,S01798,-60,2025-03-21T04:32:00Z
T0096,S01782,-95,2025-03-17T09:22:00Z
T0272,S00822,-104,2025-03-09T22:49:00Z
T0066,S01650,-102,2025-03-06T08:36:00Z
T0008,S01444,-93,2025-03-20T11:45:00Z
T0285,S00390,-118,2025-03-21T15:14:00Z
T0206,S00531,-60,2025-03-24T05:42:00Z
T0243,S01236,-93,2025-03-02T13:43:00Z
T0197,S01322,-69,2025-03-18T09:37:00Z
T0191,S01456,-111,2025-03-06T12:17:00Z
T0454,S00154,-60,2025-03-26T02:27:00Z
T0454,S00697,-100,2025-03-23T21:37:00Z
T0236,S00620,-117,2025-03-14T10:18:00Z
T0118,S00740,-71,2025-03-24T09:49:00Z
T0207,S01993,-100,2025-03-26T23:19:00Z
T0179,S01761,-69,2025-03-22T20:25:00Z
T0444,S01479,-76,2025-03-17T06:59:00Z
T0093,S01268,-68,2025-03-08T02:45:00Z
T0420,S00833,-103,2025-03-21T07:05:00Z
T0315,S00165,-108,2025-03-17T12:08:00Z
T0203,S00309,-87,2025-03-05T04:21:00Z
T0490,S01109,-99,2025-03-16T22:09:00Z
T0120,S00580,-95,2025-03-14T14:00:00Z
T0160,S00805,-67,2025-03-22T07:31:00Z
T0140,S00552,-112,2025-03-07T22:50:00Z
T0203,S00981,-106,2025-03-09T19:58:00Z
T0363,S01191,-119,2025-03-15T12:06:00Z
T0318,S01608,-118,2025-03-12T05:25:00Z
T0062,S01235,-68,2025-03-27T15:26:00Z
T0455,S00500,-71,2025-03-28T13:32:00Z
T0364,S00614,-63,2025-03-09T21:12:00Z
T0314,S01990,-120,2025-03-06T09:45:00Z
T0323,S00703,-81,2025-03-25T02:07:00Z
T0022,S00097,-61,2025-03-03T09:29:00Z
T0371,S01277,-84,2025-03-16T06:10:00Z
T0112,S01561,-107,2025-03-14T15:23:00Z
T0375,S01247,-64,2025-03-02T11:15:00Z
T0001,S00205,-118,2025-03-10T16:39:00Z
T0404,S00819,-64,2025-03-03T17:34:00Z
T0462,S00962,-87,2025-03-15T09:46:00Z
T0278,S00508,-110,2025-03-13T03:58:00Z
T0449,S00550,-87,2025-03-21T01:48:00Z
T0434,S01296,-103,2025-03-26T15:30:00Z
T0149,S00046,-93,2025-03-16T19:05:00Z
T0199,S01958,-100,2025-03-02T10:47:00Z
T0339,S00625,-77,2025-03-11T07:19:00Z
T0352,S01278,-69,2025-03-19T22:46:00Z
T0236,S01120,-65,2025-03-20T06:16:00Z
T0141,S01642,-103,2025-03-06T08:49:00Z
T0195,S01525,-71,2025-03-25T04:22:00Z
T0079,S01923,-118,2025-03-12T04:00:00Z
T0098,S00719,-94,2025-03-17T20:56:00Z
T0240,S00688,-71,2025-03-25T07:19:00Z
T0237,S00761,-102,2025-03-12T14:37:00Z
T0410,S01335,-116,2025-03-04T19:29:00Z
T0191,S00566,-109,2025-03-07T18:57:00Z
T0287,S01178,-95,2025-03-22T01:20:00Z
T0033,S01741,-96,2025-03-28T10:44:00Z
T0143,S00917,-62,2025-03-17T06:56:00Z
T0227,S01084,-71,2025-03-09T12:27:00Z
T0177,S01250,-111,2025-03-12T22:24:00Z
T0444,S01372,-67,2025-03-17T23:06:00Z
T0477,S00014,-68,2025-03-20T13:29:00Z
T0412,S01441,-71,2025-03-28T12:55:00Z
T0316,S01846,-78,2025-03-03T01:57:00Z
T0102,S00982,-110,2025-03-15T23:09:00Z
T0146,S01367,-67,2025-03-13T22:57:00Z
T0399,S00068,-92,2025-03-02T09:31:00Z
T0429,S01612,-72,2025-03-07T07:08:00Z
T0128,S01977,-98,2025-03-24T17:31:00Z
T0134,S01693,-80,2025-03-06T02:34:00Z
T0088,S01825,-81,2025-03-05T12:11:00Z
T0488,S01158,-75,2025-03-23T11:36:00Z
T0046,S00962,-68,2025-03-17T02:12:00Z
T0043,S00213,-100,2025-03-02T18:56:00Z
T0380,S00824,-61,2025-03-11T11:24:00Z
T0039,S00500,-104,2025-03-27T03:44:00Z
T0112,S01756,-71,2025-03-21T15:16:00Z
T0070,S01815,-96,2025-03-21T21:27:00Z
T0143,S01787,-113,2025-03-27T11:43:00Z
T0105,S01965,-95,2025-03-23T17:45:00Z
T0174,S00644,-69,2025-03-06T16:04:00Z
T0068,S01538,-71,2025-03-07T14:06:00Z
T0354,S00479,-105,2025-03-08T13:55:00Z
T0424,S01743,-109,2025-03-15T20:50:00Z
T0401,S00422,-107,2025-03-16T01:18:00Z
T0470,S00640,-74,2025-03-02T19:13:00Z
T0107,S01231,-95,2025-03-12T05:59:00Z
T0412,S01688,-65,2025-03-02T17:55:00Z
T0340,S01669,-74,2025-03-12T09:37:00Z
T0465,S00722,-73,2025-03-26T16:20:00Z
T0249,S01582,-101,2025-03-06T08:19:00Z
T0335,S01644,-69,2025-03-13T04:10:00Z
T0023,S01811,-120,2025-03-07T03:16:00Z
T0097,S00600,-88,2025-03-12T00:14:00Z
T0253,S00727,-84,2025-03-21T17:50:00Z
T0448,S00948,-67,2025-03-20T07:39:00Z
T0277,S01332,-86,2025-03-23T21:47:00Z
T0319,S01256,-83,2025-03-26T07:18:00Z
T0299,S01677,-76,2025-03-18T23:48:00Z
T0050,S00785,-62,2025-03-05T11:06:00Z
T0075,S00920,-112,2025-03-18T21:18:00Z
T0439,S00390,-110,2025-03-03T02:57:00Z
T0211,S01557,-107,2025-03-25T15:54:00Z
T0198,S01844,-71,2025-03-17T16:44:00Z
T0041,S00646,-61,2025-03-15T09:47:00Z
T0310,S01928,-75,2025-03-15T23:57:00Z
T0190,S00341,-60,2025-03-10T15:21:00Z
T0213,S00327,-63,2025-03-12T14:46:00Z
T0279,S01483,-112,2025-03-07T18:26:00Z
T0340,S01850,-65,2025-03-21T22:03:00Z
T0408,S00297,-86,2025-03-18T08:28:00Z
T0378,S01552,-62,2025-03-22T08:05:00Z
T0120,S01557,-93,2025-03-05T16:33:00Z
T0088,S00896,-76,2025-03-08T03:05:00Z
T0277,S00864,-112,2025-03-25T11:09:00Z
T0063,S01982,-72,2025-03-03T09:07:00Z
T0067,S01735,-76,2025-03-25T09:04:00Z
T0489,S01340,-72,2025-03-07T02:10:00Z
T0322,S00557,-74,2025-03-22T03:36:00Z
T0464,S00798,-108,2025-03-07T05:14:00Z
T0162,S01943,-120,2025-03-23T04:04:00Z
T0069,S00068,-119,2025-03-24T15:25:00Z
T0244,S01604,-60,2025-03-22T03:09:00Z
T0043,S00611,-69,2025-03-02T14:43:00Z
T0050,S00924,-73,2025-03-01T21:36:00Z
T0075,S01723,-86,2025-03-09T09:28:00Z
T0088,S01586,-79,2025-03-01T22:54:00Z
T0093,S00675,-119,2025-03-14T02:48:00Z
T0044,S01001,-70,2025-03-01T02:35:00Z
T0083,S01596,-110,2025-03-28T19:54:00Z
T0005,S01370,-111,2025-03-22T01:25:00Z
T0033,S00693,-95,2025-03-05T22:06:00Z
T0046,S00404,-79,2025-03-07T13:17:00Z
T0384,S00823,-70,2025-03-03T13:21:00Z
T0090,S00670,-116,2025-03-08T14:09:00Z
T0319,S01422,-99,2025-03-17T15:29:00Z
T0431,S01177,-65,2025-03-13T01:57:00Z
T0286,S01951,-86,2025-03-05T07:48:00Z
T0458,S00217,-111,2025-03-09T04:36:00Z
T0481,S00747,-83,2025-03-12T06:29:00Z
T0174,S00676,-72,2025-03-10T11:59:00Z
T0097,S00825,-104,2025-03-11T07:45:00Z
T0322,S00435,-100,2025-03-18T17:44:00Z
T0036,S01788,-120,2025-03-26T01:22:00Z
T0193,S01199,-94,2025-03-14T21:12:00Z
T0035,S00898,-108,2025-03-23T16:48:00Z
T0041,S01900,-81,2025-03-08T06:52:00Z
T0006,S01805,-79,2025-03-09T11:28:00Z
T0414,S00199,-83,2025-03-02T12:02:00Z
T0123,S00827,-97,2025-03-25T19:56:00Z
T0304,S01246,-67,2025-03-16T19:33:00Z
T0237,S01984,-77,2025-03-22T14:56:00Z
T0237,S00760,-71,2025-03-05T23:16:00Z
T0153,S00166,-91,2025-03-21T19:01:00Z
T0274,S01272,-60,2025-03-16T18:16:00Z
T0061,S01726,-115,2025-03-26T03:05:00Z
T0030,S00719,-117,2025-03-28T08:40:00Z
T0126,S01288,-86,2025-03-12T13:38:00Z
T0498,S00106,-84,2025-03-06T20:47:00Z
T0211,S01040,-70,2025-03-20T17:09:00Z
T0245,S00142,-94,2025-03-28T01:06:00Z
T0044,S00837,-108,2025-03-06T22:07:00Z
T0190,S00681,-74,2025-03-26T12:03:00Z
T0445,S01662,-80,2025-03-15T14:38:00Z
T0153,S00243,-73,2025-03-26T14:31:00Z
T0135,S00129,-109,2025-03-02T04:10:00Z
T0222,S01217,-76,2025-03-14T11:26:00Z
T0204,S01306,-111,2025-03-22T19:49:00Z
T0193,S01679,-100,2025-03-20T08:25:00Z
T0151,S00935,-106,2025-03-28T08:51:00Z
T0361,S00396,-108,2025-03-12T14:23:00Z
T0340,S01136,-84,2025-03-13T16:53:00Z
T0283,S00997,-108,2025-03-12T07:57:00Z
T0108,S01309,-117,2025-03-25T13:25:00Z
T0237,S01455,-118,2025-03-23T00:56:00Z
T0131,S01282,-92,2025-03-12T13:19:00Z
T0444,S01611,-92,2025-03-13T13:31:00Z
T0458,S01939,-115,2025-03-28T05:50:00Z
T0251,S00682,-117,2025-03-12T11:40:00Z
T0124,S00328,-78,2025-03-10T02:27:00Z
T0008,S01339,-63,2025-03-22T21:18:00Z
T0305,S00631,-82,2025-03-11T07:27:00Z
T0271,S01703,-84,2025-03-16T19:21:00Z
T0338,S00340,-70,2025-03-06T23:25:00Z
T0340,S01005,-102,2025-03-26T23:51:00Z
T0009,S01544,-113,2025-03-01T09:48:00Z
T0496,S00186,-111,2025-03-07T17:12:00Z
T0435,S00874,-101,2025-03-10T08:57:00Z
T0059,S00685,-88,2025-03-01T02:22:00Z
T0378,S01579,-105,2025-03-25T16:55:00Z
T0285,S01019,-114,2025-03-08T01:40:00Z
T0217,S01807,-92,2025-03-15T03:51:00Z
T0284,S00721,-72,2025-03-24T00:29:00Z
T0342,S00166,-73,2025-03-13T12:27:00Z
T0163,S01297,-76,2025-03-27T01:25:00Z
T0199,S00240,-82,2025-03-07T11:49:00Z
T0276,S00791,-106,2025-03-13T21:58:00Z
T0066,S00898,-89,2025-03-01T17:37:00Z
T0167,S01360,-98,2025-03-25T14:26:00Z
T0184,S01803,-113,2025-03-15T08:51:00Z
T0278,S00662,-80,2025-03-18T19:26:00Z
T0209,S00899,-74,2025-03-18T03:24:00Z
T0188,S01342,-113,2025-03-23T18:26:00Z
T0179,S00943,-117,2025-03-07T22:41:00Z
T0017,S00815,-114,2025-03-15T23:39:00Z
T0201,S01504,-88,2025-03-14T08:58:00Z
T0326,S01427,-87,2025-03-03T00:42:00Z
T0316,S00362,-117,2025-03-19T06:26:00Z
T0276,S01157,-100,2025-03-06T19:22:00Z
T0438,S00661,-62,2025-03-02T17:30:00Z
T0311,S01238,-100,2025-03-22T14:52:00Z
T0180,S01266,-113,2025-03-23T15:13:00Z
T0301,S01931,-68,2025-03-02T15:12:00Z
T0343,S01384,-118,2025-03-11T01:54:00Z
T0464,S00528,-72,2025-03-28T00:41:00Z
T0328,S00944,-84,2025-03-09T10:43:00Z
T0456,S00580,-103,2025-03-12T19:18:00Z
T0276,S00197,-98,2025-03-01T09:40:00Z
T0274,S00839,-107,2025-03-07T20:03:00Z
T0361,S00848,-87,2025-03-08T05:19:00Z
T0284,S01013,-118,2025-03-03T08:02:00Z
T0401,S01320,-95,2025-03-14T23:28:00Z
T0049,S00729,-83,2025-03-13T13:19:00Z
T0375,S00078,-108,2025-03-04T08:08:00Z
T0272,S00394,-83,2025-03-02T07:14:00Z
T0335,S01222,-66,2025-03-24T07:32:00Z
T0339,S01637,-107,2025-03-11T11:18:00Z
T0228,S01807,-109,2025-03-19T04:55:00Z
T0104,S00535,-110,2025-03-20T12:10:00Z
T0379,S00810,-109,2025-03-25T16:19:00Z
T0263,S00784,-118,2025-03-19T02:24:00Z
T0436,S01440,-71,2025-03-16T21:18:00Z
T0482,S01087,-63,2025-03-25T21:01:00Z
T0045,S00447,-85,2025-03-27T17:19:00Z
T0220,S00588,-83,2025-03-01T00:50:00Z
T0218,S01144,-75,2025-03-19T05:54:00Z
T0436,S00634,-112,2025-03-18T01:04:00Z
T0081,S01414,-82,2025-03-19T22:40:00Z
T0205,S00631,-64,2025-03-26T16:05:00Z
T0067,S00164,-76,2025-03-28T20:58:00Z
T0342,S00147,-115,2025-03-12T11:24:00Z
T0444,S01339,-80,2025-03-12T05:40:00Z
T0021,S00236,-85,2025-03-15T02:11:00Z
T0115,S00906,-101,2025-03-08T08:40:00Z
T0217,S01658,-87,2025-03-18T02:32:00Z
T0399,S00241,-112,2025-03-03T19:44:00Z
T0193,S01175,-101,2025-03-26T17:09:00Z
T0243,S00406,-72,2025-03-03T14:06:00Z
T0353,S00654,-107,2025-03-01T21:06:00Z
T0247,S00569,-96,2025-03-03T15:07:00Z
T0373,S01150,-119,2025-03-12T04:57:00Z
T0476,S01008,-104,2025-03-07T01:39:00Z
T0148,S00260,-119,2025-03-15T13:01:00Z
T0353,S00483,-86,2025-03-13T11:43:00Z
T0430,S01036,-94,2025-03-19T15:24:00Z
T0433,S00646,-66,2025-03-28T01:59:00Z
T0295,S00698,-100,2025-03-06T07:34:00Z
T0387,S00093,-98,2025-03-26T04:15:00Z
T0135,S01049,-62,2025-03-18T00:09:00Z
T0064,S00286,-60,2025-03-23T23:20:00Z
T0016,S01888,-77,2025-03-21T07:54:00Z
T0023,S01257,-73,2025-03-10T12:27:00Z
T0460,S00727,-95,2025-03-26T13:40:00Z
T0444,S00717,-93,2025-03-25T22:06:00Z
T0359,S01249,-82,2025-03-23T03:34:00Z
T0115,S00313,-67,2025-03-27T23:41:00Z
T0003,S01628,-111,2025-03-25T20:47:00Z
T0271,S00089,-89,2025-03-19T09:12:00Z
T0078,S01329,-106,2025-03-16T04:12:00Z
T0341,S01700,-74,2025-03-28T18:22:00Z
T0281,S00819,-89,2025-03-11T04:43:00Z
T0143,S01851,-118,2025-03-27T11:46:00Z
T0244,S00385,-68,2025-03-10T23:54:00Z
T0025,S00704,-107,2025-03-07T04:39:00Z
T0038,S01171,-76,2025-03-03T01:59:00Z
T0349,S01757,-103,2025-03-08T00:19:00Z
T0356,S00760,-98,2025-03-11T17:17:00Z
T0083,S01027,-72,2025-03-23T00:40:00Z
T0128,S01320,-79,2025-03-17T00:45:00Z
T0057,S01552,-67,2025-03-24T23:34:00Z
T0256,S01272,-100,2025-03-11T08:36:00Z
T0317,S01917,-78,2025-03-05T03:31:00Z
T0179,S01835,-98,2025-03-18T07:10:00Z
T0041,S00814,-85,2025-03-10T17:36:00Z
T0071,S01873,-91,2025-03-02T02:25:00Z
T0479,S01020,-85,2025-03-25T02:33:00Z
T0349,S01359,-120,2025-03-08T04:52:00Z
T0202,S00964,-81,2025-03-11T14:59:00Z
T0025,S00949,-63,2025-03-13T12:15:00Z
T0239,S01164,-115,2025-03-12T15:13:00Z
T0079,S00825,-103,2025-03-17T22:29:00Z
T0283,S01249,-93,2025-03-04T03:49:00Z
T0274,S00074,-62,2025-03-02T10:50:00Z
T0157,S00518,-89,2025-03-18T03:53:00Z
T0479,S01576,-60,2025-03-20T07:48:00Z
T0116,S01455,-68,2025-03-28T13:10:00Z
T0452,S00229,-83,2025-03-14T09:34:00Z
T0048,S01229,-95,2025-03-19T13:51:00Z
T0141,S01708,-83,2025-03-24T13:13:00Z
T0080,S01974,-66,2025-03-28T07:19:00Z
T0013,S00402,-72,2025-03-18T17:32:00Z
T0243,S00674,-70,2025-03-16T11:33:00Z
T0115,S00179,-120,2025-03-27T19:29:00Z
T0213,S00131,-71,2025-03-17T08:53:00Z
T0361,S01206,-80,2025-03-21T14:02:00Z
T0384,S01110,-84,2025-03-26T04:52:00Z
T0028,S00646,-86,2025-03-23T12:24:00Z
T0094,S00705,-90,2025-03-15T05:12:00Z
T0286,S00435,-74,2025-03-26T19:41:00Z
T0485,S01574,-112,2025-03-04T21:39:00Z
T0309,S01168,-78,2025-03-25T16:53:00Z
T0243,S00650,-68,2025-03-21T14:27:00Z
T0053,S00018,-77,2025-03-18T00:38:00Z
T0211,S01959,-108,2025-03-12T04:06:00Z
T0256,S00603,-71,2025-03-21T00:17:00Z
T0065,S00976,-62,2025-03-17T15:13:00Z
T0064,S00595,-74,2025-03-19T21:53:00Z
T0160,S00557,-103,2025-03-21T20:46:00Z
T0221,S00074,-104,2025-03-20T07:28:00Z
T0108,S01342,-106,2025-03-15T15:47:00Z
T0214,S01007,-98,2025-03-10T18:40:00Z
T0369,S01317,-71,2025-03-22T08:15:00Z
T0168,S01428,-79,2025-03-23T18:52:00Z
T0221,S01179,-79,2025-03-17T23:30:00Z
T0054,S01447,-84,2025-03-01T22:21:00Z
T0174,S00405,-90,2025-03-25T05:48:00Z
T0289,S01992,-101,2025-03-24T17:15:00Z
T0099,S01211,-66,2025-03-19T08:51:00Z
T0413,S00854,-63,2025-03-22T05:13:00Z
T0290,S01453,-84,2025-03-06T01:35:00Z
T0211,S00380,-98,2025-03-10T12:01:00Z
T0437,S00848,-60,2025-03-13T04:05:00Z
T0180,S00425,-108,2025-03-14T03:36:00Z
T0336,S01565,-82,2025-03-06T20:57:00Z
T0156,S00596,-116,2025-03-23T10:13:00Z
T0379,S01925,-86,2025-03-18T04:38:00Z
T0341,S01561,-100,2025-03-28T09:21:00Z
T0409,S00259,-101,2025-03-19T19:49:00Z
T0307,S00726,-115,2025-03-06T00:00:00Z
T0413,S00086,-118,2025-03-17T17:00:00Z
T0155,S00196,-119,2025-03-15T19:02:00Z
T0274,S01632,-71,2025-03-06T21:07:00Z
T0084,S01409,-86,2025-03-12T06:55:00Z
T0138,S01747,-96,2025-03-08T18:28:00Z
T0475,S00210,-91,2025-03-05T16:04:00Z
T0421,S00544,-85,2025-03-15T17:17:00Z
T0047,S01187,-86,2025-03-27T01:13:00Z
T0177,S01891,-87,2025-03-12T16:07:00Z
T0255,S00695,-88,2025-03-18T05:44:00Z
T0431,S01362,-83,2025-03-03T22:34:00Z
T0453,S00795,-71,2025-03-24T10:47:00Z
T0116,S01225,-82,2025-03-21T11:03:00Z
T0068,S01945,-65,2025-03-11T20:11:00Z
T0363,S01106,-63,2025-03-01T14:59:00Z
T0145,S00789,-85,2025-03-09T03:56:00Z
T0055,S00884,-80,2025-03-19T11:08:00Z
T0024,S01832,-82,2025-03-27T02:57:00Z
T0006,S01513,-68,2025-03-21T18:45:00Z
T0217,S00619,-100,2025-03-06T14:16:00Z
T0150,S01940,-116,2025-03-21T19:43:00Z
T0414,S01311,-87,2025-03-12T04:21:00Z
T0413,S00751,-120,2025-03-01T21:47:00Z
T0455,S00105,-114,2025-03-19T22:47:00Z
T0206,S01860,-62,2025-03-24T07:04:00Z
T0481,S01701,-113,2025-03-23T08:32:00Z
T0257,S00290,-60,2025-03-11T07:08:00Z
T0277,S00776,-96,2025-03-17T14:49:00Z
T0149,S00795,-99,2025-03-12T11:00:00Z
T0243,S00078,-103,2025-03-20T19:49:00Z
T0350,S00221,-76,2025-03-19T21:14:00Z
T0325,S01794,-115,2025-03-27T11:49:00Z
T0294,S00579,-83,2025-03-04T11:03:00Z
T0078,S01017,-89,2025-03-07T15:57:00Z
T0374,S01836,-114,2025-03-05T09:04:00Z
T0395,S01819,-84,2025-03-22T15:45:00Z
T0112,S01034,-85,2025-03-28T08:56:00Z
T0181,S00913,-62,2025-03-27T09:19:00Z
T0386,S01845,-62,2025-03-18T00:20:00Z
T0311,S01533,-110,2025-03-18T10:49:00Z
T0483,S00649,-60,2025-03-27T11:43:00Z
T0214,S01023,-61,2025-03-02T03:44:00Z
T0064,S01350,-79,2025-03-15T08:31:00Z
T0177,S01559,-103,2025-03-21T05:17:00Z
T0289,S01087,-78,2025-03-03T16:57:00Z
T0478,S01611,-68,2025-03-25T09:21:00Z
T0294,S01666,-101,2025-03-23T11:26:00Z
T0134,S01150,-62,2025-03-20T04:00:00Z
T0465,S01006,-86,2025-03-14T10:02:00Z
T0141,S00132,-62,2025-03-25T23:52:00Z
T0228,S01774,-115,2025-03-10T23:01:00Z
T0350,S01379,-91,2025-03-26T11:14:00Z
T0016,S01227,-113,2025-03-17T04:42:00Z
T0036,S00209,-71,2025-03-12T13:32:00Z
T0189,S00602,-63,2025-03-07T18:09:00Z
T0092,S01193,-101,2025-03-25T09:35:00Z
T0193,S00270,-70,2025-03-08T09:49:00Z
T0186,S00112,-117,2025-03-02T15:51:00Z
T0476,S01464,-105,2025-03-21T00:50:00Z
T0387,S00876,-80,2025-03-20T19:35:00Z
T0198,S01537,-84,2025-03-20T08:08:00Z
T0272,S01959,-106,2025-03-07T05:07:00Z
T0345,S00396,-100,2025-03-19T01:55:00Z
T0158,S00308,-113,2025-03-27T19:33:00Z
T0259,S01908,-119,2025-03-28T22:57:00Z
T0459,S01046,-67,2025-03-15T14:28:00Z
T0188,S01137,-86,2025-03-28T20:04:00Z
T0119,S00729,-64,2025-03-11T21:18:00Z
T0348,S01098,-82,2025-03-02T18:40:00Z
