customer_id,city,state,zip
C01971,Glendale,A,21890
C01972,Fairfax,C,88444
C01973,Fairfax,B,48194
C01974,Riverton,B,63008
C01975,Glendale,B,30902
C01976,Riverton,B,39475
C01977,Lakeview,C,66939
C01978,Fairfax,A,45630
C01979,Fairfax,A,93257
C01980,Lakeview,A,63524
C01981,Riverton,A,76316
C01982,Lakeview,A,44219
C01983,Springfield,B,61746
C01984,Riverton,C,82119
C01985,Glendale,B,38809
C01986,Glendale,C,10662
C01987,Springfield,C,38326
C01988,Riverton,B,11241
C01989,Fairfax,B,45700
C01990,Lakeview,C,13251
C01991,Riverton,B,69286
C01992,Riverton,A,21184
C01993,Fairfax,C,34545
C01994,Lakeview,B,67955
C01995,Springfield,C,26880
C01996,Springfield,C,12539
C01997,Lakeview,B,13748
C01998,Glendale,B,29349
C01999,Springfield,B,94725
C02000,Riverton,A,79673
C02001,Glendale,C,33143
C02002,Fairfax,A,67178
C02003,Riverton,C,56024
C02004,Lakeview,B,41274
C02005,Glendale,B,33757
C02006,Lakeview,B,46317
C02007,Fairfax,B,42139
C02008,Fairfax,C,87242
C02009,Glendale,C,59925
C02010,Fairfax,A,35119
C02011,Springfield,C,23075
C02012,Glendale,C,78571
C02013,Springfield,B,69268
C02014,Riverton,B,38727
C02015,Riverton,C,23096
C02016,Fairfax,C,67864
C02017,Glendale,C,35594
C02018,Glendale,A,41360
C02019,Fairfax,B,92438
C02020,Lakeview,A,56492
C02021,Fairfax,A,76857
C02022,Springfield,C,43646
C02023,Fairfax,A,37990
C02024,Glendale,C,34507
C02025,Springfield,C,16179
C02026,Glendale,C,62703
C02027,Springfield,B,82597
C02028,Springfield,A,12504
C02029,Springfield,C,99635
C02030,Fairfax,B,31811
C02031,Glendale,B,39691
C02032,Springfield,C,72599
C02033,Lakeview,B,73418
C02034,Fairfax,C,83773
C02035,Fairfax,C,76716
C02036,Riverton,B,97797
C02037,Lakeview,B,39803
C02038,Riverton,B,33683
C02039,Lakeview,A,81161
C02040,Fairfax,C,90015
C02041,Springfield,B,16011
C02042,Fairfax,C,13815
C02043,Glendale,A,67200
C02044,Lakeview,C,69668
C02045,Glendale,C,15084
C02046,Lakeview,A,31272
C02047,Glendale,B,93577
C02048,Lakeview,A,60155
C02049,Riverton,A,86902
C02050,Fairfax,B,19466
C02051,Glendale,B,23530
C02052,Fairfax,C,88460
C02053,Lakeview,C,16564
C02054,Springfield,B,30411
C02055,Glendale,A,53445
C02056,Springfield,A,33279
C02057,Riverton,B,41548
C02058,Springfield,A,77742
C02059,Fairfax,A,53226
C02060,Fairfax,C,79506
C02061,Riverton,C,35736
C02062,Lakeview,B,90532
C02063,Lakeview,C,61108
C02064,Fairfax,B,21706
C02065,Lakeview,A,82322
C02066,Springfield,A,12648
C02067,Springfield,C,21418
C02068,Springfield,C,38462
C02069,Lakeview,A,73771
C02070,Riverton,A,94767
C02071,Riverton,C,41252
C02072,Lakeview,C,15569
C02073,Fairfax,C,36129
C02074,Lakeview,A,37214
C02075,Glendale,B,89285
C02076,Fairfax,C,31560
C02077,Glendale,A,48919
C02078,Springfield,C,38227
C02079,Springfield,C,41485
C02080,Lakeview,B,78580
C02081,Riverton,C,62819
C02082,Riverton,A,61487
C02083,Glendale,C,22924
C02084,Lakeview,A,91846
C02085,Glendale,A,88950
C02086,Riverton,C,27142
C02087,Springfield,A,95142
C02088,Riverton,C,12539
C02089,Glendale,A,34128
C02090,Riverton,B,93946
C02091,Lakeview,B,29654
C02092,Fairfax,B,29615
C02093,Glendale,B,54717
C02094,Fairfax,B,47395
C02095,Lakeview,B,88318
C02096,Riverton,C,35139
C02097,Fairfax,A,99451
C02098,Springfield,A,77533
C02099,Lakeview,A,89779
C02100,Springfield,B,80784
C02101,Riverton,A,70614
C02102,Springfield,B,42626
C02103,Riverton,B,61481
C02104,Springfield,B,44417
C02105,Riverton,A,31085
C02106,Fairfax,B,22159
C02107,Riverton,C,88193
C02108,Springfield,B,27830
C02109,Lakeview,A,33984
C02110,Springfield,C,41348
C02111,Springfield,B,70474
C02112,Riverton,B,93445
C02113,Springfield,B,30828
C02114,Fairfax,A,74253
C02115,Lakeview,A,53445
C02116,Riverton,B,99081
C02117,Glendale,C,64593
C02118,Lakeview,A,13194
C02119,Riverton,B,53580
C02120,Springfield,A,45499
C02121,Glendale,C,28942
C02122,Springfield,B,29326
C02123,Glendale,B,53925
C02124,Riverton,B,17487
C02125,Riverton,A,54703
C02126,Springfield,C,17781
C02127,Fairfax,C,43003
C02128,Riverton,A,18956
C02129,Glendale,B,37422
C02130,Springfield,B,81304
C02131,Lakeview,B,39192
C02132,Lakeview,B,50490
C02133,Springfield,C,31079
C02134,Fairfax,A,54333
C02135,Lakeview,B,44035
C02136,Lakeview,A,42427
C02137,Fairfax,C,74187
C02138,Lakeview,B,53414
C02139,Lakeview,C,13133
C02140,Springfield,C,46206
C02141,Fairfax,C,11924
C02142,Fairfax,B,17850
C02143,Springfield,A,42624
C02144,Lakeview,B,19452
C02145,Glendale,A,31904
C02146,Lakeview,A,48381
C02147,Lakeview,C,43180
C02148,Riverton,C,64460
C02149,Fairfax,C,42426
C02150,Lakeview,A,18409
C02151,Springfield,C,71090
C02152,Riverton,C,21290
C02153,Riverton,B,44405
C02154,Glendale,A,93928
C02155,Riverton,A,44025
C02156,Glendale,A,93262
C02157,Lakeview,A,20102
C02158,Fairfax,B,12086
C02159,Fairfax,B,46790
C02160,Lakeview,B,76114
C02161,Springfield,C,19824
C02162,Fairfax,C,17768
C02163,Lakeview,C,74480
C02164,Riverton,A,99630
C02165,Glendale,B,78508
C02166,Glendale,B,68330
C02167,Fairfax,C,17999
C02168,Springfield,C,35786
C02169,Glendale,A,27093
C02170,Riverton,A,27243
C02171,Glendale,A,85542
C02172,Springfield,A,10110
C02173,Springfield,A,60418
C02174,Riverton,B,91337
C02175,Lakeview,B,10551
C02176,Springfield,A,51282
C02177,Fairfax,C,99361
C02178,Glendale,C,23762
C02179,Lakeview,C,40408
C02180,Lakeview,A,70004
C02181,Springfield,A,69794
C02182,Fairfax,A,62907
C02183,Riverton,B,40719
C02184,Glendale,B,96855
C02185,Riverton,A,33336
C02186,Fairfax,C,81009
C02187,Lakeview,A,22822
C02188,Lakeview,B,57339
C02189,Fairfax,C,96074
C02190,Springfield,C,36200
C02191,Fairfax,A,30983
C02192,Fairfax,A,20140
C02193,Lakeview,A,77244
C02194,Lakeview,A,71754
C02195,Springfield,C,84404
C02196,Glendale,C,81994
C02197,Springfield,C,51554
C02198,Glendale,A,87020
C02199,Fairfax,C,49617
C02200,Fairfax,B,14227
C02201,Glendale,C,10153
C02202,Riverton,A,17039
C02203,Glendale,C,24161
C02204,Fairfax,C,39415
C02205,Fairfax,C,64080
C02206,Springfield,C,68060
C02207,Fairfax,C,68661
C02208,Lakeview,C,97430
C02209,Riverton,B,73874
C02210,Fairfax,B,20871
C02211,Springfield,C,74853
C02212,Riverton,A,37614
C02213,Lakeview,A,74932
C02214,Lakeview,B,60855
C02215,Fairfax,C,41460
C02216,Fairfax,B,49610
C02217,Springfield,B,64147
C02218,Riverton,A,60891
C02219,Glendale,A,12744
C02220,Riverton,C,45512
C02221,Springfield,C,13764
C02222,Glendale,B,71528
C02223,Springfield,A,72483
C02224,Riverton,A,62335
C02225,Lakeview,C,55793
C02226,Riverton,C,55589
C02227,Riverton,C,87517
C02228,Riverton,A,44039
C02229,Glendale,A,88491
C02230,Fairfax,B,16554
C02231,Glendale,B,92470
C02232,Glendale,B,84004
C02233,Riverton,B,28890
C02234,Riverton,A,91986
C02235,Lakeview,A,47790
C02236,Lakeview,C,94734
C02237,Lakeview,C,12796
C02238,Riverton,C,86138
C02239,Fairfax,B,68692
C02240,Lakeview,A,49239
C02241,Lakeview,A,13734
C02242,Glendale,A,45330
C02243,Riverton,A,89454
C02244,Lakeview,B,66612
C02245,Lakeview,C,75956
C02246,Glendale,C,46792
C02247,Riverton,B,59792
C02248,Fairfax,B,62779
C02249,Springfield,C,15562
C02250,Riverton,C,57693
C02251,Riverton,C,27770
C02252,Fairfax,B,47093
C02253,Glendale,A,73989
C02254,Glendale,B,48640
C02255,Springfield,C,43661
C02256,Lakeview,A,43494
C02257,Glendale,A,85086
C02258,Lakeview,B,18034
C02259,Springfield,B,35160
C02260,Riverton,A,47376
C02261,Springfield,B,82324
C02262,Glendale,A,40211
C02263,Riverton,B,77745
C02264,Springfield,B,94120
C02265,Fairfax,A,88812
C02266,Fairfax,A,31239
C02267,Riverton,C,51669
C02268,Fairfax,A,41032
C02269,Glendale,A,49941
C02270,Glendale,A,84131
C02271,Glendale,C,96219
C02272,Lakeview,C,51049
C02273,Riverton,C,59801
C02274,Glendale,A,99013
C02275,Lakeview,B,17656
C02276,Lakeview,B,17079
C02277,Springfield,B,32237
C02278,Glendale,C,62478
C02279,Springfield,C,45343
C02280,Fairfax,A,65381
C02281,Lakeview,B,55111
C02282,Fairfax,A,58192
C02283,Springfield,B,93893
C02284,Riverton,C,54296
C02285,Glendale,C,13765
C02286,Lakeview,A,80337
C02287,Lakeview,A,88833
C02288,Glendale,C,65794
C02289,Fairfax,B,17486
C02290,Riverton,C,84821
C02291,Fairfax,A,38310
C02292,Glendale,B,74465
C02293,Glendale,A,17506
C02294,Glendale,C,36638
C02295,Lakeview,B,44082
C02296,Glendale,C,57995
C02297,Springfield,C,95100
C02298,Lakeview,A,34139
C02299,Lakeview,A,39006
C02300,Fairfax,A,67701
C02301,Springfield,B,41036
C02302,Fairfax,B,68598
C02303,Glendale,C,24576
C02304,Fairfax,B,26468
C02305,Glendale,A,58489
C02306,Fairfax,A,19765
C02307,Glendale,C,69246
C02308,Springfield,A,50221
C02309,Riverton,C,31335
C02310,Lakeview,C,22557
C02311,Lakeview,A,43676
C02312,Fairfax,B,91398
C02313,Springfield,C,96499
C02314,Lakeview,C,45001
C02315,Springfield,A,64792
C02316,Lakeview,C,55546
C02317,Glendale,C,45455
C02318,Riverton,A,74045
C02319,Glendale,A,72953
C02320,Lakeview,B,36680
C02321,Fairfax,B,37762
C02322,Fairfax,A,17752
C02323,Lakeview,C,70265
C02324,Glendale,C,74387
C02325,Springfield,A,17222
C02326,Springfield,B,46408
C02327,Lakeview,B,48808
C02328,Fairfax,B,89642
C02329,Springfield,B,48709
C02330,Lakeview,B,65077
C02331,Lakeview,C,96776
C02332,Fairfax,B,38598
C02333,Riverton,C,12550
C02334,Springfield,A,43754
C02335,Springfield,C,63123
C02336,Springfield,C,18978
C02337,Glendale,B,55036
C02338,Riverton,B,66261
C02339,Fairfax,A,34591
C02340,Springfield,C,42379
C02341,Fairfax,B,21711
C02342,Riverton,A,78352
C02343,Fairfax,C,79730
C02344,Lakeview,B,51778
C02345,Glendale,B,81132
C02346,Fairfax,B,80755
C02347,Lakeview,B,73032
C02348,Riverton,C,98919
C02349,Glendale,C,43586
C02350,Lakeview,A,88987
C02351,Springfield,A,41724
C02352,Glendale,A,46744
C02353,Riverton,B,95743
C02354,Glendale,A,77361
C02355,Riverton,A,10761
C02356,Riverton,C,32085
C02357,Riverton,A,86587
C02358,Fairfax,B,72818
C02359,Glendale,C,97555
C02360,Glendale,C,15157
C02361,Riverton,B,91453
C02362,Riverton,A,43028
C02363,Riverton,A,47925
C02364,Glendale,A,38564
C02365,Fairfax,C,18020
C02366,Lakeview,B,45882
C02367,Lakeview,B,91006
C02368,Fairfax,C,92283
C02369,Lakeview,C,41912
C02370,Fairfax,C,97124
C02371,Springfield,A,53217
C02372,Lakeview,C,70421
C02373,Springfield,C,19429
C02374,Riverton,A,12741
C02375,Glendale,A,68410
C02376,Fairfax,A,61550
C02377,Lakeview,A,17022
C02378,Lakeview,A,66402
C02379,Fairfax,C,72211
C02380,Springfield,A,60983
C02381,Riverton,A,10728
C02382,Fairfax,C,48803
C02383,Lakeview,B,80689
C02384,Glendale,B,69754
C02385,Springfield,C,88679
C02386,Fairfax,B,96418
C02387,Riverton,B,79359
C02388,Glendale,B,42162
C02389,Lakeview,C,84198
C02390,Lakeview,B,75414
C02391,Riverton,C,88486
C02392,Riverton,C,72476
C02393,Riverton,B,31391
C02394,Riverton,C,67567
C02395,Lakeview,C,28650
C02396,Glendale,C,90185
C02397,Springfield,A,69694
C02398,Lakeview,A,71974
C02399,Riverton,A,19654
C02400,Lakeview,B,70512
C02401,Lakeview,C,34571
C02402,Glendale,A,41413
C02403,Glendale,B,74075
C02404,Fairfax,A,57117
C02405,Riverton,A,80765
C02406,Glendale,B,53656
C02407,Glendale,A,61056
C02408,Riverton,C,62902
C02409,Glendale,C,86331
C02410,Lakeview,A,35068
C02411,Fairfax,C,17781
C02412,Fairfax,A,74976
C02413,Fairfax,A,81853
C02414,Lakeview,C,50618
C02415,Lakeview,A,32037
C02416,Riverton,A,55972
C02417,Riverton,B,87252
C02418,Glendale,B,57208
C02419,Glendale,B,36770
C02420,Springfield,A,35750
C02421,Fairfax,C,45614
C02422,Fairfax,C,47947
C02423,Springfield,B,19380
C02424,Springfield,C,12711
C02425,Lakeview,A,44355
C02426,Lakeview,A,58453
C02427,Riverton,A,77723
C02428,Glendale,C,39688
C02429,Glendale,A,94241
C02430,Fairfax,C,36272
C02431,Glendale,C,58615
C02432,Fairfax,C,56364
C02433,Glendale,A,47135
C02434,Springfield,B,66995
C02435,Lakeview,C,24197
C02436,Riverton,A,18850
C02437,Lakeview,A,55424
C02438,Lakeview,B,48701
C02439,Fairfax,C,87754
C02440,Riverton,A,98465
C02441,Riverton,A,86817
C02442,Lakeview,C,43810
C02443,Riverton,B,27912
C02444,Fairfax,C,46351
C02445,Fairfax,A,70374
C02446,Glendale,B,93530
C02447,Glendale,B,73743
C02448,Lakeview,A,51246
C02449,Lakeview,B,42462
C02450,Riverton,C,36090
C02451,Riverton,B,63020
C02452,Riverton,C,84326
C02453,Glendale,A,87676
C02454,Springfield,C,61860
C02455,Springfield,B,58583
C02456,Lakeview,C,68598
C02457,Riverton,B,39782
C02458,Fairfax,C,27642
C02459,Lakeview,A,37952
C02460,Springfield,C,53479
C02461,Springfield,B,95093
C02462,Glendale,A,78631
C02463,Lakeview,C,87590
C02464,Fairfax,B,84854
C02465,Fairfax,A,21100
C02466,Lakeview,A,46065
C02467,Springfield,A,24191
C02468,Glendale,C,39115
C02469,Riverton,C,99790
C02470,Riverton,B,99824
C02471,Springfield,B,47421
C02472,Glendale,C,13076
C02473,Riverton,A,49843
C02474,Riverton,A,46800
C02475,Glendale,B,51202
C02476,Springfield,C,29235
C02477,Glendale,B,55119
C02478,Riverton,A,83188
C02479,Fairfax,B,78780
C02480,Springfield,A,56349
C02481,Lakeview,B,47988
C02482,Riverton,B,82826
C02483,Glendale,C,49096
C02484,Fairfax,B,99842
C02485,Glendale,B,88442
C02486,Lakeview,B,20488
C02487,Springfield,B,93004
C02488,Riverton,C,62028
C02489,Lakeview,C,78381
C02490,Springfield,A,23785
C02491,Lakeview,A,69332
C02492,Fairfax,B,60273
C02493,Lakeview,A,74968
C02494,Lakeview,B,71598
C02495,Lakeview,B,64165
C02496,Fairfax,C,22330
C02497,Fairfax,B,10566
C02498,Fairfax,C,82794
C02499,Riverton,B,48986
C02500,Glendale,A,81738
C02501,Springfield,C,11213
C02502,Riverton,C,41404
C02503,Fairfax,C,99235
C02504,Springfield,C,26739
C02505,Riverton,C,95185
C02506,Lakeview,C,39658
C02507,Riverton,B,87134
C02508,Lakeview,C,62960
C02509,Fairfax,C,91321
C02510,Fairfax,A,68801
C02511,Springfield,B,80882
C02512,Springfield,B,77477
C02513,Riverton,B,19821
C02514,Riverton,A,72220
C02515,Springfield,C,24497
C02516,Riverton,A,59685
C02517,Riverton,C,75050
C02518,Lakeview,A,74294
C02519,Springfield,A,79506
C02520,Springfield,A,30309
C02521,Glendale,C,18188
C02522,Glendale,A,24729
C02523,Riverton,A,47151
C02524,Lakeview,C,86456
C02525,Lakeview,A,87298
C02526,Fairfax,C,37580
C02527,Lakeview,A,45487
C02528,Lakeview,C,22921
C02529,Riverton,C,99236
C02530,Lakeview,A,34976
C02531,Springfield,A,76800
C02532,Riverton,C,10812
C02533,Lakeview,C,43944
C02534,Riverton,B,30701
C02535,Fairfax,C,47565
C02536,Riverton,A,32863
C02537,Fairfax,B,96307
C02538,Riverton,B,66947
C02539,Glendale,A,25157
C02540,Riverton,C,47463
C02541,Lakeview,C,50525
C02542,Lakeview,A,43943
C02543,Riverton,C,27091
C02544,Riverton,C,50797
C02545,Springfield,A,43504
C02546,Fairfax,C,13370
C02547,Fairfax,A,74633
C02548,Glendale,A,61504
C02549,Riverton,C,34285
C02550,Riverton,C,69356
C02551,Fairfax,A,10798
C02552,Lakeview,C,84712
C02553,Riverton,B,92571
C02554,Glendale,C,79605
C02555,Fairfax,C,95011
C02556,Riverton,A,58160
C02557,Lakeview,B,53675
C02558,Riverton,A,16100
C02559,Glendale,C,46898
C02560,Riverton,A,66803
C02561,Riverton,A,56331
C02562,Fairfax,C,59752
C02563,Riverton,B,44345
C02564,Glendale,A,80741
C02565,Springfield,C,55906
C02566,Fairfax,A,52208
C02567,Lakeview,C,48955
C02568,Glendale,C,87212
C02569,Springfield,B,28137
C02570,Riverton,B,86439
C02571,Lakeview,A,92481
C02572,Fairfax,C,56835
C02573,Fairfax,B,59880
C02574,Fairfax,B,46827
C02575,Springfield,A,42559
C02576,Springfield,C,98521
C02577,Springfield,C,62976
C02578,Springfield,A,25842
C02579,Lakeview,B,60632
C02580,Fairfax,A,80623
C02581,Glendale,C,43031
C02582,Fairfax,A,28498
C02583,Fairfax,B,41077
C02584,Springfield,A,24632
C02585,Springfield,B,35119
C02586,Fairfax,B,79734
C02587,Glendale,A,32657
C02588,Glendale,B,26935
C02589,Riverton,C,18331
C02590,Glendale,B,88987
C02591,Glendale,B,37629
C02592,Lakeview,A,14864
C02593,Fairfax,B,95260
C02594,Springfield,A,27826
C02595,Fairfax,A,10863
C02596,Springfield,C,64393
C02597,Riverton,C,98558
C02598,Riverton,C,80203
C02599,Glendale,B,65180
C02600,Riverton,C,55941
C02601,Lakeview,C,23611
C02602,Springfield,C,29054
C02603,Lakeview,C,78667
C02604,Springfield,B,80784
C02605,Glendale,B,14764
C02606,Lakeview,B,82462
C02607,Fairfax,C,10016
C02608,Springfield,B,76013
C02609,Glendale,A,58740
C02610,Glendale,B,65439
C02611,Glendale,A,34064
C02612,Fairfax,A,85477
C02613,Glendale,C,89415
C02614,Fairfax,A,78260
C02615,Glendale,C,88500
C02616,Lakeview,C,35814
C02617,Lakeview,B,14615
C02618,Springfield,A,81921
C02619,Fairfax,C,71464
C02620,Springfield,A,75413
C02621,Springfield,B,26078
C02622,Fairfax,C,74198
C02623,Fairfax,A,76964
C02624,Fairfax,B,61236
C02625,Glendale,C,38642
C02626,Springfield,C,60065
C02627,Springfield,C,57212
C02628,Glendale,B,61695
C02629,Lakeview,C,24267
C02630,Fairfax,B,77298
C02631,Fairfax,C,21034
C02632,Glendale,C,73068
C02633,Glendale,B,29557
C02634,Glendale,B,18789
C02635,Riverton,C,15535
C02636,Fairfax,B,59401
C02637,Riverton,B,75248
C02638,Lakeview,C,89228
C02639,Lakeview,B,76262
C02640,Springfield,B,54696
C02641,Fairfax,C,80972
C02642,Lakeview,A,24683
C02643,Fairfax,B,54826
C02644,Fairfax,B,63990
C02645,Springfield,C,71437
C02646,Lakeview,A,76029
C02647,Lakeview,A,91750
C02648,Fairfax,B,71839
C02649,Fairfax,A,87393
C02650,Springfield,C,31380
C02651,Glendale,B,63824
C02652,Springfield,C,12622
C02653,Springfield,B,12529
C02654,Riverton,A,18345
C02655,Glendale,A,90463
C02656,Fairfax,C,96657
C02657,Springfield,C,19835
C02658,Springfield,A,66485
C02659,Lakeview,C,89820
C02660,Springfield,B,40374
C02661,Lakeview,A,67021
C02662,Riverton,A,70837
C02663,Fairfax,A,20543
C02664,Lakeview,A,84448
C02665,Glendale,C,21034
C02666,Fairfax,B,35749
C02667,Fairfax,B,60036
C02668,Riverton,B,50150
C02669,Lakeview,A,61148
C02670,Riverton,B,40337
C02671,Springfield,B,17449
C02672,Riverton,C,16860
C02673,Fairfax,C,70054
C02674,Lakeview,A,48592
C02675,Lakeview,B,33626
C02676,Lakeview,C,90117
C02677,Lakeview,A,65567
C02678,Glendale,C,94687
C02679,Springfield,C,34921
C02680,Lakeview,A,69614
C02681,Fairfax,A,69594
C02682,Springfield,C,74854
C02683,Springfield,C,29014
C02684,Springfield,A,25772
C02685,Lakeview,B,71061
C02686,Lakeview,C,48326
C02687,Fairfax,B,19096
C02688,Glendale,C,84351
C02689,Riverton,B,71789
C02690,Springfield,B,11824
C02691,Glendale,C,44844
C02692,Lakeview,A,12193
C02693,Fairfax,C,74092
C02694,Fairfax,C,77959
C02695,Lakeview,A,94155
C02696,Glendale,A,29053
C02697,Glendale,B,33511
C02698,Springfield,C,95187
C02699,Glendale,A,34426
C02700,Glendale,A,42927
C02701,Fairfax,A,47964
C02702,Lakeview,C,22947
C02703,Fairfax,A,74355
C02704,Lakeview,C,92683
C02705,Fairfax,C,10706
C02706,Riverton,B,13160
C02707,Fairfax,B,54804
C02708,Lakeview,A,80435
C02709,Springfield,A,55964
C02710,Lakeview,C,16015
C02711,Lakeview,A,35771
C02712,Springfield,A,75701
C02713,Springfield,B,54399
C02714,Lakeview,C,24739
C02715,Riverton,C,38058
C02716,Riverton,C,95350
C02717,Springfield,C,42531
C02718,Lakeview,A,52504
C02719,Glendale,A,17392
C02720,Springfield,C,69228
C02721,Riverton,C,36192
C02722,Lakeview,C,45206
C02723,Glendale,A,41122
C02724,Fairfax,A,41077
C02725,Fairfax,B,38072
C02726,Lakeview,B,41993
C02727,Riverton,C,60213
C02728,Riverton,B,27142
C02729,Springfield,A,37344
C02730,Riverton,A,11019
C02731,Fairfax,C,59720
C02732,Glendale,A,93699
C02733,Springfield,C,18272
C02734,Springfield,C,89638
C02735,Lakeview,B,15151
C02736,Fairfax,A,60539
C02737,Lakeview,C,60394
C02738,Glendale,C,27022
C02739,Springfield,C,65938
C02740,Lakeview,B,17002
C02741,Fairfax,C,36371
C02742,Springfield,B,58034
C02743,Fairfax,B,10574
C02744,Fairfax,C,42419
C02745,Glendale,A,65260
C02746,Riverton,A,54190
C02747,Lakeview,A,41651
C02748,Glendale,C,58379
C02749,Riverton,A,53898
C02750,Fairfax,A,52033
C02751,Springfield,B,95809
C02752,Riverton,C,64595
C02753,Lakeview,B,38943
C02754,Fairfax,A,84931
C02755,Fairfax,A,65870
C02756,Springfield,B,71226
C02757,Fairfax,B,61003
C02758,Fairfax,B,98889
C02759,Riverton,C,72710
C02760,Springfield,B,74197
C02761,Springfield,A,45272
C02762,Lakeview,A,63627
C02763,Glendale,C,91057
C02764,Fairfax,C,28446
C02765,Lakeview,B,58068
C02766,Lakeview,B,85798
C02767,Fairfax,C,87676
C02768,Riverton,A,46567
C02769,Riverton,B,52942
C02770,Fairfax,B,94712
C02771,Lakeview,A,41931
C02772,Lakeview,B,18817
C02773,Lakeview,B,36505
C02774,Glendale,A,19762
C02775,Lakeview,A,34053
C02776,Springfield,A,85368
C02777,Springfield,B,22582
C02778,Fairfax,C,31488
C02779,Fairfax,C,65754
C02780,Springfield,B,16895
C02781,Fairfax,B,40247
C02782,Riverton,A,73710
C02783,Glendale,C,36514
C02784,Riverton,C,46446
C02785,Fairfax,B,78861
C02786,Fairfax,A,68231
C02787,Fairfax,B,50708
C02788,Riverton,C,64452
C02789,Springfield,A,58946
C02790,Riverton,B,34483
C02791,Riverton,A,45631
C02792,Riverton,C,95756
C02793,Glendale,C,96877
C02794,Glendale,C,39876
C02795,Lakeview,B,17516
C02796,Lakeview,B,84472
C02797,Fairfax,C,85938
C02798,Lakeview,A,73932
C02799,Lakeview,A,55701
C02800,Riverton,A,40163
C02801,Glendale,C,75131
C02802,Lakeview,A,43878
C02803,Glendale,A,20624
C02804,Springfield,B,13155
C02805,Fairfax,A,11829
C02806,Fairfax,B,96491
C02807,Springfield,C,96028
C02808,Lakeview,B,42950
C02809,Glendale,C,90310
C02810,Lakeview,C,36302
C02811,Lakeview,B,16080
C02812,Fairfax,A,54675
C02813,Riverton,B,67556
C02814,Lakeview,B,64709
C02815,Glendale,B,37803
C02816,Lakeview,A,16029
C02817,Lakeview,C,44785
C02818,Riverton,C,47710
C02819,Glendale,A,86885
C02820,Fairfax,B,79591
C02821,Fairfax,B,28718
C02822,Riverton,A,17372
C02823,Riverton,C,39892
C02824,Riverton,B,21333
C02825,Fairfax,B,55724
C02826,Fairfax,C,75882
C02827,Lakeview,C,12676
C02828,Lakeview,B,27783
C02829,Lakeview,B,31787
C02830,Springfield,C,93561
C02831,Glendale,C,99021
C02832,Springfield,B,37949
C02833,Springfield,B,13984
C02834,Glendale,A,40069
C02835,Springfield,C,33951
C02836,Fairfax,B,19431
C02837,Springfield,A,29430
C02838,Glendale,B,70619
C02839,Fairfax,B,24033
C02840,Glendale,B,52561
C02841,Lakeview,A,51585
C02842,Springfield,A,64176
C02843,Riverton,B,89580
C02844,Glendale,C,72499
C02845,Glendale,A,55758
C02846,Fairfax,C,84835
C02847,Springfield,A,69213
C02848,Lakeview,A,93178
C02849,Glendale,A,43591
C02850,Glendale,A,65390
C02851,Lakeview,A,15882
C02852,Fairfax,A,71608
C02853,Glendale,C,15850
C02854,Glendale,A,12412
C02855,Fairfax,B,76788
C02856,Fairfax,A,50437
C02857,Glendale,B,70439
C02858,Fairfax,C,99092
C02859,Riverton,B,18322
C02860,Lakeview,A,66771
C02861,Lakeview,B,29270
C02862,Springfield,A,23240
C02863,Riverton,A,56356
C02864,Lakeview,B,39158
C02865,Springfield,A,17316
C02866,Glendale,C,99895
C02867,Glendale,A,39496
C02868,Fairfax,C,54768
C02869,Lakeview,A,27901
C02870,Glendale,C,30342
C02871,Glendale,B,64918
C02872,Springfield,A,91503
C02873,Lakeview,B,73939
C02874,Springfield,B,33959
C02875,Riverton,B,34045
C02876,Lakeview,B,73399
C02877,Springfield,C,78321
C02878,Springfield,B,96293
C02879,Springfield,A,91118
C02880,Riverton,C,86982
C02881,Fairfax,B,27169
C02882,Fairfax,C,45812
C02883,Glendale,C,34301
C02884,Springfield,B,64775
C02885,Fairfax,A,30035
C02886,Lakeview,C,63745
C02887,Riverton,B,73929
C02888,Springfield,B,72029
C02889,Fairfax,B,93144
C02890,Fairfax,B,50605
C02891,Glendale,C,81727
C02892,Springfield,B,63210
C02893,Springfield,C,41214
C02894,Springfield,B,91994
C02895,Lakeview,C,69594
C02896,Glendale,B,46251
C02897,Glendale,B,68352
C02898,Springfield,B,75997
C02899,Lakeview,C,42578
C02900,Glendale,C,68276
C02901,Glendale,A,24103
C02902,Fairfax,B,39733
C02903,Lakeview,B,71634
C02904,Springfield,C,74349
C02905,Fairfax,C,54076
C02906,Lakeview,A,60991
C02907,Lakeview,C,39890
C02908,Lakeview,C,22143
C02909,Glendale,B,25773
C02910,Springfield,C,40204
C02911,Fairfax,A,64906
C02912,Fairfax,A,29600
C02913,Fairfax,B,14583
C02914,Fairfax,A,46843
C02915,Springfield,B,42376
C02916,Lakeview,A,91344
C02917,Riverton,C,13774
C02918,Lakeview,B,24079
C02919,Riverton,C,54491
C02920,Lakeview,C,78152
C02921,Glendale,B,71916
C02922,Fairfax,A,61045
C02923,Fairfax,A,43610
C02924,Fairfax,C,55749
C02925,Lakeview,C,61369
C02926,Lakeview,B,95644
C02927,Glendale,C,10809
C02928,Springfield,A,35882
C02929,Lakeview,A,29761
C02930,Fairfax,A,70364
C02931,Lakeview,C,77469
C02932,Springfield,B,99037
C02933,Fairfax,A,22037
C02934,Glendale,C,64885
C02935,Lakeview,B,60482
C02936,Lakeview,C,71917
C02937,Fairfax,B,98730
C02938,Glendale,A,23776
