subscription_id,session_id,bytes_used,ts
S00117,D0004178,17359869,2025-03-11T19:15:00Z
S01876,D0065068,301643622,2025-03-04T15:34:00Z
S01695,D0058784,24349695,2025-03-16T03:38:00Z
S00424,D0014893,7627863,2025-03-14T03:17:00Z
S00067,D0002401,20091703,2025-03-07T20:07:00Z
S01390,X0009636,69804781,2025-02-22T03:53:00Z
S00387,D0013561,34375388,2025-03-11T22:27:00Z
S00463,D0016219,142233502,2025-03-12T22:21:00Z
S00977,X0006761,123160502,2025-02-25T02:38:00Z
S00879,D0030322,8750157,2025-03-04T15:13:00Z
S01764,D0061008,118945033,2025-03-12T09:53:00Z
S01162,D0040038,78282568,2025-03-24T12:22:00Z
S00065,D0002334,10706204,2025-03-02T17:35:00Z
S01071,D0037125,30825314,2025-03-17T22:31:00Z
S00377,D0013145,163187685,2025-03-20T02:57:00Z
S00454,D0015916,15268690,2025-03-12T21:18:00Z
S00511,D0017963,106816492,2025-03-07T20:35:00Z
S00927,D0031857,97549372,2025-03-05T19:36:00Z
S01785,D0061791,4576900,2025-03-24T04:52:00Z
S01153,X0007961,29213163,2025-04-05T03:04:00Z
S01454,D0050265,44591053,2025-03-07T20:54:00Z
S01036,D0035921,10487964,2025-03-28T15:49:00Z
S00040,X0000277,31833333,2025-02-21T16:21:00Z
S00536,D0018814,-1,2025-03-27T16:12:00Z
S00041,X0000283,67843801,2025-04-01T15:43:00Z
S00632,X0004382,41573279,2025-04-05T00:36:00Z
S01481,D0051106,36414220,2025-03-16T17:03:00Z
S01914,D0066558,23610342,2025-03-26T10:29:00Z
S01747,X0012071,15661687,2025-02-24T02:15:00Z
S01905,D0066228,15424223,2025-03-12T15:06:00Z
S00364,X0002508,3601336,2025-04-05T08:25:00Z
S00010,X0000069,10566509,2025-02-22T09:30:00Z
S00283,D0009766,12042328,2025-03-24T11:18:00Z
S01917,D0066634,39922484,2025-03-23T16:55:00Z
S01052,D0036429,131149270,2025-03-23T04:03:00Z
S01842,D0063799,16492085,2025-03-15T01:34:00Z
S00707,X0004901,19801017,2025-04-02T16:31:00Z
S00382,X0002633,28625621,2025-02-24T17:04:00Z
S00043,D0001640,19626732,2025-03-05T08:53:00Z
S01482,D0051128,4520735,2025-03-06T11:47:00Z
S00737,D0025457,14944074,2025-03-06T01:51:00Z
S00874,D0030161,46623126,2025-03-12T16:11:00Z
S01199,D0041180,26010332,2025-03-27T23:02:00Z
S00371,X0002550,112580909,2025-02-22T20:06:00Z
S00297,D0010169,19804609,2025-03-08T16:26:00Z
S01465,D0050631,25313835,2025-03-10T03:44:00Z
S00372,D0012922,18646070,2025-03-04T18:03:00Z
S00421,X0002902,14689465,2025-04-03T06:25:00Z
S01502,D0051903,12721310,2025-03-01T00:54:00Z
S01003,D0034873,106409615,2025-03-23T00:07:00Z
S00102,D0003635,74948173,2025-03-14T15:13:00Z
S00984,D0034207,227880895,2025-03-23T04:33:00Z
S01688,D0058412,16157811,2025-03-18T16:54:00Z
S01014,D0035192,130469225,2025-03-13T12:08:00Z
S00638,D0022181,74597301,2025-03-28T14:07:00Z
S00610,D0021275,27240167,2025-03-09T14:20:00Z
S00360,D0012524,16632190,2025-03-08T18:25:00Z
S01099,D0038015,9432737,2025-03-26T04:56:00Z
S00289,D0009983,64512865,2025-03-15T04:15:00Z
S00040,D0001530,74267515,2025-03-26T08:47:00Z
S00621,D0021606,39711301,2025-03-17T22:55:00Z
S00993,D0034515,56589487,2025-03-09T18:55:00Z
S00963,D0033317,10980443,2025-03-17T00:23:00Z
S01013,D0035168,32811729,2025-03-25T10:07:00Z
S00867,D0029966,-1,2025-03-11T07:38:00Z
S00204,D0007172,9347357,2025-03-02T17:03:00Z
S01421,D0049195,42380911,2025-03-02T04:18:00Z
S00491,D0017210,48286983,2025-03-20T22:51:00Z
S00831,D0028743,30766297,2025-03-14T07:08:00Z
S00465,D0016293,32120001,2025-03-07T12:19:00Z
S01608,D0055542,26475944,2025-03-25T03:41:00Z
S00227,D0007934,59016870,2025-03-07T22:02:00Z
S00582,D0020373,190045705,2025-03-19T10:24:00Z
S00438,D0015360,127353185,2025-03-09T13:16:00Z
S00642,D0022303,40147152,2025-03-16T11:24:00Z
S01454,X0010049,8965486,2025-02-20T22:23:00Z
S00615,D0021412,23682367,2025-03-16T03:02:00Z
S01449,D0050111,34610580,2025-03-12T02:57:00Z
S01373,D0047731,13799808,2025-03-15T19:01:00Z
S00798,D0027517,28601693,2025-03-02T13:44:00Z
S01477,D0051004,15261608,2025-03-05T00:04:00Z
S01946,D0067594,4647089,2025-03-10T21:28:00Z
S00081,D0002973,9414313,2025-03-27T03:58:00Z
S00064,D0002313,111639820,2025-03-12T05:01:00Z
S00729,D0025145,24970884,2025-03-05T17:06:00Z
S00145,D0005171,14717311,2025-03-27T04:38:00Z
S00545,D0019121,16708710,2025-03-22T22:45:00Z
S01292,D0044689,56961414,2025-03-22T08:33:00Z
S00667,X0004617,39401399,2025-02-25T10:18:00Z
S00563,D0019778,77257883,2025-03-09T18:08:00Z
S01324,D0045855,9748921,2025-03-08T15:35:00Z
S00605,D0021129,42284976,2025-03-19T00:36:00Z
S01335,D0046255,14305067,2025-03-26T13:20:00Z
S00674,D0023399,25233930,2025-03-06T12:19:00Z
S00767,X0005308,32682708,2025-02-24T21:30:00Z
S01893,D0065708,26912520,2025-03-11T15:14:00Z
S01026,D0035599,19177143,2025-03-07T23:45:00Z
S00975,D0033814,15233823,2025-03-07T18:23:00Z
S01900,X0013145,40909265,2025-02-24T08:48:00Z
S01103,D0038175,37928238,2025-03-05T08:48:00Z
S00259,D0009098,32028873,2025-03-15T14:15:00Z
S00330,D0011418,26116396,2025-03-07T10:45:00Z
S01763,D0060952,87154538,2025-03-03T09:32:00Z
S01660,X0011455,24590284,2025-04-04T00:36:00Z
S01604,D0055337,69227481,2025-03-24T22:12:00Z
S01338,D0046377,16289545,2025-03-01T19:44:00Z
S00303,D0010374,25199244,2025-03-24T11:35:00Z
S01796,X0012409,17920521,2025-02-23T21:20:00Z
S01690,D0058523,18169970,2025-03-12T05:07:00Z
S01225,D0042107,43848679,2025-03-11T12:36:00Z
S01870,X0012938,36217404,2025-04-03T11:35:00Z
S01250,D0043046,6071894,2025-03-19T08:28:00Z
S00324,D0011108,118854528,2025-03-15T16:44:00Z
S00690,D0023832,197583245,2025-03-25T23:20:00Z
S01785,D0061771,18145568,2025-03-04T07:33:00Z
S00083,D0003071,19931857,2025-03-10T12:37:00Z
S00065,D0002363,68838566,2025-03-17T22:42:00Z
S00562,D0019753,20332822,2025-03-02T04:18:00Z
S00046,D0001728,9270337,2025-03-18T15:23:00Z
S01976,D0068596,15596515,2025-03-06T21:25:00Z
S01075,D0037233,54160404,2025-03-01T05:14:00Z
S00908,D0031308,42749359,2025-03-18T13:54:00Z
S01743,X0012039,30067700,2025-02-28T13:57:00Z
S01876,D0065061,57158941,2025-03-14T19:45:00Z
S00197,X0001371,10639034,2025-02-20T20:54:00Z
S01777,D0061509,27428078,2025-03-05T10:39:00Z
S01209,X0008365,59376745,2025-04-04T04:29:00Z
S00188,D0006669,19958556,2025-03-28T15:58:00Z
S00954,D0032942,29982833,2025-03-15T15:14:00Z
S00844,D0029243,37218071,2025-03-18T05:18:00Z
S00306,D0010478,22635878,2025-03-03T03:05:00Z
S00165,D0005815,32365881,2025-03-05T16:52:00Z
S01825,D0063131,28125087,2025-03-13T14:56:00Z
S00434,D0015263,11289040,2025-03-25T18:33:00Z
S00095,D0003462,11309231,2025-03-15T06:11:00Z
S00845,D0029281,6483746,2025-03-04T18:05:00Z
S01883,D0065254,33562961,2025-03-26T10:38:00Z
S01626,D0056199,121620356,2025-03-10T05:18:00Z
S01868,D0064741,204638647,2025-03-28T06:24:00Z
S01604,D0055373,7640400,2025-03-08T08:46:00Z
S00675,D0023407,16010429,2025-03-10T07:29:00Z
S00942,X0006506,8306962,2025-04-01T16:19:00Z
S00215,D0007529,53521903,2025-03-13T17:37:00Z
S01812,X0012515,13041731,2025-04-01T00:38:00Z
S01466,D0050700,50028981,2025-03-05T04:17:00Z
S01470,D0050835,6849373,2025-03-18T19:44:00Z
S00348,D0012055,-1,2025-03-12T19:12:00Z
S01645,D0056997,71709066,2025-03-25T03:00:00Z
S01019,D0035369,40176077,2025-03-06T06:02:00Z
S01491,D0051478,8042742,2025-03-08T04:28:00Z
S00418,D0014633,63320667,2025-03-26T13:17:00Z
S01875,D0064975,17568111,2025-03-28T00:35:00Z
S00890,D0030706,7922286,2025-03-01T08:06:00Z
S00044,D0001695,84363166,2025-03-17T11:40:00Z
S01332,D0046142,16886237,2025-03-05T20:57:00Z
S01015,D0035236,57094066,2025-03-07T01:13:00Z
S01715,D0059428,8527564,2025-03-02T11:05:00Z
S01911,D0066460,7943058,2025-03-01T05:59:00Z
S00942,X0006505,31745033,2025-04-05T10:35:00Z
S00933,X0006435,4604009,2025-02-23T18:01:00Z
S01687,X0011639,11898628,2025-04-02T18:00:00Z
S00306,D0010490,31809123,2025-03-15T09:28:00Z
S00765,D0026367,27645908,2025-03-02T14:22:00Z
S01343,D0046508,59380882,2025-03-01T03:13:00Z
S00068,D0002414,213412367,2025-03-17T05:26:00Z
S01158,D0039892,152881231,2025-03-18T13:03:00Z
S01628,D0056290,7523042,2025-03-21T05:27:00Z
S00956,D0033069,7221358,2025-03-17T06:38:00Z
S01476,D0050996,54246973,2025-03-22T11:45:00Z
S00166,D0005865,192683877,2025-03-17T21:52:00Z
S01859,D0064436,40748523,2025-03-27T07:02:00Z
S01538,D0053136,-1,2025-03-05T18:00:00Z
S01888,D0065541,17153168,2025-03-01T03:18:00Z
S00872,X0006016,157936315,2025-04-05T12:56:00Z
S01995,D0069304,13424859,2025-03-16T19:00:00Z
S01883,D0065283,10621079,2025-03-25T15:32:00Z
S01615,D0055828,102774773,2025-03-24T00:26:00Z
S00124,D0004402,26535081,2025-03-19T15:08:00Z
S00089,D0003296,47692485,2025-03-10T12:22:00Z
S00408,D0014331,10797685,2025-03-02T17:59:00Z
S01137,D0039261,55932313,2025-03-26T03:02:00Z
S01963,X0013588,10553380,2025-04-03T04:56:00Z
S01629,X0011258,51566268,2025-04-04T09:00:00Z
S00359,D0012521,14473783,2025-03-27T16:21:00Z
S00886,D0030571,68916687,2025-03-05T03:06:00Z
S01771,D0061304,12955788,2025-03-27T19:36:00Z
S00111,D0003982,31629284,2025-03-24T22:50:00Z
S01311,X0009088,21986212,2025-04-03T06:40:00Z
S00978,D0033959,129078773,2025-03-24T17:17:00Z
S00561,D0019694,31872525,2025-03-02T20:26:00Z
S00508,D0017848,-1,2025-03-10T05:46:00Z
S00253,X0001742,9144277,2025-02-22T18:51:00Z
S00414,D0014474,28722232,2025-03-07T15:21:00Z
S00396,D0013812,19656014,2025-03-10T14:41:00Z
S00604,D0021086,71571038,2025-03-26T16:23:00Z
S01101,X0007597,82180433,2025-02-23T02:53:00Z
S01583,D0054562,45649550,2025-03-04T02:31:00Z
S00010,D0000413,55424304,2025-03-27T02:37:00Z
S00901,D0031040,14946172,2025-03-02T03:02:00Z
S00977,D0033923,28406463,2025-03-18T16:43:00Z
S00933,D0032160,11424505,2025-03-13T01:59:00Z
S01086,D0037612,113795869,2025-03-08T08:20:00Z
S01036,D0035930,39011713,2025-03-04T19:59:00Z
S00542,D0019022,62340874,2025-03-17T16:37:00Z
S00027,D0001082,14249725,2025-03-12T20:06:00Z
S00838,D0029017,12901897,2025-03-11T16:34:00Z
S00883,D0030461,176313083,2025-03-24T18:38:00Z
S01411,D0048932,177527912,2025-03-28T09:13:00Z
S00904,D0031157,91793984,2025-03-20T22:16:00Z
S01668,D0057730,229837216,2025-03-23T13:43:00Z
S01062,X0007346,21440339,2025-02-27T13:29:00Z
S00912,D0031442,22915551,2025-03-01T02:37:00Z
S00284,D0009808,30442879,2025-03-07T17:57:00Z
S00179,D0006344,34735649,2025-03-10T20:05:00Z
S01257,D0043319,231363002,2025-03-03T20:27:00Z
S00407,X0002807,27230623,2025-02-25T09:44:00Z
S01248,D0042970,40387612,2025-03-18T00:07:00Z
S00308,D0010576,66391036,2025-03-23T22:02:00Z
S00597,D0020835,9501778,2025-03-02T03:33:00Z
S01292,D0044692,19004279,2025-03-17T22:32:00Z
S01282,D0044281,19794910,2025-03-28T09:24:00Z
S00906,D0031238,46529452,2025-03-12T01:37:00Z
S01064,D0036895,8061712,2025-03-04T15:05:00Z
S00741,D0025626,47329560,2025-03-08T18:40:00Z
S01980,D0068791,-1,2025-03-12T20:10:00Z
S01909,D0066391,38132781,2025-03-16T15:06:00Z
S00131,D0004590,42348757,2025-03-10T02:45:00Z
S00722,X0005003,11050955,2025-04-05T08:51:00Z
S00496,D0017462,38156718,2025-03-10T01:16:00Z
S01596,D0055034,21512597,2025-03-12T19:52:00Z
S00633,D0022045,19577914,2025-03-06T05:56:00Z
S01667,D0057711,4491066,2025-03-24T22:25:00Z
S00549,D0019310,14809882,2025-03-08T01:28:00Z
S01532,D0052948,64338262,2025-03-05T17:58:00Z
S01008,D0034987,-1,2025-03-12T19:11:00Z
S01660,D0057485,22712828,2025-03-18T10:07:00Z
S01527,X0010544,15445088,2025-02-24T20:17:00Z
S01221,D0041993,39029958,2025-03-11T15:58:00Z
S00547,D0019207,81937006,2025-03-06T21:29:00Z
S00421,D0014760,27179363,2025-03-25T22:32:00Z
S01255,D0043255,12093575,2025-03-16T23:09:00Z
S01868,D0064712,31921606,2025-03-03T15:34:00Z
S01418,D0049142,45988499,2025-03-03T08:21:00Z
S01839,X0012710,7966373,2025-04-03T04:48:00Z
S00679,X0004694,64007820,2025-02-25T05:45:00Z
S00517,D0018130,23990577,2025-03-28T07:38:00Z
S01152,D0039739,280654218,2025-03-11T04:09:00Z
S00981,D0034071,16391194,2025-03-26T04:19:00Z
S01038,X0007183,24646522,2025-02-25T22:01:00Z
S01119,X0007723,16570557,2025-04-05T12:21:00Z
S00454,D0015914,6082824,2025-03-17T12:14:00Z
S00211,X0001455,160265309,2025-04-05T05:30:00Z
S01257,D0043342,26284810,2025-03-24T00:12:00Z
S00658,D0022852,61105753,2025-03-06T13:51:00Z
S01494,D0051570,89161997,2025-03-07T21:33:00Z
S01737,D0060155,22642386,2025-03-27T08:38:00Z
S01423,X0009856,9864927,2025-02-25T11:37:00Z
S00907,X0006252,39806164,2025-04-01T12:36:00Z
S01361,D0047267,62334930,2025-03-16T23:29:00Z
S00140,D0004966,195349544,2025-03-23T18:38:00Z
S00699,D0024143,241849017,2025-03-27T02:00:00Z
S00715,D0024618,69065978,2025-03-03T03:53:00Z
S00342,D0011880,4522595,2025-03-04T06:19:00Z
S01357,D0047058,41928444,2025-03-22T17:05:00Z
S01810,D0062596,20496984,2025-03-10T09:17:00Z
S01846,D0063914,59507643,2025-03-21T09:48:00Z
S01218,D0041836,24321397,2025-03-23T21:20:00Z
S00362,D0012626,32124435,2025-03-16T01:23:00Z
S00133,D0004684,-1,2025-03-03T17:28:00Z
S00507,D0017750,47370682,2025-03-25T22:57:00Z
S01845,D0063891,19986141,2025-03-08T03:59:00Z
S01765,D0061088,34583358,2025-03-12T13:30:00Z
S00372,D0012948,8916601,2025-03-20T23:39:00Z
S01482,D0051168,39716776,2025-03-08T14:04:00Z
S00650,D0022596,3145364,2025-03-13T13:07:00Z
S01487,D0051316,67640286,2025-03-06T00:14:00Z
S01726,D0059791,23106185,2025-03-03T08:07:00Z
S01726,D0059793,35608069,2025-03-02T00:43:00Z
S00475,D0016643,6658971,2025-03-23T16:03:00Z
S00024,D0000918,10988105,2025-03-11T21:48:00Z
S01054,D0036533,33814398,2025-03-02T01:45:00Z
S01708,D0059223,23140326,2025-03-09T11:17:00Z
S00426,D0014990,35759886,2025-03-24T07:51:00Z
S01331,D0046115,174206746,2025-03-22T18:48:00Z
S00001,X0000002,19188397,2025-02-22T13:24:00Z
S00262,D0009207,39842472,2025-03-07T02:06:00Z
S01554,D0053639,25411910,2025-03-13T13:24:00Z
S00019,D0000762,15021045,2025-03-05T20:08:00Z
S01751,D0060561,17818989,2025-03-12T01:52:00Z
S01213,D0041588,43295478,2025-03-01T12:35:00Z
S00465,D0016310,105273279,2025-03-01T00:21:00Z
S00967,D0033508,61371447,2025-03-11T02:00:00Z
S00807,X0005587,126275657,2025-02-22T06:59:00Z
S00279,D0009650,44180076,2025-03-26T01:26:00Z
S00812,D0028017,55131705,2025-03-07T11:09:00Z
S00073,D0002661,15650270,2025-03-24T12:26:00Z
S01993,D0069196,6184036,2025-03-13T16:39:00Z
S00948,D0032723,135424779,2025-03-08T04:41:00Z
S00001,D0000034,28424957,2025-03-03T10:39:00Z
S00463,D0016215,12879638,2025-03-22T16:49:00Z
S00072,D0002595,12159866,2025-03-03T16:35:00Z
S00450,X0003104,50469544,2025-04-05T18:40:00Z
S01229,D0042258,58050938,2025-03-13T22:41:00Z
S00449,D0015735,54125996,2025-03-20T11:26:00Z
S01905,D0066195,37214855,2025-03-14T22:01:00Z
S01762,D0060897,101534754,2025-03-21T04:02:00Z
S00502,D0017630,218447198,2025-03-17T10:13:00Z
S01170,X0008070,9771402,2025-04-05T17:08:00Z
S01093,D0037915,11102255,2025-03-20T11:51:00Z
S01019,D0035393,37843765,2025-03-19T09:12:00Z
S01695,D0058751,66986440,2025-03-01T07:42:00Z
S00224,D0007845,5941818,2025-03-08T09:39:00Z
S00611,D0021321,9013909,2025-03-24T23:09:00Z
S00148,X0001015,13513059,2025-04-05T00:09:00Z
S00756,D0026130,24702644,2025-03-21T02:00:00Z
S01856,D0064344,8657924,2025-03-21T06:45:00Z
S00145,D0005157,61350016,2025-03-16T04:12:00Z
S01007,D0034948,32042039,2025-03-19T20:32:00Z
S01637,D0056674,56223507,2025-03-28T01:24:00Z
S00080,D0002923,40882910,2025-03-09T21:47:00Z
S01238,D0042582,11381446,2025-03-18T20:07:00Z
S00779,X0005388,41319083,2025-02-26T02:43:00Z
S01220,D0041961,13377760,2025-03-22T00:29:00Z
S01698,D0058856,21639560,2025-03-02T01:56:00Z
S01018,D0035336,23033725,2025-03-15T02:55:00Z
S00974,D0033758,39729910,2025-03-14T02:39:00Z
S01849,X0012775,28689976,2025-04-05T19:46:00Z
S00547,D0019214,54499009,2025-03-25T09:39:00Z
S01938,D0067317,14089590,2025-03-21T08:35:00Z
S00248,D0008689,34539047,2025-03-05T07:28:00Z
S01243,X0008603,44205102,2025-04-04T05:54:00Z
S00798,D0027552,7355577,2025-03-20T03:37:00Z
S00690,D0023840,39728321,2025-03-24T15:11:00Z
S01830,D0063306,31922523,2025-03-28T02:09:00Z
S01248,D0042997,19117353,2025-03-17T02:51:00Z
S01345,D0046595,-1,2025-03-01T22:46:00Z
S00892,X0006143,176836076,2025-02-23T13:04:00Z
S00140,D0004946,15185548,2025-03-21T01:50:00Z
S01161,D0039987,27048224,2025-03-01T16:59:00Z
S00166,X0001148,27506575,2025-04-03T01:05:00Z
S01562,D0054011,46332000,2025-03-13T05:52:00Z
S00510,D0017904,25022356,2025-03-01T19:28:00Z
S01741,D0060282,5282453,2025-03-28T05:27:00Z
S01400,X0009700,33271286,2025-02-28T04:07:00Z
S00794,X0005489,109882534,2025-02-27T01:03:00Z
S01534,D0053034,21961834,2025-03-04T19:49:00Z
S00084,D0003094,38183684,2025-03-17T17:03:00Z
S00203,D0007109,148040285,2025-03-08T23:39:00Z
S00461,X0003175,12385116,2025-02-20T06:15:00Z
S01219,X0008430,72371336,2025-04-04T11:23:00Z
S00772,X0005336,12617149,2025-04-05T01:30:00Z
S00162,D0005696,76360145,2025-03-12T15:37:00Z
S01309,D0045291,25600219,2025-03-10T19:54:00Z
S00810,D0027966,23119645,2025-03-23T12:23:00Z
S00087,D0003225,21835253,2025-03-21T18:04:00Z
S01673,D0057870,-1,2025-03-03T18:27:00Z
S01163,X0008023,14698232,2025-02-21T17:59:00Z
S00854,D0029530,3477038,2025-03-23T13:51:00Z
S00673,D0023330,54868056,2025-03-07T03:23:00Z
S01366,D0047441,27525912,2025-03-14T11:58:00Z
S00964,D0033388,54363974,2025-03-19T04:10:00Z
S01285,X0008933,8958135,2025-04-02T23:29:00Z
S00642,D0022282,22562983,2025-03-01T14:12:00Z
S01212,D0041561,12151432,2025-03-03T03:10:00Z
S00512,D0017969,61774159,2025-03-25T14:14:00Z
S01741,X0012023,41075098,2025-04-03T02:06:00Z
S01014,D0035216,12529897,2025-03-06T11:10:00Z
S00707,D0024378,-1,2025-03-05T17:45:00Z
S00847,D0029354,93811467,2025-03-19T00:34:00Z
S00924,D0031794,30601460,2025-03-01T13:18:00Z
S01102,D0038120,10216865,2025-03-04T06:13:00Z
S00989,D0034353,99578321,2025-03-25T16:45:00Z
S01290,D0044616,48372147,2025-03-15T03:00:00Z
S01638,D0056695,-1,2025-03-01T03:04:00Z
S00310,D0010655,17975211,2025-03-22T21:04:00Z
S00295,D0010133,45502234,2025-03-16T08:35:00Z
S00067,X0000457,33918901,2025-02-20T17:11:00Z
S01247,X0008633,31618344,2025-02-26T13:32:00Z
S01231,D0042300,26991673,2025-03-08T02:45:00Z
S01257,D0043321,17749240,2025-03-11T19:18:00Z
S00058,D0002116,36846708,2025-03-26T11:35:00Z
S01629,D0056332,49502560,2025-03-26T08:53:00Z
S00143,D0005123,58452431,2025-03-06T07:58:00Z
S01759,D0060789,24539968,2025-03-21T23:19:00Z
S00999,D0034746,2962954,2025-03-26T08:36:00Z
S01022,D0035452,16320147,2025-03-04T20:50:00Z
S00055,D0002066,16481217,2025-03-22T11:15:00Z
S00774,D0026707,14188972,2025-03-13T05:02:00Z
S00856,D0029591,126535395,2025-03-10T05:49:00Z
S00898,D0030937,25345852,2025-03-19T03:51:00Z
S01355,D0046996,35745830,2025-03-25T00:38:00Z
S00731,D0025212,83649471,2025-03-07T10:23:00Z
S01813,D0062750,74561645,2025-03-11T20:41:00Z
S01238,D0042597,18661693,2025-03-06T22:35:00Z
S01410,D0048907,49017928,2025-03-25T00:33:00Z
S01712,X0011817,10639580,2025-02-27T00:49:00Z
S01869,D0064766,7850209,2025-03-12T18:27:00Z
S00260,D0009124,15103451,2025-03-23T13:47:00Z
S01719,D0059583,3932067,2025-03-21T11:16:00Z
S00461,D0016154,41445039,2025-03-28T01:04:00Z
S01829,D0063285,27734779,2025-03-06T22:50:00Z
S00025,D0000996,97891891,2025-03-27T06:00:00Z
S00122,D0004346,21523791,2025-03-14T13:35:00Z
S01045,D0036249,48748048,2025-03-23T18:21:00Z
S01201,D0041259,13720120,2025-03-17T10:00:00Z
S00114,D0004120,30500329,2025-03-28T07:10:00Z
S00435,D0015302,121897216,2025-03-12T07:52:00Z
S00656,D0022803,56562093,2025-03-05T08:53:00Z
S00978,D0033941,6108193,2025-03-04T12:00:00Z
S01843,D0063847,6380684,2025-03-28T23:43:00Z
S01677,D0057987,36185908,2025-03-07T19:01:00Z
S00110,D0003951,18148485,2025-03-21T14:04:00Z
S00829,D0028694,11908427,2025-03-24T17:52:00Z
S01852,D0064140,71039992,2025-03-25T03:21:00Z
S01130,D0039016,7947606,2025-03-07T20:30:00Z
S00735,D0025395,75955441,2025-03-21T21:16:00Z
S00839,D0029075,9047082,2025-03-15T12:28:00Z
S01969,D0068379,-1,2025-03-18T04:24:00Z
S01246,X0008629,89600417,2025-04-02T02:46:00Z
S01546,D0053419,51608614,2025-03-06T18:02:00Z
S00160,D0005622,40062601,2025-03-18T18:54:00Z
S01654,D0057310,3444847,2025-03-02T14:14:00Z
S00161,D0005675,79589970,2025-03-23T23:17:00Z
S00936,D0032282,7053574,2025-03-01T08:50:00Z
S01426,D0049401,31088733,2025-03-23T02:57:00Z
S00064,D0002315,24257152,2025-03-20T01:00:00Z
S01670,D0057796,43541337,2025-03-06T04:40:00Z
S00964,D0033395,8391655,2025-03-13T20:55:00Z
S01252,X0008682,20879464,2025-02-22T00:50:00Z
S00356,D0012382,35638099,2025-03-26T14:55:00Z
S01928,D0066999,14060829,2025-03-11T09:33:00Z
S01764,X0012199,41413727,2025-02-27T01:26:00Z
S01172,D0040363,55182991,2025-03-10T18:55:00Z
S01510,D0052176,79308359,2025-03-20T09:39:00Z
S00021,D0000815,10120084,2025-03-13T05:27:00Z
S00666,D0023096,11675449,2025-03-15T18:30:00Z
S00238,D0008316,85598158,2025-03-08T09:29:00Z
S00494,X0003420,43255574,2025-04-03T20:48:00Z
S01768,D0061198,7294259,2025-03-03T02:11:00Z
S01760,D0060853,10870138,2025-03-01T20:38:00Z
S00617,D0021472,25917359,2025-03-10T02:39:00Z
S01838,D0063633,90718264,2025-03-13T12:25:00Z
S00780,D0026986,7507441,2025-03-03T14:09:00Z
S01795,X0012401,27709747,2025-02-21T15:01:00Z
S00967,D0033509,24403381,2025-03-27T02:23:00Z
S01888,D0065554,15180159,2025-03-14T11:53:00Z
S01049,D0036363,51234372,2025-03-20T16:18:00Z
S01959,D0068033,19863881,2025-03-10T10:07:00Z
S00903,D0031111,49824405,2025-03-20T07:07:00Z
S00701,D0024192,80847500,2025-03-24T11:06:00Z
S00325,D0011155,94524832,2025-03-24T05:37:00Z
S00987,D0034292,192081769,2025-03-14T09:49:00Z
S01302,D0045049,28073028,2025-03-09T05:58:00Z
S00712,D0024521,12822962,2025-03-03T13:37:00Z
S01532,D0052940,57198996,2025-03-13T17:25:00Z
S00242,X0001660,11393809,2025-02-27T19:21:00Z
S01087,D0037655,19445396,2025-03-13T08:45:00Z
S01466,X0010123,96788645,2025-04-05T08:40:00Z
S00625,D0021790,29632537,2025-03-01T07:18:00Z
S00071,D0002565,12287775,2025-03-15T12:29:00Z
S00335,D0011654,79804417,2025-03-01T09:43:00Z
S00271,D0009444,25867080,2025-03-12T20:59:00Z
S00384,D0013490,19412596,2025-03-26T01:19:00Z
S00715,D0024645,159198085,2025-03-02T15:36:00Z
S00900,D0030984,15143310,2025-03-24T02:04:00Z
S00622,X0004313,21280954,2025-02-24T09:26:00Z
S00218,D0007627,24318481,2025-03-05T08:36:00Z
S00118,X0000815,17560388,2025-04-02T12:36:00Z
S01521,D0052524,7609166,2025-03-24T06:35:00Z
S00485,D0016982,7603118,2025-03-04T14:55:00Z
S01181,X0008157,21511974,2025-04-05T21:35:00Z
S01599,D0055145,16817136,2025-03-12T02:30:00Z
S01706,D0059139,-1,2025-03-01T23:21:00Z
S01833,D0063425,14673338,2025-03-27T02:37:00Z
S00379,D0013220,26396754,2025-03-03T00:24:00Z
S01505,D0052031,65730303,2025-03-23T04:17:00Z
S00414,D0014481,31332665,2025-03-28T04:34:00Z
S00831,D0028764,27945150,2025-03-23T14:08:00Z
S00074,D0002691,103542632,2025-03-03T19:08:00Z
S01656,D0057359,10707136,2025-03-01T13:51:00Z
S01066,X0007380,18801197,2025-02-21T17:09:00Z
S00345,D0011949,31701213,2025-03-02T15:29:00Z
S01546,D0053416,15339288,2025-03-22T18:59:00Z
S01873,D0064923,37103095,2025-03-09T03:50:00Z
S00065,D0002326,41702681,2025-03-25T04:17:00Z
S01396,X0009675,29286900,2025-04-04T15:11:00Z
S00433,D0015217,30145104,2025-03-22T16:33:00Z
S01362,D0047282,11312905,2025-03-07T09:24:00Z
S00044,D0001698,37312991,2025-03-25T06:57:00Z
S01872,D0064870,20090918,2025-03-02T19:28:00Z
S00738,X0005121,20977780,2025-04-04T00:21:00Z
S00060,X0000413,18613730,2025-02-22T00:19:00Z
S00765,D0026375,13789897,2025-03-02T12:46:00Z
S00009,D0000397,35400375,2025-03-05T07:19:00Z
S01344,X0009322,26216458,2025-02-27T12:18:00Z
S00983,D0034150,13863702,2025-03-23T13:32:00Z
S00683,D0023701,15014166,2025-03-02T06:32:00Z
S01195,D0041025,6585956,2025-03-07T19:03:00Z
S01317,D0045552,40206279,2025-03-10T03:56:00Z
