customer_id,name,segment,signup_date
C01567,Customer C01567,CONSUMER,2020-10-07
C01568,Customer C01568,SMB,2023-12-25
C01569,Customer C01569,SMB,2018-11-13
C01570,Customer C01570,SMB,2021-08-23
C01571,Customer C01571,ENTERPRISE,2019-06-07
C01572,Customer C01572,SMB,2020-08-27
C01573,Customer C01573,ENTERPRISE,2021-07-24
C01574,Customer C01574,ENTERPRISE,2022-02-25
C01575,Customer C01575,CONSUMER,2019-10-19
C01576,Customer C01576,SMB,2023-08-13
C01577,Customer C01577,SMB,2021-08-01
C01578,Customer C01578,ENTERPRISE,2024-03-09
C01579,Customer C01579,CONSUMER,2018-10-26
C01580,Customer C01580,CONSUMER,2022-07-20
C01581,Customer C01581,SMB,2023-04-08
C01582,Customer C01582,ENTERPRISE,2024-10-12
C01583,Customer C01583,ENTERPRISE,2020-02-13
C01584,Customer C01584,CONSUMER,2020-10-27
C01585,Customer C01585,CONSUMER,2022-05-14
C01586,Customer C01586,CONSUMER,2022-05-07
C01587,Customer C01587,ENTERPRISE,2021-10-15
C01588,Customer C01588,ENTERPRISE,2023-09-26
C01589,Customer C01589,SMB,2018-06-10
C01590,Customer C01590,ENTERPRISE,2024-06-07
C01591,Customer C01591,CONSUMER,2018-11-20
C01592,Customer C01592,SMB,2021-10-12
C01593,Customer C01593,ENTERPRISE,2020-01-17
C01594,Customer C01594,SMB,2019-07-08
C01595,Customer C01595,SMB,2018-06-18
C01596,Customer C01596,ENTERPRISE,2020-04-07
C01597,Customer C01597,SMB,2018-04-10
C01598,Customer C01598,SMB,2018-03-23
C01599,Customer C01599,ENTERPRISE,2023-06-04
C01600,Customer C01600,SMB,2018-08-05
C01601,Customer C01601,ENTERPRISE,2024-09-09
C01602,Customer C01602,CONSUMER,2019-10-06
C01603,Customer C01603,ENTERPRISE,2022-01-11
C01604,Customer C01604,SMB,2021-05-08
C01605,Customer C01605,CONSUMER,2022-07-08
C01606,Customer C01606,ENTERPRISE,2024-11-09
C01607,Customer C01607,CONSUMER,2020-08-16
C01608,Customer C01608,SMB,2024-04-09
C01609,Customer C01609,CONSUMER,2023-11-17
C01610,Customer C01610,CONSUMER,2023-04-19
C01611,Customer C01611,SMB,2020-06-13
C01612,Customer C01612,SMB,2020-01-28
C01613,Customer C01613,CONSUMER,2018-03-07
C01614,Customer C01614,ENTERPRISE,2018-04-19
C01615,Customer C01615,CONSUMER,2020-05-22
C01616,Customer C01616,SMB,2021-12-28
C01617,Customer C01617,SMB,2019-12-05
C01618,Customer C01618,ENTERPRISE,2021-04-01
C01619,Customer C01619,CONSUMER,2024-01-07
C01620,Customer C01620,CONSUMER,2024-08-03
C01621,Customer C01621,CONSUMER,2018-09-20
C01622,Customer C01622,ENTERPRISE,2022-03-26
C01623,Customer C01623,ENTERPRISE,2019-02-15
C01624,Customer C01624,ENTERPRISE,2020-05-27
C01625,Customer C01625,ENTERPRISE,2019-01-28
C01626,Customer C01626,SMB,2023-03-15
C01627,Customer C01627,CONSUMER,2018-10-27
C01628,Customer C01628,CONSUMER,2020-05-19
C01629,Customer C01629,SMB,2023-09-10
C01630,Customer C01630,SMB,2020-07-28
C01631,Customer C01631,CONSUMER,2020-05-20
C01632,Customer C01632,SMB,2024-05-20
C01633,Customer C01633,SMB,2022-03-06
C01634,Customer C01634,CONSUMER,2021-09-09
C01635,Customer C01635,ENTERPRISE,2020-09-04
C01636,Customer C01636,SMB,2020-01-18
C01637,Customer C01637,SMB,2023-05-05
C01638,Customer C01638,SMB,2023-04-14
C01639,Customer C01639,ENTERPRISE,2022-12-06
C01640,Customer C01640,CONSUMER,2022-11-19
C01641,Customer C01641,CONSUMER,2021-02-25
C01642,Customer C01642,ENTERPRISE,2018-10-26
C01643,Customer C01643,SMB,2020-10-19
C01644,Customer C01644,ENTERPRISE,2020-06-18
C01645,Customer C01645,ENTERPRISE,2024-11-16
C01646,Customer C01646,ENTERPRISE,2020-07-07
C01647,Customer C01647,SMB,2024-06-27
C01648,Customer C01648,ENTERPRISE,2023-04-12
C01649,Customer C01649,ENTERPRISE,2020-06-25
C01650,Customer C01650,SMB,2022-10-04
C01651,Customer C01651,ENTERPRISE,2020-12-24
C01652,Customer C01652,CONSUMER,2019-12-01
C01653,Customer C01653,ENTERPRISE,2019-09-18
C01654,Customer C01654,SMB,2020-03-25
C01655,Customer C01655,CONSUMER,2021-11-21
C01656,Customer C01656,SMB,2024-11-12
C01657,Customer C01657,ENTERPRISE,2021-11-15
C01658,Customer C01658,ENTERPRISE,2022-11-10
C01659,Customer C01659,CONSUMER,2020-12-21
C01660,Customer C01660,SMB,2018-04-09
C01661,Customer C01661,CONSUMER,2020-05-16
C01662,Customer C01662,SMB,2024-08-02
C01663,Customer C01663,CONSUMER,2024-11-28
C01664,Customer C01664,CONSUMER,2019-02-03
C01665,Customer C01665,SMB,2020-07-07
C01666,Customer C01666,SMB,2018-01-19
C01667,Customer C01667,SMB,2023-06-23
C01668,Customer C01668,CONSUMER,2019-01-02
C01669,Customer C01669,ENTERPRISE,2023-02-28
C01670,Customer C01670,CONSUMER,2022-08-08
C01671,Customer C01671,SMB,2023-04-19
C01672,Customer C01672,SMB,2019-05-28
C01673,Customer C01673,SMB,2018-12-03
C01674,Customer C01674,ENTERPRISE,2020-02-21
C01675,Customer C01675,CONSUMER,2022-11-08
C01676,Customer C01676,SMB,2022-03-24
C01677,Customer C01677,CONSUMER,2021-05-18
C01678,Customer C01678,ENTERPRISE,2023-10-11
C01679,Customer C01679,CONSUMER,2022-07-11
C01680,Customer C01680,SMB,2023-08-10
C01681,Customer C01681,ENTERPRISE,2018-12-12
C01682,Customer C01682,ENTERPRISE,2021-10-10
C01683,Customer C01683,SMB,2021-02-28
C01684,Customer C01684,CONSUMER,2022-11-25
C01685,Customer C01685,CONSUMER,2024-10-16
C01686,Customer C01686,CONSUMER,2021-04-28
C01687,Customer C01687,CONSUMER,2022-03-26
C01688,Customer C01688,SMB,2022-03-09
C01689,Customer C01689,CONSUMER,2019-05-28
C01690,Customer C01690,CONSUMER,2024-11-17
C01691,Customer C01691,ENTERPRISE,2023-04-08
C01692,Customer C01692,ENTERPRISE,2018-11-25
C01693,Customer C01693,ENTERPRISE,2021-05-21
C01694,Customer C01694,ENTERPRISE,2023-01-04
C01695,Customer C01695,ENTERPRISE,2023-08-20
C01696,Customer C01696,ENTERPRISE,2024-09-23
C01697,Customer C01697,SMB,2023-07-17
C01698,Customer C01698,ENTERPRISE,2024-03-22
C01699,Customer C01699,CONSUMER,2023-02-08
C01700,Customer C01700,SMB,2023-05-11
C01701,Customer C01701,ENTERPRISE,2023-03-01
C01702,Customer C01702,SMB,2021-01-19
C01703,Customer C01703,SMB,2020-02-23
C01704,Customer C01704,ENTERPRISE,2020-01-11
C01705,Customer C01705,ENTERPRISE,2021-12-09
C01706,Customer C01706,SMB,2019-02-24
C01707,Customer C01707,SMB,2020-04-02
C01708,Customer C01708,CONSUMER,2024-04-05
C01709,Customer C01709,CONSUMER,2022-12-02
C01710,Customer C01710,ENTERPRISE,2019-10-08
C01711,Customer C01711,CONSUMER,2024-12-06
C01712,Customer C01712,SMB,2023-06-09
C01713,Customer C01713,SMB,2024-11-28
C01714,Customer C01714,CONSUMER,2019-07-04
C01715,Customer C01715,CONSUMER,2020-01-18
C01716,Customer C01716,SMB,2023-05-10
C01717,Customer C01717,SMB,2019-03-06
C01718,Customer C01718,ENTERPRISE,2021-08-06
C01719,Customer C01719,SMB,2019-09-08
C01720,Customer C01720,CONSUMER,2021-12-15
C01721,Customer C01721,ENTERPRISE,2024-05-28
C01722,Customer C01722,SMB,2023-07-10
C01723,Customer C01723,ENTERPRISE,2020-03-02
C01724,Customer C01724,CONSUMER,2019-07-27
C01725,Customer C01725,SMB,2023-05-16
C01726,Customer C01726,CONSUMER,2020-09-13
C01727,Customer C01727,SMB,2018-06-22
C01728,Customer C01728,SMB,2018-08-18
C01729,Customer C01729,SMB,2019-09-24
C01730,Customer C01730,ENTERPRISE,2021-08-21
C01731,Customer C01731,CONSUMER,2020-08-22
C01732,Customer C01732,SMB,2020-05-20
C01733,Customer C01733,CONSUMER,2023-03-17
C01734,Customer C01734,ENTERPRISE,2021-12-26
C01735,Customer C01735,CONSUMER,2019-09-02
C01736,Customer C01736,ENTERPRISE,2022-11-13
C01737,Customer C01737,CONSUMER,2021-09-17
C01738,Customer C01738,CONSUMER,2020-03-04
C01739,Customer C01739,ENTERPRISE,2019-12-23
C01740,Customer C01740,ENTERPRISE,2020-09-23
C01741,Customer C01741,SMB,2024-06-08
C01742,Customer C01742,ENTERPRISE,2019-09-11
C01743,Customer C01743,SMB,2019-06-10
C01744,Customer C01744,ENTERPRISE,2023-04-27
C01745,Customer C01745,ENTERPRISE,2022-11-05
C01746,Customer C01746,CONSUMER,2023-11-11
C01747,Customer C01747,CONSUMER,2019-12-27
C01748,Customer C01748,CONSUMER,2021-10-05
C01749,Customer C01749,CONSUMER,2022-02-28
C01750,Customer C01750,SMB,2022-12-13
C01751,Customer C01751,ENTERPRISE,2021-04-08
C01752,Customer C01752,SMB,2024-03-12
C01753,Customer C01753,ENTERPRISE,2018-12-10
C01754,Customer C01754,CONSUMER,2018-02-23
C01755,Customer C01755,ENTERPRISE,2021-12-15
C01756,Customer C01756,SMB,2018-08-01
C01757,Customer C01757,SMB,2018-05-22
C01758,Customer C01758,CONSUMER,2020-01-16
C01759,Customer C01759,CONSUMER,2023-01-23
C01760,Customer C01760,SMB,2018-12-02
C01761,Customer C01761,ENTERPRISE,2018-03-17
C01762,Customer C01762,ENTERPRISE,2019-01-15
C01763,Customer C01763,SMB,2019-05-01
C01764,Customer C01764,ENTERPRISE,2023-01-18
C01765,Customer C01765,SMB,2023-08-03
C01766,Customer C01766,SMB,2019-10-08
C01767,Customer C01767,SMB,2019-04-09
C01768,Customer C01768,CONSUMER,2021-05-23
C01769,Customer C01769,SMB,2018-04-17
C01770,Customer C01770,CONSUMER,2018-01-10
C01771,Customer C01771,CONSUMER,2024-07-07
C01772,Customer C01772,CONSUMER,2019-03-02
C01773,Customer C01773,ENTERPRISE,2018-02-11
C01774,Customer C01774,SMB,2021-11-17
C01775,Customer C01775,CONSUMER,2019-02-12
C01776,Customer C01776,ENTERPRISE,2023-11-21
C01777,Customer C01777,SMB,2019-09-13
C01778,Customer C01778,CONSUMER,2024-03-18
C01779,Customer C01779,CONSUMER,2023-05-01
C01780,Customer C01780,ENTERPRISE,2019-03-25
C01781,Customer C01781,CONSUMER,2020-05-10
C01782,Customer C01782,SMB,2019-01-08
C01783,Customer C01783,ENTERPRISE,2021-02-28
C01784,Customer C01784,ENTERPRISE,2023-06-20
C01785,Customer C01785,CONSUMER,2018-05-25
C01786,Customer C01786,ENTERPRISE,2023-07-21
C01787,Customer C01787,CONSUMER,2024-02-02
C01788,Customer C01788,ENTERPRISE,2023-01-23
C01789,Customer C01789,ENTERPRISE,2023-03-18
C01790,Customer C01790,SMB,2020-10-04
C01791,Customer C01791,CONSUMER,2018-01-18
C01792,Customer C01792,CONSUMER,2022-12-21
C01793,Customer C01793,SMB,2023-06-19
C01794,Customer C01794,SMB,2020-09-04
C01795,Customer C01795,CONSUMER,2018-07-16
C01796,Customer C01796,SMB,2024-02-11
C01797,Customer C01797,ENTERPRISE,2021-02-19
C01798,Customer C01798,CONSUMER,2018-04-24
C01799,Customer C01799,ENTERPRISE,2024-08-05
C01800,Customer C01800,CONSUMER,2023-01-12
C01801,Customer C01801,SMB,2022-11-12
C01802,Customer C01802,CONSUMER,2022-06-13
C01803,Customer C01803,ENTERPRISE,2022-06-14
C01804,Customer C01804,ENTERPRISE,2023-09-16
C01805,Customer C01805,CONSUMER,2020-12-09
C01806,Customer C01806,SMB,2018-03-22
C01807,Customer C01807,CONSUMER,2023-08-25
C01808,Customer C01808,SMB,2018-01-21
C01809,Customer C01809,ENTERPRISE,2022-03-12
C01810,Customer C01810,CONSUMER,2021-02-06
C01811,Customer C01811,SMB,2023-12-21
C01812,Customer C01812,CONSUMER,2018-10-25
C01813,Customer C01813,SMB,2024-01-16
C01814,Customer C01814,CONSUMER,2022-01-22
C01815,Customer C01815,SMB,2023-02-13
C01816,Customer C01816,ENTERPRISE,2024-08-18
C01817,Customer C01817,ENTERPRISE,2020-02-28
C01818,Customer C01818,ENTERPRISE,2022-02-16
C01819,Customer C01819,ENTERPRISE,2020-04-18
C01820,Customer C01820,ENTERPRISE,2021-04-01
C01821,Customer C01821,SMB,2022-06-19
C01822,Customer C01822,SMB,2023-05-04
C01823,Customer C01823,SMB,2024-11-22
C01824,Customer C01824,CONSUMER,2022-01-01
C01825,Customer C01825,ENTERPRISE,2019-06-11
C01826,Customer C01826,CONSUMER,2024-12-26
C01827,Customer C01827,SMB,2023-06-06
C01828,Customer C01828,CONSUMER,2023-11-08
C01829,Customer C01829,CONSUMER,2021-11-22
C01830,Customer C01830,CONSUMER,2018-07-01
C01831,Customer C01831,CONSUMER,2019-09-25
C01832,Customer C01832,CONSUMER,2022-09-13
C01833,Customer C01833,SMB,2020-06-10
C01834,Customer C01834,SMB,2020-05-06
C01835,Customer C01835,ENTERPRISE,2019-10-20
C01836,Customer C01836,SMB,2018-05-24
C01837,Customer C01837,CONSUMER,2018-02-20
C01838,Customer C01838,CONSUMER,2022-04-20
C01839,Customer C01839,ENTERPRISE,2020-08-11
C01840,Customer C01840,SMB,2018-02-09
C01841,Customer C01841,CONSUMER,2023-02-08
C01842,Customer C01842,SMB,2021-09-23
C01843,Customer C01843,SMB,2019-07-04
C01844,Customer C01844,SMB,2020-02-23
C01845,Customer C01845,ENTERPRISE,2020-03-08
C01846,Customer C01846,SMB,2018-05-17
C01847,Customer C01847,ENTERPRISE,2021-08-17
C01848,Customer C01848,SMB,2018-05-26
C01849,Customer C01849,SMB,2024-04-22
C01850,Customer C01850,SMB,2020-10-21
C01851,Customer C01851,CONSUMER,2022-04-06
C01852,Customer C01852,CONSUMER,2024-06-19
C01853,Customer C01853,ENTERPRISE,2022-09-27
C01854,Customer C01854,CONSUMER,2019-03-24
C01855,Customer C01855,SMB,2019-01-01
C01856,Customer C01856,SMB,2022-09-09
C01857,Customer C01857,CONSUMER,2019-06-25
C01858,Customer C01858,SMB,2022-03-18
C01859,Customer C01859,ENTERPRISE,2020-03-05
C01860,Customer C01860,ENTERPRISE,2020-05-24
C01861,Customer C01861,SMB,2022-06-14
C01862,Customer C01862,SMB,2019-10-18
C01863,Customer C01863,CONSUMER,2024-02-16
C01864,Customer C01864,ENTERPRISE,2019-07-05
C01865,Customer C01865,ENTERPRISE,2022-01-06
C01866,Customer C01866,CONSUMER,2020-08-12
C01867,Customer C01867,CONSUMER,2021-07-12
C01868,Customer C01868,SMB,2018-07-21
C01869,Customer C01869,CONSUMER,2018-04-13
C01870,Customer C01870,CONSUMER,2022-03-24
C01871,Customer C01871,CONSUMER,2020-07-27
C01872,Customer C01872,SMB,2023-04-18
C01873,Customer C01873,ENTERPRISE,2020-12-27
C01874,Customer C01874,CONSUMER,2020-06-24
C01875,Customer C01875,ENTERPRISE,2018-08-10
C01876,Customer C01876,SMB,2024-01-23
C01877,Customer C01877,ENTERPRISE,2018-11-01
C01878,Customer C01878,CONSUMER,2018-05-09
C01879,Customer C01879,CONSUMER,2018-09-22
C01880,Customer C01880,CONSUMER,2019-02-27
C01881,Customer C01881,CONSUMER,2023-07-23
C01882,Customer C01882,CONSUMER,2020-02-25
C01883,Customer C01883,CONSUMER,2021-10-04
C01884,Customer C01884,ENTERPRISE,2023-09-12
C01885,Customer C01885,SMB,2021-09-15
C01886,Customer C01886,CONSUMER,2018-10-12
C01887,Customer C01887,CONSUMER,2018-04-05
C01888,Customer C01888,CONSUMER,2023-08-05
C01889,Customer C01889,ENTERPRISE,2023-09-16
C01890,Customer C01890,CONSUMER,2019-04-06
C01891,Customer C01891,SMB,2024-01-21
C01892,Customer C01892,SMB,2019-06-21
C01893,Customer C01893,SMB,2018-10-19
C01894,Customer C01894,CONSUMER,2019-12-01
C01895,Customer C01895,SMB,2019-11-14
C01896,Customer C01896,SMB,2024-09-18
C01897,Customer C01897,ENTERPRISE,2022-02-13
C01898,Customer C01898,ENTERPRISE,2021-06-05
C01899,Customer C01899,SMB,2021-03-22
C01900,Customer C01900,SMB,2024-12-18
C01901,Customer C01901,CONSUMER,2021-11-12
C01902,Customer C01902,SMB,2018-01-17
C01903,Customer C01903,CONSUMER,2022-02-03
C01904,Customer C01904,CONSUMER,2021-08-08
C01905,Customer C01905,ENTERPRISE,2024-10-05
C01906,Customer C01906,ENTERPRISE,2019-11-04
C01907,Customer C01907,SMB,2021-12-09
C01908,Customer C01908,CONSUMER,2024-12-10
C01909,Customer C01909,ENTERPRISE,2020-03-09
C01910,Customer C01910,SMB,2022-01-13
C01911,Customer C01911,ENTERPRISE,2021-05-05
C01912,Customer C01912,SMB,2020-10-15
C01913,Customer C01913,CONSUMER,2019-04-28
C01914,Customer C01914,ENTERPRISE,2020-11-12
C01915,Customer C01915,SMB,2023-09-14
C01916,Customer C01916,CONSUMER,2019-09-10
C01917,Customer C01917,ENTERPRISE,2020-11-05
C01918,Customer C01918,ENTERPRISE,2018-10-23
C01919,Customer C01919,SMB,2021-04-20
C01920,Customer C01920,SMB,2022-02-05
C01921,Customer C01921,SMB,2023-10-01
C01922,Customer C01922,CONSUMER,2021-10-27
C01923,Customer C01923,CONSUMER,2018-07-25
C01924,Customer C01924,CONSUMER,2023-12-09
C01925,Customer C01925,CONSUMER,2023-02-26
C01926,Customer C01926,CONSUMER,2018-12-25
C01927,Customer C01927,CONSUMER,2019-06-09
C01928,Customer C01928,CONSUMER,2021-11-07
C01929,Customer C01929,CONSUMER,2024-12-27
C01930,Customer C01930,SMB,2020-04-17
C01931,Customer C01931,ENTERPRISE,2018-08-01
C01932,Customer C01932,ENTERPRISE,2023-01-13
C01933,Customer C01933,ENTERPRISE,2021-04-11
C01934,Customer C01934,ENTERPRISE,2024-12-18
C01935,Customer C01935,SMB,2019-01-03
C01936,Customer C01936,ENTERPRISE,2018-08-25
C01937,Customer C01937,ENTERPRISE,2021-06-25
C01938,Customer C01938,ENTERPRISE,2023-08-11
C01939,Customer C01939,ENTERPRISE,2020-09-01
C01940,Customer C01940,CONSUMER,2018-07-16
C01941,Customer C01941,ENTERPRISE,2023-09-15
C01942,Customer C01942,CONSUMER,2020-08-19
C01943,Customer C01943,ENTERPRISE,2019-08-08
C01944,Customer C01944,CONSUMER,2020-11-27
C01945,Customer C01945,ENTERPRISE,2023-03-06
C01946,Customer C01946,SMB,2024-08-24
C01947,Customer C01947,CONSUMER,2018-08-25
C01948,Customer C01948,SMB,2020-04-05
C01949,Customer C01949,CONSUMER,2019-10-25
C01950,Customer C01950,CONSUMER,2022-07-01
C01951,Customer C01951,SMB,2023-10-04
C01952,Customer C01952,SMB,2021-10-27
C01953,Customer C01953,CONSUMER,2023-09-28
C01954,Customer C01954,CONSUMER,2023-02-16
C01955,Customer C01955,CONSUMER,2020-05-19
C01956,Customer C01956,CONSUMER,2018-08-10
C01957,Customer C01957,SMB,2021-09-07
C01958,Customer C01958,ENTERPRISE,2020-05-15
C01959,Customer C01959,CONSUMER,2018-04-05
C01960,Customer C01960,SMB,2018-12-26
C01961,Customer C01961,ENTERPRISE,2019-11-16
C01962,Customer C01962,ENTERPRISE,2021-11-09
C01963,Customer C01963,ENTERPRISE,2023-12-27
C01964,Customer C01964,SMB,2020-10-11
C01965,Customer C01965,SMB,2021-01-05
C01966,Customer C01966,ENTERPRISE,2023-01-21
C01967,Customer C01967,CONSUMER,2020-02-11
C01968,Customer C01968,CONSUMER,2024-08-16
C01969,Customer C01969,SMB,2023-03-20
C01970,Customer C01970,ENTERPRISE,2020-01-02
C01971,Customer C01971,ENTERPRISE,2023-11-15
C01972,Customer C01972,CONSUMER,2019-01-13
C01973,Customer C01973,ENTERPRISE,2021-05-14
C01974,Customer C01974,ENTERPRISE,2024-11-10
C01975,Customer C01975,ENTERPRISE,2018-10-21
C01976,Customer C01976,ENTERPRISE,2020-10-17
C01977,Customer C01977,CONSUMER,2024-02-14
C01978,Customer C01978,ENTERPRISE,2024-03-02
C01979,Customer C01979,SMB,2022-11-20
C01980,Customer C01980,CONSUMER,2020-02-20
C01981,Customer C01981,SMB,2024-04-16
C01982,Customer C01982,CONSUMER,2020-05-21
C01983,Customer C01983,ENTERPRISE,2023-10-26
C01984,Customer C01984,ENTERPRISE,2020-09-10
C01985,Customer C01985,SMB,2022-08-19
C01986,Customer C01986,CONSUMER,2022-11-25
C01987,Customer C01987,CONSUMER,2019-02-07
C01988,Customer C01988,ENTERPRISE,2022-08-26
C01989,Customer C01989,CONSUMER,2021-06-12
C01990,Customer C01990,ENTERPRISE,2020-02-23
C01991,Customer C01991,SMB,2018-09-08
C01992,Customer C01992,CONSUMER,2024-08-08
C01993,Customer C01993,CONSUMER,2024-10-27
C01994,Customer C01994,ENTERPRISE,2023-08-20
C01995,Customer C01995,SMB,2021-12-03
C01996,Customer C01996,SMB,2021-05-18
C01997,Customer C01997,CONSUMER,2018-10-06
C01998,Customer C01998,CONSUMER,2019-10-06
C01999,Customer C01999,ENTERPRISE,2021-03-21
C02000,Customer C02000,ENTERPRISE,2022-05-16
C02001,Customer C02001,SMB,2022-01-22
C02002,Customer C02002,ENTERPRISE,2019-10-11
C02003,Customer C02003,ENTERPRISE,2019-11-08
C02004,Customer C02004,SMB,2023-07-11
C02005,Customer C02005,CONSUMER,2024-04-06
C02006,Customer C02006,ENTERPRISE,2023-06-22
C02007,Customer C02007,SMB,2018-01-18
C02008,Customer C02008,ENTERPRISE,2019-04-09
C02009,Customer C02009,SMB,2018-10-23
C02010,Customer C02010,SMB,2023-03-17
C02011,Customer C02011,CONSUMER,2019-08-16
C02012,Customer C02012,CONSUMER,2022-03-17
C02013,Customer C02013,SMB,2023-07-25
C02014,Customer C02014,CONSUMER,2021-02-28
C02015,Customer C02015,SMB,2023-09-28
C02016,Customer C02016,CONSUMER,2018-08-22
C02017,Customer C02017,ENTERPRISE,2019-04-23
C02018,Customer C02018,CONSUMER,2023-01-01
C02019,Customer C02019,SMB,2018-03-27
C02020,Customer C02020,ENTERPRISE,2019-05-08
C02021,Customer C02021,CONSUMER,2022-07-09
C02022,Customer C02022,SMB,2020-08-13
C02023,Customer C02023,CONSUMER,2020-01-18
C02024,Customer C02024,SMB,2020-01-15
C02025,Customer C02025,SMB,2024-02-25
C02026,Customer C02026,SMB,2019-01-12
C02027,Customer C02027,SMB,2021-09-16
C02028,Customer C02028,SMB,2024-01-25
C02029,Customer C02029,SMB,2024-03-10
C02030,Customer C02030,SMB,2021-06-22
C02031,Customer C02031,SMB,2020-03-19
C02032,Customer C02032,CONSUMER,2021-05-09
C02033,Customer C02033,SMB,2021-09-10
C02034,Customer C02034,CONSUMER,2023-04-26
C02035,Customer C02035,ENTERPRISE,2022-01-11
C02036,Customer C02036,SMB,2019-03-04
C02037,Customer C02037,CONSUMER,2020-07-16
C02038,Customer C02038,SMB,2021-09-01
C02039,Customer C02039,CONSUMER,2020-12-03
C02040,Customer C02040,SMB,2018-03-20
C02041,Customer C02041,ENTERPRISE,2019-02-15
C02042,Customer C02042,SMB,2018-10-14
C02043,Customer C02043,ENTERPRISE,2023-11-20
C02044,Customer C02044,SMB,2023-06-20
C02045,Customer C02045,CONSUMER,2023-04-27
C02046,Customer C02046,ENTERPRISE,2019-05-17
C02047,Customer C02047,ENTERPRISE,2024-12-14
C02048,Customer C02048,ENTERPRISE,2021-05-12
C02049,Customer C02049,CONSUMER,2022-02-01
C02050,Customer C02050,SMB,2019-07-18
C02051,Customer C02051,SMB,2018-04-22
C02052,Customer C02052,SMB,2019-10-05
C02053,Customer C02053,ENTERPRISE,2019-02-17
C02054,Customer C02054,ENTERPRISE,2023-04-21
C02055,Customer C02055,CONSUMER,2019-12-27
C02056,Customer C02056,CONSUMER,2024-09-23
C02057,Customer C02057,ENTERPRISE,2018-11-15
C02058,Customer C02058,CONSUMER,2019-03-19
C02059,Customer C02059,ENTERPRISE,2021-12-18
C02060,Customer C02060,CONSUMER,2023-04-14
C02061,Customer C02061,CONSUMER,2020-03-12
C02062,Customer C02062,SMB,2018-12-02
C02063,Customer C02063,CONSUMER,2020-02-24
C02064,Customer C02064,CONSUMER,2018-11-28
C02065,Customer C02065,CONSUMER,2018-03-26
C02066,Customer C02066,CONSUMER,2024-11-01
C02067,Customer C02067,ENTERPRISE,2019-07-04
C02068,Customer C02068,SMB,2018-01-08
C02069,Customer C02069,SMB,2022-02-27
C02070,Customer C02070,CONSUMER,2020-03-09
C02071,Customer C02071,CONSUMER,2022-12-17
C02072,Customer C02072,ENTERPRISE,2018-04-18
C02073,Customer C02073,ENTERPRISE,2024-06-21
C02074,Customer C02074,CONSUMER,2021-12-21
C02075,Customer C02075,ENTERPRISE,2022-10-21
C02076,Customer C02076,CONSUMER,2020-11-01
C02077,Customer C02077,ENTERPRISE,2020-11-15
C02078,Customer C02078,CONSUMER,2018-10-27
C02079,Customer C02079,SMB,2019-09-26
C02080,Customer C02080,ENTERPRISE,2024-03-24
C02081,Customer C02081,CONSUMER,2023-01-15
C02082,Customer C02082,SMB,2019-09-06
C02083,Customer C02083,SMB,2023-01-21
C02084,Customer C02084,ENTERPRISE,2023-07-17
C02085,Customer C02085,CONSUMER,2024-08-16
C02086,Customer C02086,CONSUMER,2019-09-09
C02087,Customer C02087,CONSUMER,2023-01-04
C02088,Customer C02088,CONSUMER,2021-03-08
C02089,Customer C02089,ENTERPRISE,2023-11-09
C02090,Customer C02090,SMB,2023-12-27
C02091,Customer C02091,CONSUMER,2024-01-06
C02092,Customer C02092,CONSUMER,2021-01-05
C02093,Customer C02093,CONSUMER,2022-11-04
C02094,Customer C02094,CONSUMER,2022-01-12
C02095,Customer C02095,ENTERPRISE,2018-02-21
C02096,Customer C02096,SMB,2023-07-28
C02097,Customer C02097,ENTERPRISE,2024-08-19
C02098,Customer C02098,CONSUMER,2023-12-10
C02099,Customer C02099,SMB,2018-05-04
C02100,Customer C02100,CONSUMER,2024-08-04
C02101,Customer C02101,SMB,2021-07-24
C02102,Customer C02102,CONSUMER,2022-05-18
C02103,Customer C02103,CONSUMER,2019-12-14
C02104,Customer C02104,ENTERPRISE,2019-01-10
C02105,Customer C02105,SMB,2022-10-23
C02106,Customer C02106,SMB,2019-06-04
C02107,Customer C02107,CONSUMER,2024-02-11
C02108,Customer C02108,CONSUMER,2020-08-28
C02109,Customer C02109,CONSUMER,2023-08-20
C02110,Customer C02110,SMB,2018-06-01
C02111,Customer C02111,SMB,2024-02-10
C02112,Customer C02112,CONSUMER,2018-02-17
C02113,Customer C02113,ENTERPRISE,2018-08-25
C02114,Customer C02114,SMB,2020-05-21
C02115,Customer C02115,ENTERPRISE,2019-06-07
C02116,Customer C02116,ENTERPRISE,2020-01-07
C02117,Customer C02117,CONSUMER,2023-02-04
C02118,Customer C02118,ENTERPRISE,2022-12-16
C02119,Customer C02119,CONSUMER,2021-11-26
C02120,Customer C02120,ENTERPRISE,2023-08-07
C02121,Customer C02121,CONSUMER,2023-11-25
C02122,Customer C02122,ENTERPRISE,2024-08-21
C02123,Customer C02123,SMB,2023-12-19
C02124,Customer C02124,SMB,2021-06-01
C02125,Customer C02125,SMB,2023-06-08
C02126,Customer C02126,CONSUMER,2024-08-20
C02127,Customer C02127,CONSUMER,2021-03-04
C02128,Customer C02128,SMB,2024-10-10
C02129,Customer C02129,CONSUMER,2023-05-03
C02130,Customer C02130,SMB,2024-10-24
C02131,Customer C02131,SMB,2018-01-23
C02132,Customer C02132,SMB,2021-12-03
C02133,Customer C02133,SMB,2024-02-22
C02134,Customer C02134,ENTERPRISE,2021-04-22
