subscription_id,snapshot_date,status,plan_id
S01763,2025-02-24,CANCELLED,P1
S01627,2025-01-26,ACTIVE,P3
S01223,2025-01-22,CANCELLED,P1
S00188,2025-01-21,ACTIVE,P2
S01841,2025-02-19,ACTIVE,P2
S00517,2025-01-09,ACTIVE,P2
S00595,2025-01-12,SUSPENDED,P2
S00969,2025-01-04,CANCELLED,P2
S01010,2025-01-24,ACTIVE,P4
S01200,2025-02-09,ACTIVE,P2
S00050,2025-01-12,ACTIVE,P2
S00657,2025-01-15,ACTIVE,P3
S01048,2025-01-10,ACTIVE,P3
S00635,2025-02-04,CANCELLED,P1
S00971,2025-01-08,CANCELLED,P4
S01879,2025-01-02,CANCELLED,P2
S01342,2025-02-24,ACTIVE,P2
S01325,2025-01-07,SUSPENDED,P2
S00705,2025-02-10,ACTIVE,P4
S00594,2025-01-28,CANCELLED,P4
S01279,2025-01-06,CANCELLED,P4
S00663,2025-02-11,CANCELLED,P4
S01236,2025-01-16,ACTIVE,P4
S00934,2025-01-05,CANCELLED,P3
S01860,2025-01-18,ACTIVE,P2
S01035,2025-02-27,SUSPENDED,P4
S00697,2025-01-28,ACTIVE,P4
S01354,2025-02-21,SUSPENDED,P2
S00969,2025-02-25,CANCELLED,P2
S00400,2025-01-11,ACTIVE,P3
S01257,2025-02-02,CANCELLED,P4
S00203,2025-01-12,ACTIVE,P4
S01408,2025-02-13,SUSPENDED,P2
S01020,2025-01-23,SUSPENDED,P3
S00161,2025-02-18,CANCELLED,P2
S00288,2025-02-26,CANCELLED,P2
S01473,2025-02-09,SUSPENDED,P2
S01467,2025-02-22,CANCELLED,P4
S00880,2025-02-08,ACTIVE,P4
S00936,2025-02-06,CANCELLED,P1
S00515,2025-02-12,SUSPENDED,P1
S01196,2025-02-17,ACTIVE,P3
S01987,2025-02-01,SUSPENDED,P3
S01368,2025-02-18,CANCELLED,P2
S01135,2025-02-25,ACTIVE,P2
S01914,2025-02-03,ACTIVE,P3
S01143,2025-02-01,SUSPENDED,P2
S00991,2025-01-17,SUSPENDED,P4
S01158,2025-01-15,ACTIVE,P4
S00180,2025-01-03,CANCELLED,P4
S00819,2025-02-16,SUSPENDED,P1
S00550,2025-01-02,SUSPENDED,P2
S01599,2025-01-02,CANCELLED,P1
S00987,2025-01-01,SUSPENDED,P3
S01108,2025-01-09,CANCELLED,P1
S00422,2025-02-23,SUSPENDED,P4
S01103,2025-02-04,SUSPENDED,P3
S01382,2025-02-22,ACTIVE,P4
S00488,2025-01-18,CANCELLED,P1
S00015,2025-01-02,CANCELLED,P3
S00772,2025-02-01,SUSPENDED,P1
S00176,2025-02-24,SUSPENDED,P2
S01761,2025-01-15,CANCELLED,P3
S01029,2025-02-13,SUSPENDED,P4
S00653,2025-02-19,ACTIVE,P1
S01422,2025-02-14,ACTIVE,P3
S00348,2025-02-24,SUSPENDED,P3
S00349,2025-02-12,SUSPENDED,P1
S00126,2025-02-07,SUSPENDED,P3
S01191,2025-02-09,SUSPENDED,P2
S00376,2025-02-12,ACTIVE,P3
S01336,2025-02-24,ACTIVE,P4
S00787,2025-02-22,ACTIVE,P3
S00013,2025-02-23,ACTIVE,P4
S00381,2025-02-09,ACTIVE,P3
S00183,2025-02-17,ACTIVE,P2
S00652,2025-02-28,CANCELLED,P4
S00770,2025-01-04,ACTIVE,P2
S01795,2025-02-01,SUSPENDED,P3
S01424,2025-01-10,SUSPENDED,P3
S01604,2025-01-08,SUSPENDED,P1
S00504,2025-02-11,ACTIVE,P1
S00385,2025-02-25,ACTIVE,P2
S01230,2025-02-21,ACTIVE,P3
S01681,2025-01-04,ACTIVE,P2
S00991,2025-01-11,ACTIVE,P3
S00863,2025-02-15,SUSPENDED,P1
S00186,2025-01-19,CANCELLED,P3
S01851,2025-02-20,CANCELLED,P3
S00880,2025-01-25,SUSPENDED,P2
S00059,2025-01-08,CANCELLED,P3
S00274,2025-01-01,ACTIVE,P1
S01087,2025-02-13,CANCELLED,P2
S01267,2025-01-06,ACTIVE,P4
S01283,2025-02-17,SUSPENDED,P4
S01336,2025-01-21,SUSPENDED,P3
S01010,2025-02-07,ACTIVE,P4
S00375,2025-02-01,ACTIVE,P1
S01076,2025-02-01,ACTIVE,P3
S00421,2025-02-23,ACTIVE,P3
S00572,2025-02-16,CANCELLED,P3
S01217,2025-02-10,CANCELLED,P4
S00764,2025-02-20,ACTIVE,P3
S00494,2025-01-15,SUSPENDED,P3
S01457,2025-01-20,SUSPENDED,P2
S00248,2025-01-18,SUSPENDED,P4
S00718,2025-01-03,SUSPENDED,P4
S01885,2025-02-21,ACTIVE,P3
S01117,2025-01-01,CANCELLED,P1
S01692,2025-01-26,SUSPENDED,P2
S01854,2025-02-08,CANCELLED,P1
S01566,2025-01-21,CANCELLED,P3
S00554,2025-01-19,ACTIVE,P3
S01626,2025-02-24,CANCELLED,P1
S01124,2025-02-21,SUSPENDED,P4
S00049,2025-01-14,SUSPENDED,P3
S00331,2025-02-17,ACTIVE,P1
S00749,2025-01-20,ACTIVE,P1
S00577,2025-02-21,SUSPENDED,P1
S00853,2025-01-06,ACTIVE,P3
S01034,2025-01-19,ACTIVE,P1
S00812,2025-01-23,CANCELLED,P2
S01049,2025-01-02,CANCELLED,P3
S00627,2025-02-24,CANCELLED,P4
S01526,2025-02-04,ACTIVE,P2
S01661,2025-01-11,CANCELLED,P2
S00125,2025-01-28,CANCELLED,P2
S01682,2025-01-17,SUSPENDED,P1
S01624,2025-01-08,SUSPENDED,P2
S01909,2025-02-01,CANCELLED,P4
S01877,2025-02-12,SUSPENDED,P2
S01799,2025-01-17,CANCELLED,P4
S01673,2025-02-04,ACTIVE,P3
S01923,2025-02-09,SUSPENDED,P1
S00443,2025-01-04,ACTIVE,P4
S01489,2025-01-26,CANCELLED,P3
S01421,2025-01-01,SUSPENDED,P4
S01145,2025-01-17,ACTIVE,P3
S00655,2025-02-08,ACTIVE,P2
S01458,2025-02-13,CANCELLED,P4
S00134,2025-01-08,SUSPENDED,P1
S01294,2025-01-20,ACTIVE,P1
S01019,2025-02-04,CANCELLED,P2
S00376,2025-01-14,ACTIVE,P4
S01080,2025-02-24,CANCELLED,P4
S00004,2025-01-07,CANCELLED,P1
S01511,2025-01-25,ACTIVE,P4
S00905,2025-02-27,CANCELLED,P1
S00319,2025-01-11,ACTIVE,P3
S00982,2025-01-26,ACTIVE,P2
S00388,2025-01-16,ACTIVE,P2
S00100,2025-01-22,SUSPENDED,P1
S00400,2025-01-10,SUSPENDED,P2
S00905,2025-01-07,SUSPENDED,P2
S00992,2025-02-05,ACTIVE,P1
S01118,2025-02-26,ACTIVE,P4
S00160,2025-01-11,CANCELLED,P2
S01174,2025-01-03,ACTIVE,P3
S01599,2025-02-03,SUSPENDED,P2
S01222,2025-02-28,ACTIVE,P3
S00144,2025-02-06,SUSPENDED,P4
S01742,2025-02-03,ACTIVE,P1
S00727,2025-02-16,SUSPENDED,P2
S01720,2025-01-27,ACTIVE,P2
S00101,2025-02-08,SUSPENDED,P2
S01033,2025-01-21,ACTIVE,P4
S00600,2025-01-25,CANCELLED,P4
S00136,2025-02-23,SUSPENDED,P2
S00294,2025-01-24,CANCELLED,P3
S00940,2025-01-17,SUSPENDED,P4
S01251,2025-02-11,ACTIVE,P2
S00354,2025-02-12,CANCELLED,P3
S01300,2025-02-26,ACTIVE,P2
S00865,2025-01-25,ACTIVE,P4
S01651,2025-02-19,SUSPENDED,P1
S01414,2025-01-01,CANCELLED,P3
S01784,2025-01-08,ACTIVE,P4
S00241,2025-01-25,SUSPENDED,P3
S01441,2025-01-06,ACTIVE,P4
S01243,2025-02-28,SUSPENDED,P1
S00928,2025-02-02,CANCELLED,P2
S00699,2025-01-19,SUSPENDED,P2
S01611,2025-02-24,ACTIVE,P3
S00218,2025-02-06,CANCELLED,P4
S01824,2025-01-18,ACTIVE,P4
S01821,2025-01-05,SUSPENDED,P3
S01928,2025-01-17,SUSPENDED,P2
S01222,2025-02-20,SUSPENDED,P1
S01437,2025-01-28,CANCELLED,P3
S01671,2025-02-19,CANCELLED,P3
S01707,2025-01-12,SUSPENDED,P2
S00232,2025-02-21,SUSPENDED,P4
S00681,2025-01-23,CANCELLED,P1
S01246,2025-02-24,SUSPENDED,P4
S00504,2025-01-23,SUSPENDED,P4
S01548,2025-01-09,CANCELLED,P1
S01083,2025-02-24,SUSPENDED,P3
S00550,2025-02-07,CANCELLED,P3
S01657,2025-01-25,CANCELLED,P2
S01893,2025-01-19,ACTIVE,P4
S01242,2025-01-23,SUSPENDED,P1
S01575,2025-01-05,ACTIVE,P4
S01577,2025-02-06,ACTIVE,P1
S01806,2025-02-07,CANCELLED,P1
S01492,2025-02-13,CANCELLED,P3
S00078,2025-01-07,ACTIVE,P2
S01857,2025-02-18,SUSPENDED,P2
S00325,2025-01-09,SUSPENDED,P3
S00968,2025-02-23,ACTIVE,P4
S01664,2025-02-09,ACTIVE,P2
S01940,2025-02-28,CANCELLED,P4
S00487,2025-01-21,CANCELLED,P2
S00931,2025-02-20,ACTIVE,P3
S00855,2025-01-22,CANCELLED,P3
S00373,2025-01-27,CANCELLED,P1
S00904,2025-02-04,CANCELLED,P4
S00869,2025-01-08,ACTIVE,P2
S00973,2025-02-27,ACTIVE,P4
S01338,2025-01-04,ACTIVE,P1
S00028,2025-02-16,SUSPENDED,P1
S01905,2025-02-07,SUSPENDED,P3
S00725,2025-01-25,ACTIVE,P1
S01621,2025-02-17,SUSPENDED,P1
S00076,2025-02-06,ACTIVE,P1
S00399,2025-01-05,SUSPENDED,P4
S00338,2025-02-06,SUSPENDED,P4
S00872,2025-02-27,CANCELLED,P1
S00701,2025-01-05,CANCELLED,P1
S00076,2025-02-14,CANCELLED,P2
S01770,2025-01-27,ACTIVE,P2
S01999,2025-02-10,CANCELLED,P2
S00557,2025-02-24,SUSPENDED,P2
S00665,2025-01-27,SUSPENDED,P3
S01304,2025-01-14,CANCELLED,P3
S00250,2025-01-14,CANCELLED,P1
S01050,2025-02-20,SUSPENDED,P3
S00326,2025-02-27,SUSPENDED,P1
S00921,2025-02-03,CANCELLED,P4
S01420,2025-02-12,ACTIVE,P1
S01138,2025-02-09,CANCELLED,P4
S01196,2025-02-08,ACTIVE,P3
S01054,2025-02-26,SUSPENDED,P2
S00457,2025-02-21,ACTIVE,P3
S00725,2025-02-03,ACTIVE,P3
S01240,2025-01-09,CANCELLED,P2
S00497,2025-02-24,CANCELLED,P3
S01813,2025-01-05,ACTIVE,P4
S00621,2025-02-14,SUSPENDED,P2
S01351,2025-02-08,CANCELLED,P2
S00164,2025-02-19,SUSPENDED,P2
S01031,2025-01-15,SUSPENDED,P3
S01738,2025-02-13,CANCELLED,P4
S01635,2025-01-14,ACTIVE,P2
S00895,2025-01-10,ACTIVE,P2
S01725,2025-02-27,CANCELLED,P4
S00302,2025-02-08,ACTIVE,P2
S00221,2025-02-10,SUSPENDED,P4
S00316,2025-01-14,SUSPENDED,P1
S00805,2025-02-18,CANCELLED,P1
S01565,2025-01-13,CANCELLED,P4
S00417,2025-02-07,CANCELLED,P2
S01977,2025-01-21,SUSPENDED,P3
S00472,2025-01-10,ACTIVE,P2
S00002,2025-01-16,CANCELLED,P1
S01633,2025-02-05,ACTIVE,P1
S01112,2025-02-02,ACTIVE,P1
S00325,2025-02-02,CANCELLED,P2
S00623,2025-02-10,ACTIVE,P1
S00295,2025-02-20,SUSPENDED,P4
S00444,2025-01-23,ACTIVE,P1
S01232,2025-01-02,CANCELLED,P3
S00016,2025-02-12,SUSPENDED,P4
S00377,2025-02-01,SUSPENDED,P3
S01224,2025-01-04,CANCELLED,P2
S00203,2025-02-14,CANCELLED,P3
S00261,2025-01-13,SUSPENDED,P4
S00226,2025-01-16,CANCELLED,P1
S00641,2025-01-09,CANCELLED,P4
S01824,2025-02-24,ACTIVE,P2
S01802,2025-02-13,CANCELLED,P1
S01047,2025-01-15,ACTIVE,P1
S01677,2025-02-24,ACTIVE,P2
S00942,2025-02-26,ACTIVE,P1
S00249,2025-01-16,SUSPENDED,P4
S01525,2025-01-18,CANCELLED,P1
S00474,2025-01-21,CANCELLED,P2
S00967,2025-01-12,CANCELLED,P4
S01889,2025-02-27,CANCELLED,P2
S01289,2025-02-15,SUSPENDED,P3
S00472,2025-01-09,CANCELLED,P1
S00667,2025-02-24,SUSPENDED,P1
S01618,2025-02-02,CANCELLED,P3
S00048,2025-01-05,ACTIVE,P3
S00947,2025-02-22,ACTIVE,P2
S00365,2025-01-14,CANCELLED,P4
S00054,2025-01-06,SUSPENDED,P3
S00824,2025-02-01,SUSPENDED,P4
S00527,2025-02-19,SUSPENDED,P3
S01294,2025-01-28,SUSPENDED,P4
S01116,2025-01-25,SUSPENDED,P3
S01257,2025-02-21,CANCELLED,P3
S01127,2025-02-26,CANCELLED,P3
S00455,2025-01-13,ACTIVE,P4
S01589,2025-02-21,ACTIVE,P4
S00920,2025-02-18,ACTIVE,P1
S00144,2025-01-24,ACTIVE,P4
S00907,2025-02-19,SUSPENDED,P4
S00462,2025-01-18,CANCELLED,P1
S01172,2025-02-25,ACTIVE,P1
S00878,2025-01-17,CANCELLED,P2
S00557,2025-01-02,CANCELLED,P3
S01414,2025-01-11,SUSPENDED,P2
S01923,2025-02-25,CANCELLED,P4
S00932,2025-02-19,ACTIVE,P3
S01924,2025-01-10,CANCELLED,P4
S00061,2025-01-23,ACTIVE,P2
S00949,2025-02-22,ACTIVE,P3
S01995,2025-02-09,SUSPENDED,P4
S00593,2025-02-16,ACTIVE,P2
S01868,2025-01-06,SUSPENDED,P4
S00017,2025-02-17,ACTIVE,P1
S01364,2025-02-16,SUSPENDED,P3
S01488,2025-01-20,ACTIVE,P3
S01508,2025-02-19,CANCELLED,P1
S00517,2025-01-22,ACTIVE,P3
S00227,2025-01-19,ACTIVE,P1
S00203,2025-02-07,ACTIVE,P1
S00033,2025-01-05,ACTIVE,P2
S00634,2025-02-23,CANCELLED,P3
S00247,2025-01-25,CANCELLED,P4
S00227,2025-01-25,CANCELLED,P1
S00386,2025-01-08,SUSPENDED,P1
S00920,2025-01-15,CANCELLED,P4
S00410,2025-01-16,CANCELLED,P3
S00783,2025-01-06,ACTIVE,P3
S01227,2025-01-26,ACTIVE,P4
S01372,2025-02-13,SUSPENDED,P2
S01873,2025-02-12,ACTIVE,P1
S00900,2025-02-21,SUSPENDED,P3
S00445,2025-01-14,SUSPENDED,P4
S01267,2025-02-23,ACTIVE,P3
S01114,2025-02-27,CANCELLED,P3
S01199,2025-02-08,CANCELLED,P4
S00176,2025-02-20,SUSPENDED,P4
S00225,2025-02-20,SUSPENDED,P3
S00885,2025-02-16,ACTIVE,P4
S01604,2025-01-06,CANCELLED,P3
S01274,2025-01-01,CANCELLED,P1
S00009,2025-01-28,CANCELLED,P3
S00929,2025-02-07,CANCELLED,P3
S01140,2025-01-26,ACTIVE,P3
S01314,2025-02-10,ACTIVE,P3
S01667,2025-02-18,CANCELLED,P2
S01239,2025-01-20,CANCELLED,P2
S01109,2025-02-04,ACTIVE,P3
S01707,2025-01-08,ACTIVE,P2
S01817,2025-01-09,CANCELLED,P2
S00368,2025-02-19,SUSPENDED,P4
S00874,2025-01-15,SUSPENDED,P4
S00654,2025-02-06,SUSPENDED,P1
S00052,2025-02-22,ACTIVE,P1
S01404,2025-01-18,CANCELLED,P1
S00321,2025-01-13,ACTIVE,P1
S01123,2025-02-26,ACTIVE,P3
S01878,2025-01-05,SUSPENDED,P4
S01802,2025-01-01,CANCELLED,P2
S01185,2025-01-23,SUSPENDED,P4
S01035,2025-02-07,CANCELLED,P4
S01125,2025-01-06,CANCELLED,P3
S01343,2025-02-14,CANCELLED,P1
S01894,2025-01-25,CANCELLED,P4
S00352,2025-02-10,SUSPENDED,P3
S01839,2025-01-16,CANCELLED,P4
S00284,2025-02-18,ACTIVE,P3
S01531,2025-01-11,ACTIVE,P4
S00148,2025-02-05,SUSPENDED,P2
S01762,2025-01-02,CANCELLED,P1
S01378,2025-02-11,ACTIVE,P3
S01683,2025-02-22,SUSPENDED,P2
S01082,2025-02-07,CANCELLED,P4
S00844,2025-02-21,ACTIVE,P4
S01191,2025-01-08,SUSPENDED,P1
S00170,2025-02-16,CANCELLED,P4
S00835,2025-01-08,SUSPENDED,P1
S00301,2025-01-14,CANCELLED,P2
S00222,2025-02-14,CANCELLED,P1
S01172,2025-02-16,CANCELLED,P3
S00977,2025-01-20,ACTIVE,P2
S01925,2025-01-17,SUSPENDED,P4
S01901,2025-02-01,ACTIVE,P1
S01649,2025-02-28,ACTIVE,P4
S00863,2025-02-10,CANCELLED,P2
S00374,2025-01-17,ACTIVE,P3
S01774,2025-01-22,ACTIVE,P2
S00155,2025-01-03,SUSPENDED,P4
S01272,2025-02-28,CANCELLED,P3
S00588,2025-02-28,CANCELLED,P2
S01312,2025-02-13,ACTIVE,P2
S00746,2025-01-03,ACTIVE,P2
S01298,2025-02-05,CANCELLED,P3
S01963,2025-01-25,SUSPENDED,P3
S00890,2025-02-25,ACTIVE,P3
S01046,2025-02-10,ACTIVE,P1
S00532,2025-01-10,SUSPENDED,P2
S01126,2025-02-23,CANCELLED,P1
S01988,2025-01-04,SUSPENDED,P3
S01737,2025-02-02,CANCELLED,P1
S00349,2025-01-28,CANCELLED,P3
S01118,2025-01-25,SUSPENDED,P3
S00843,2025-01-10,CANCELLED,P4
S01724,2025-01-04,ACTIVE,P2
S00845,2025-01-19,SUSPENDED,P1
S00086,2025-02-14,CANCELLED,P1
S00819,2025-01-08,SUSPENDED,P1
S00145,2025-01-05,CANCELLED,P3
S00098,2025-01-11,CANCELLED,P3
S01981,2025-02-21,SUSPENDED,P2
S01286,2025-02-05,ACTIVE,P4
S00124,2025-02-02,CANCELLED,P4
S00761,2025-01-19,CANCELLED,P4
S00359,2025-01-05,CANCELLED,P3
S01226,2025-02-09,SUSPENDED,P4
S01784,2025-01-03,CANCELLED,P2
S00864,2025-02-02,ACTIVE,P4
S00188,2025-01-27,ACTIVE,P1
S01199,2025-01-28,SUSPENDED,P3
S00997,2025-01-26,SUSPENDED,P2
S01983,2025-01-17,CANCELLED,P1
S01514,2025-02-06,SUSPENDED,P1
S01331,2025-01-26,SUSPENDED,P3
S00328,2025-01-02,SUSPENDED,P1
S01633,2025-02-07,ACTIVE,P1
S00773,2025-01-21,CANCELLED,P3
S00058,2025-02-10,ACTIVE,P2
S00556,2025-01-19,CANCELLED,P1
S01287,2025-02-12,SUSPENDED,P4
S01872,2025-02-24,ACTIVE,P4
S01505,2025-01-20,CANCELLED,P2
S00311,2025-01-23,ACTIVE,P2
S01690,2025-01-22,CANCELLED,P3
S01259,2025-01-06,SUSPENDED,P1
S00560,2025-02-17,CANCELLED,P1
S00783,2025-01-24,ACTIVE,P2
S01506,2025-01-22,ACTIVE,P1
S00340,2025-01-07,SUSPENDED,P4
S01923,2025-01-21,SUSPENDED,P1
S01007,2025-01-28,CANCELLED,P2
S01198,2025-02-24,ACTIVE,P1
S00520,2025-02-13,CANCELLED,P4
S01484,2025-01-23,SUSPENDED,P4
S01451,2025-02-18,CANCELLED,P2
S01409,2025-02-22,CANCELLED,P1
S01097,2025-02-17,ACTIVE,P2
S00250,2025-02-19,ACTIVE,P4
S00467,2025-01-02,ACTIVE,P3
S00965,2025-02-28,SUSPENDED,P4
S00524,2025-02-07,CANCELLED,P4
S01978,2025-01-14,ACTIVE,P4
S00556,2025-02-05,CANCELLED,P2
S01553,2025-02-05,SUSPENDED,P2
S00684,2025-01-05,SUSPENDED,P3
S00407,2025-02-09,SUSPENDED,P1
S00298,2025-02-16,SUSPENDED,P4
S00877,2025-01-25,SUSPENDED,P2
S01417,2025-01-20,CANCELLED,P4
S01841,2025-02-18,CANCELLED,P3
S01318,2025-01-15,ACTIVE,P4
S01862,2025-02-13,CANCELLED,P4
S00867,2025-02-18,ACTIVE,P2
S01254,2025-02-01,CANCELLED,P2
S00120,2025-02-14,SUSPENDED,P3
S00320,2025-01-02,CANCELLED,P2
S01517,2025-02-09,CANCELLED,P1
S01171,2025-02-18,CANCELLED,P1
S01693,2025-01-02,CANCELLED,P1
S00859,2025-01-15,ACTIVE,P4
S01432,2025-01-09,SUSPENDED,P1
S01021,2025-02-02,ACTIVE,P3
S01347,2025-02-06,ACTIVE,P2
S01648,2025-02-04,ACTIVE,P3
S01341,2025-01-08,CANCELLED,P1
S00812,2025-01-12,SUSPENDED,P3
S01238,2025-02-08,SUSPENDED,P1
S01215,2025-01-07,SUSPENDED,P4
S00018,2025-01-03,ACTIVE,P4
S00985,2025-02-17,SUSPENDED,P2
S00674,2025-02-08,CANCELLED,P2
S01425,2025-01-22,ACTIVE,P3
S01003,2025-02-16,SUSPENDED,P2
S00358,2025-01-27,CANCELLED,P1
S00283,2025-02-13,ACTIVE,P2
S01505,2025-02-08,CANCELLED,P4
S00497,2025-02-10,SUSPENDED,P1
S01794,2025-01-10,CANCELLED,P1
S00258,2025-02-23,CANCELLED,P4
S01201,2025-01-05,SUSPENDED,P2
S01032,2025-02-21,SUSPENDED,P2
S01831,2025-01-24,SUSPENDED,P2
S00583,2025-02-15,ACTIVE,P1
S00871,2025-01-07,ACTIVE,P4
S01192,2025-01-28,CANCELLED,P2
S00501,2025-02-02,ACTIVE,P3
S00877,2025-02-19,ACTIVE,P3
S01811,2025-02-18,SUSPENDED,P1
S00587,2025-01-12,SUSPENDED,P1
S00983,2025-01-20,CANCELLED,P4
S00557,2025-02-22,ACTIVE,P3
S01032,2025-01-14,SUSPENDED,P1
S01803,2025-02-21,ACTIVE,P1
S00164,2025-02-24,SUSPENDED,P2
S01557,2025-02-05,CANCELLED,P2
S01454,2025-01-08,SUSPENDED,P2
S01600,2025-01-16,ACTIVE,P2
S00392,2025-02-03,ACTIVE,P3
S00342,2025-01-18,ACTIVE,P3
S01024,2025-02-05,SUSPENDED,P3
S00417,2025-01-21,ACTIVE,P4
S01154,2025-01-01,ACTIVE,P3
S00753,2025-01-16,SUSPENDED,P3
S00967,2025-01-14,ACTIVE,P4
S01708,2025-02-06,ACTIVE,P1
S01069,2025-02-15,CANCELLED,P2
S00838,2025-02-22,SUSPENDED,P4
S00664,2025-01-12,CANCELLED,P1
S01609,2025-01-21,ACTIVE,P3
S01079,2025-01-18,ACTIVE,P3
S01397,2025-01-06,CANCELLED,P4
S01485,2025-02-27,CANCELLED,P1
S01253,2025-02-14,CANCELLED,P4
S01269,2025-01-05,CANCELLED,P4
S01417,2025-02-06,ACTIVE,P2
S01091,2025-02-20,SUSPENDED,P2
S01860,2025-02-13,ACTIVE,P3
S01043,2025-01-12,ACTIVE,P3
S00858,2025-02-26,ACTIVE,P2
S01397,2025-01-18,SUSPENDED,P1
S00681,2025-01-10,SUSPENDED,P2
S01084,2025-02-15,SUSPENDED,P3
S01469,2025-02-27,SUSPENDED,P4
S00792,2025-01-13,ACTIVE,P3
S01402,2025-02-10,CANCELLED,P3
S01537,2025-02-14,ACTIVE,P3
S00544,2025-02-27,SUSPENDED,P4
S00068,2025-01-01,CANCELLED,P3
S00935,2025-02-09,ACTIVE,P4
S01019,2025-01-08,ACTIVE,P4
S01258,2025-02-02,CANCELLED,P1
S01740,2025-01-24,SUSPENDED,P2
S01501,2025-02-15,ACTIVE,P2
S00593,2025-01-16,SUSPENDED,P3
S01991,2025-02-21,CANCELLED,P2
S01182,2025-02-11,CANCELLED,P3
S01265,2025-02-25,ACTIVE,P4
S01279,2025-01-23,SUSPENDED,P4
S01124,2025-01-09,CANCELLED,P1
S00158,2025-01-09,CANCELLED,P4
S01599,2025-02-10,SUSPENDED,P1
S00669,2025-01-09,ACTIVE,P3
S01884,2025-02-02,CANCELLED,P4
S00703,2025-01-02,CANCELLED,P2
S00259,2025-01-14,SUSPENDED,P3
S00648,2025-01-04,SUSPENDED,P3
S00072,2025-01-17,CANCELLED,P2
S00798,2025-01-16,CANCELLED,P1
S01112,2025-01-17,ACTIVE,P4
S00435,2025-01-19,ACTIVE,P3
S01463,2025-02-05,ACTIVE,P2
S01511,2025-02-25,ACTIVE,P3
S01499,2025-02-12,ACTIVE,P1
S00693,2025-01-15,SUSPENDED,P2
S01447,2025-02-03,SUSPENDED,P1
S00379,2025-02-22,SUSPENDED,P1
S01657,2025-01-19,CANCELLED,P4
S00863,2025-01-02,ACTIVE,P3
S01099,2025-02-22,ACTIVE,P4
S00868,2025-01-22,ACTIVE,P3
S00803,2025-01-22,CANCELLED,P3
S00084,2025-01-17,CANCELLED,P4
S01942,2025-02-13,SUSPENDED,P1
S01882,2025-01-11,CANCELLED,P1
S01594,2025-01-13,ACTIVE,P1
S00262,2025-01-23,CANCELLED,P3
S00215,2025-01-15,SUSPENDED,P1
S01906,2025-01-04,SUSPENDED,P2
S00709,2025-01-17,SUSPENDED,P2
S01624,2025-02-15,ACTIVE,P3
S01215,2025-01-19,CANCELLED,P1
S00011,2025-02-24,CANCELLED,P1
S00216,2025-02-02,SUSPENDED,P4
S00533,2025-02-25,ACTIVE,P3
S00158,2025-02-05,SUSPENDED,P3
S01325,2025-02-02,SUSPENDED,P3
S01264,2025-02-11,SUSPENDED,P3
S01121,2025-02-10,ACTIVE,P1
S00586,2025-02-02,CANCELLED,P3
S01682,2025-02-11,ACTIVE,P3
S00997,2025-02-27,SUSPENDED,P3
S01331,2025-02-22,SUSPENDED,P3
S01467,2025-01-17,CANCELLED,P4
S00828,2025-01-09,ACTIVE,P2
S01668,2025-02-25,ACTIVE,P2
S00381,2025-02-10,SUSPENDED,P3
S01202,2025-01-07,SUSPENDED,P4
S00336,2025-01-03,ACTIVE,P1
S00673,2025-02-23,ACTIVE,P2
S00363,2025-01-06,SUSPENDED,P2
S00394,2025-01-08,SUSPENDED,P1
S00067,2025-02-17,SUSPENDED,P3
S01370,2025-01-22,SUSPENDED,P3
S01363,2025-01-05,CANCELLED,P4
S00738,2025-01-23,ACTIVE,P3
S00438,2025-01-07,ACTIVE,P2
S01771,2025-02-24,ACTIVE,P2
S01372,2025-01-27,SUSPENDED,P3
S00628,2025-02-24,CANCELLED,P1
S00071,2025-02-19,SUSPENDED,P4
S00491,2025-02-04,ACTIVE,P3
S01108,2025-02-01,CANCELLED,P1
S01920,2025-01-09,SUSPENDED,P3
S00810,2025-01-16,ACTIVE,P2
S00268,2025-01-14,ACTIVE,P3
S00974,2025-01-21,CANCELLED,P4
S01596,2025-02-01,SUSPENDED,P4
S01667,2025-02-22,ACTIVE,P3
S00165,2025-01-09,CANCELLED,P3
S01857,2025-02-24,CANCELLED,P1
S00452,2025-02-24,CANCELLED,P1
S00647,2025-01-04,SUSPENDED,P4
S01055,2025-02-10,ACTIVE,P1
S00083,2025-02-07,SUSPENDED,P1
S00833,2025-02-09,SUSPENDED,P3
S00064,2025-01-20,ACTIVE,P1
S01915,2025-02-04,CANCELLED,P3
S00467,2025-02-04,SUSPENDED,P1
S01320,2025-01-27,SUSPENDED,P2
S01870,2025-01-12,CANCELLED,P1
S00762,2025-02-21,CANCELLED,P3
S01512,2025-02-11,SUSPENDED,P4
S01063,2025-02-07,CANCELLED,P4
S00996,2025-01-12,ACTIVE,P2
S00154,2025-01-09,CANCELLED,P3
S00761,2025-01-14,CANCELLED,P4
S01480,2025-02-06,ACTIVE,P1
S00337,2025-01-23,ACTIVE,P4
S01278,2025-01-13,ACTIVE,P3
S00174,2025-01-08,ACTIVE,P3
S01120,2025-02-12,CANCELLED,P3
S01857,2025-02-11,CANCELLED,P4
S01004,2025-01-06,SUSPENDED,P3
S00836,2025-02-09,CANCELLED,P1
S01393,2025-02-02,SUSPENDED,P3
S00237,2025-01-07,CANCELLED,P4
S00781,2025-01-28,ACTIVE,P1
S00793,2025-01-25,ACTIVE,P1
S01419,2025-02-01,CANCELLED,P2
