sim_iccid,status,subscription_id
8901000000000000777,RETIRED,S00278
8901000000000000778,ACTIVE,S00034
8901000000000000779,RETIRED,S00873
8901000000000000780,SPARE,S01206
8901000000000000781,RETIRED,S01451
8901000000000000782,SPARE,S00569
8901000000000000783,RETIRED,S00480
8901000000000000784,SPARE,S00235
8901000000000000785,RETIRED,S01469
8901000000000000786,RETIRED,S00602
8901000000000000787,SPARE,S01274
8901000000000000788,SPARE,S01907
8901000000000000789,SPARE,S00148
8901000000000000790,SPARE,S02000
8901000000000000791,RETIRED,S00709
8901000000000000792,SPARE,S01167
8901000000000000793,RETIRED,S01117
8901000000000000794,ACTIVE,S00560
8901000000000000795,RETIRED,S01137
8901000000000000796,RETIRED,S01421
8901000000000000797,RETIRED,S00623
8901000000000000798,ACTIVE,S01577
8901000000000000799,SPARE,S00863
8901000000000000800,RETIRED,S00111
8901000000000000801,ACTIVE,S01395
8901000000000000802,SPARE,S01829
8901000000000000803,RETIRED,S01608
8901000000000000804,SPARE,S00089
8901000000000000805,ACTIVE,S01263
8901000000000000806,SPARE,S01106
8901000000000000807,ACTIVE,S00239
8901000000000000808,RETIRED,S00575
8901000000000000809,SPARE,S00760
8901000000000000810,ACTIVE,S00939
8901000000000000811,RETIRED,S01421
8901000000000000812,RETIRED,S01753
8901000000000000813,RETIRED,S01520
8901000000000000814,ACTIVE,S01435
8901000000000000815,SPARE,S00936
8901000000000000816,RETIRED,S01034
8901000000000000817,SPARE,S01548
8901000000000000818,ACTIVE,S01705
8901000000000000819,SPARE,S00246
8901000000000000820,RETIRED,S00844
8901000000000000821,ACTIVE,S01436
8901000000000000822,ACTIVE,S00395
8901000000000000823,SPARE,S00170
8901000000000000824,SPARE,S01309
8901000000000000825,RETIRED,S01361
8901000000000000826,SPARE,S00159
8901000000000000827,SPARE,S01619
8901000000000000828,SPARE,S00441
8901000000000000829,SPARE,S01625
8901000000000000830,RETIRED,S00298
8901000000000000831,ACTIVE,S01102
8901000000000000832,RETIRED,S00349
8901000000000000833,RETIRED,S01273
8901000000000000834,ACTIVE,S01592
8901000000000000835,ACTIVE,S01940
8901000000000000836,RETIRED,S01955
8901000000000000837,ACTIVE,S01638
8901000000000000838,RETIRED,S00807
8901000000000000839,SPARE,S00462
8901000000000000840,ACTIVE,S01594
8901000000000000841,RETIRED,S01133
8901000000000000842,RETIRED,S01944
8901000000000000843,RETIRED,S00178
8901000000000000844,SPARE,S01221
8901000000000000845,RETIRED,S01146
8901000000000000846,SPARE,S01212
8901000000000000847,ACTIVE,S00537
8901000000000000848,ACTIVE,S01027
8901000000000000849,ACTIVE,S01272
8901000000000000850,RETIRED,S01378
8901000000000000851,ACTIVE,S01077
8901000000000000852,ACTIVE,S00962
8901000000000000853,ACTIVE,S00196
8901000000000000854,SPARE,S01723
8901000000000000855,RETIRED,S00738
8901000000000000856,RETIRED,S00056
8901000000000000857,RETIRED,S01288
8901000000000000858,RETIRED,S00872
8901000000000000859,RETIRED,S01257
8901000000000000860,RETIRED,S01433
8901000000000000861,RETIRED,S01524
8901000000000000862,RETIRED,S01928
8901000000000000863,RETIRED,S00257
8901000000000000864,RETIRED,S00862
8901000000000000865,RETIRED,S01862
8901000000000000866,ACTIVE,S00768
8901000000000000867,RETIRED,S00386
8901000000000000868,RETIRED,S00433
8901000000000000869,RETIRED,S00323
8901000000000000870,ACTIVE,S00190
8901000000000000871,RETIRED,S00546
8901000000000000872,ACTIVE,S01424
8901000000000000873,RETIRED,S01440
8901000000000000874,ACTIVE,S00252
8901000000000000875,RETIRED,S00074
8901000000000000876,SPARE,S00731
8901000000000000877,ACTIVE,S01870
8901000000000000878,SPARE,S01963
8901000000000000879,SPARE,S01030
8901000000000000880,RETIRED,S01043
8901000000000000881,ACTIVE,S01995
8901000000000000882,ACTIVE,S00019
8901000000000000883,RETIRED,S01610
8901000000000000884,ACTIVE,S00578
8901000000000000885,SPARE,S01264
8901000000000000886,SPARE,S01003
8901000000000000887,SPARE,S00172
8901000000000000888,ACTIVE,S01857
8901000000000000889,RETIRED,S00284
8901000000000000890,RETIRED,S00897
8901000000000000891,ACTIVE,S00812
8901000000000000892,SPARE,S01328
8901000000000000893,SPARE,S01660
8901000000000000894,ACTIVE,S00538
8901000000000000895,RETIRED,S00276
8901000000000000896,RETIRED,S00528
8901000000000000897,SPARE,S01362
8901000000000000898,ACTIVE,S00631
8901000000000000899,RETIRED,S01037
8901000000000000900,ACTIVE,S00001
8901000000000000901,RETIRED,S01883
8901000000000000902,SPARE,S00429
8901000000000000903,RETIRED,S01604
8901000000000000904,ACTIVE,S00235
8901000000000000905,RETIRED,S01345
8901000000000000906,RETIRED,S01402
8901000000000000907,RETIRED,S01291
8901000000000000908,ACTIVE,S01476
8901000000000000909,ACTIVE,S01897
8901000000000000910,RETIRED,S00405
8901000000000000911,ACTIVE,S01499
8901000000000000912,RETIRED,S00011
8901000000000000913,SPARE,S00840
8901000000000000914,SPARE,S01527
8901000000000000915,ACTIVE,S01980
8901000000000000916,ACTIVE,S01681
8901000000000000917,RETIRED,S00478
8901000000000000918,RETIRED,S00279
8901000000000000919,ACTIVE,S00242
8901000000000000920,SPARE,S01708
8901000000000000921,ACTIVE,S00163
8901000000000000922,ACTIVE,S01522
8901000000000000923,RETIRED,S00155
8901000000000000924,RETIRED,S00471
8901000000000000925,SPARE,S00436
8901000000000000926,SPARE,S01798
8901000000000000927,ACTIVE,S00303
8901000000000000928,SPARE,S01673
8901000000000000929,RETIRED,S01264
8901000000000000930,ACTIVE,S00674
8901000000000000931,RETIRED,S01887
8901000000000000932,ACTIVE,S00046
8901000000000000933,ACTIVE,S00512
8901000000000000934,ACTIVE,S00951
8901000000000000935,SPARE,S01965
8901000000000000936,RETIRED,S00333
8901000000000000937,SPARE,S01612
8901000000000000938,ACTIVE,S01914
8901000000000000939,SPARE,S00991
8901000000000000940,ACTIVE,S00176
8901000000000000941,RETIRED,S01354
8901000000000000942,SPARE,S01871
8901000000000000943,SPARE,S01456
8901000000000000944,RETIRED,S01799
8901000000000000945,ACTIVE,S00747
8901000000000000946,RETIRED,S01536
8901000000000000947,ACTIVE,S01200
8901000000000000948,ACTIVE,S00562
8901000000000000949,RETIRED,S00360
8901000000000000950,ACTIVE,S00755
8901000000000000951,SPARE,S01261
8901000000000000952,SPARE,S01460
8901000000000000953,SPARE,S01304
8901000000000000954,ACTIVE,S00148
8901000000000000955,ACTIVE,S00479
8901000000000000956,RETIRED,S00341
8901000000000000957,SPARE,S00253
8901000000000000958,RETIRED,S01658
8901000000000000959,ACTIVE,S01631
8901000000000000960,RETIRED,S00680
8901000000000000961,RETIRED,S01812
8901000000000000962,SPARE,S01774
8901000000000000963,SPARE,S01399
8901000000000000964,SPARE,S01391
8901000000000000965,ACTIVE,S01083
8901000000000000966,RETIRED,S01357
8901000000000000967,SPARE,S00419
8901000000000000968,ACTIVE,S00975
8901000000000000969,SPARE,S00736
8901000000000000970,ACTIVE,S00619
8901000000000000971,SPARE,S00224
8901000000000000972,SPARE,S01782
8901000000000000973,RETIRED,S01261
8901000000000000974,ACTIVE,S01440
8901000000000000975,SPARE,S00415
8901000000000000976,ACTIVE,S00367
8901000000000000977,SPARE,S00184
8901000000000000978,RETIRED,S01803
8901000000000000979,SPARE,S01744
8901000000000000980,RETIRED,S01604
8901000000000000981,RETIRED,S00566
8901000000000000982,ACTIVE,S01862
8901000000000000983,SPARE,S00540
8901000000000000984,SPARE,S01472
8901000000000000985,ACTIVE,S00828
8901000000000000986,RETIRED,S01022
8901000000000000987,ACTIVE,S01504
8901000000000000988,ACTIVE,S00468
8901000000000000989,RETIRED,S00023
8901000000000000990,ACTIVE,S00243
8901000000000000991,RETIRED,S00698
8901000000000000992,RETIRED,S00696
8901000000000000993,ACTIVE,S00207
8901000000000000994,RETIRED,S01603
8901000000000000995,RETIRED,S01486
8901000000000000996,SPARE,S00486
8901000000000000997,RETIRED,S01217
8901000000000000998,ACTIVE,S01312
8901000000000000999,RETIRED,S00680
8901000000000001000,SPARE,S01793
8901000000000001001,RETIRED,S01427
8901000000000001002,SPARE,S01599
8901000000000001003,SPARE,S00623
8901000000000001004,SPARE,S01859
8901000000000001005,SPARE,S00562
8901000000000001006,RETIRED,S01812
8901000000000001007,RETIRED,S00190
8901000000000001008,ACTIVE,S00077
8901000000000001009,SPARE,S00982
8901000000000001010,SPARE,S00563
8901000000000001011,RETIRED,S01172
8901000000000001012,ACTIVE,S01896
8901000000000001013,ACTIVE,S00383
8901000000000001014,RETIRED,S01463
8901000000000001015,SPARE,S00901
8901000000000001016,RETIRED,S00612
8901000000000001017,SPARE,S00482
8901000000000001018,RETIRED,S01471
8901000000000001019,RETIRED,S00059
8901000000000001020,RETIRED,S01276
8901000000000001021,ACTIVE,S00669
8901000000000001022,SPARE,S00828
8901000000000001023,ACTIVE,S01350
8901000000000001024,ACTIVE,S00071
8901000000000001025,SPARE,S00215
8901000000000001026,ACTIVE,S00944
8901000000000001027,SPARE,S00736
8901000000000001028,SPARE,S00386
8901000000000001029,ACTIVE,S01676
8901000000000001030,RETIRED,S00014
8901000000000001031,ACTIVE,S00166
8901000000000001032,RETIRED,S00138
8901000000000001033,SPARE,S01154
8901000000000001034,ACTIVE,S01671
8901000000000001035,ACTIVE,S00219
8901000000000001036,ACTIVE,S00197
8901000000000001037,RETIRED,S01047
8901000000000001038,SPARE,S00727
8901000000000001039,ACTIVE,S00690
8901000000000001040,SPARE,S01841
8901000000000001041,RETIRED,S01021
8901000000000001042,ACTIVE,S00447
8901000000000001043,SPARE,S00493
8901000000000001044,SPARE,S01604
8901000000000001045,RETIRED,S00573
8901000000000001046,RETIRED,S00231
8901000000000001047,RETIRED,S00032
8901000000000001048,SPARE,S00322
8901000000000001049,SPARE,S00037
8901000000000001050,SPARE,S00911
8901000000000001051,RETIRED,S00052
8901000000000001052,SPARE,S00724
8901000000000001053,RETIRED,S00244
8901000000000001054,RETIRED,S00205
8901000000000001055,RETIRED,S00145
8901000000000001056,SPARE,S00039
8901000000000001057,RETIRED,S01985
8901000000000001058,SPARE,S01175
8901000000000001059,RETIRED,S00712
8901000000000001060,RETIRED,S01589
8901000000000001061,SPARE,S00719
8901000000000001062,RETIRED,S01347
8901000000000001063,SPARE,S01402
8901000000000001064,RETIRED,S00364
8901000000000001065,ACTIVE,S00514
8901000000000001066,SPARE,S00606
8901000000000001067,ACTIVE,S01846
8901000000000001068,RETIRED,S00406
8901000000000001069,SPARE,S01037
8901000000000001070,SPARE,S01382
8901000000000001071,ACTIVE,S00553
8901000000000001072,RETIRED,S01934
8901000000000001073,RETIRED,S00216
8901000000000001074,RETIRED,S00988
8901000000000001075,SPARE,S01998
8901000000000001076,ACTIVE,S00155
8901000000000001077,SPARE,S01190
8901000000000001078,SPARE,S01996
8901000000000001079,ACTIVE,S01233
8901000000000001080,ACTIVE,S01881
8901000000000001081,ACTIVE,S01275
8901000000000001082,ACTIVE,S01283
8901000000000001083,SPARE,S01095
8901000000000001084,ACTIVE,S00427
8901000000000001085,RETIRED,S00003
8901000000000001086,ACTIVE,S00616
8901000000000001087,ACTIVE,S01535
8901000000000001088,ACTIVE,S00359
8901000000000001089,SPARE,S01127
8901000000000001090,ACTIVE,S01272
8901000000000001091,ACTIVE,S00089
8901000000000001092,ACTIVE,S00186
8901000000000001093,RETIRED,S01750
8901000000000001094,RETIRED,S00846
8901000000000001095,RETIRED,S00444
8901000000000001096,RETIRED,S01664
8901000000000001097,SPARE,S00329
8901000000000001098,SPARE,S00531
8901000000000001099,RETIRED,S00171
8901000000000001100,SPARE,S01542
8901000000000001101,SPARE,S01049
8901000000000001102,RETIRED,S00287
8901000000000001103,SPARE,S01248
8901000000000001104,RETIRED,S00130
8901000000000001105,ACTIVE,S00208
8901000000000001106,ACTIVE,S01252
8901000000000001107,RETIRED,S01920
8901000000000001108,RETIRED,S01001
8901000000000001109,ACTIVE,S00349
8901000000000001110,RETIRED,S00585
8901000000000001111,RETIRED,S01368
8901000000000001112,SPARE,S01501
8901000000000001113,RETIRED,S01671
8901000000000001114,SPARE,S01305
8901000000000001115,ACTIVE,S00679
8901000000000001116,RETIRED,S00554
8901000000000001117,ACTIVE,S00913
8901000000000001118,SPARE,S01492
8901000000000001119,RETIRED,S00628
8901000000000001120,ACTIVE,S01959
8901000000000001121,SPARE,S00160
8901000000000001122,RETIRED,S00256
8901000000000001123,RETIRED,S00170
8901000000000001124,SPARE,S01353
8901000000000001125,RETIRED,S00637
8901000000000001126,ACTIVE,S01115
8901000000000001127,RETIRED,S01356
8901000000000001128,SPARE,S01183
8901000000000001129,RETIRED,S00208
8901000000000001130,RETIRED,S01128
8901000000000001131,SPARE,S00163
8901000000000001132,RETIRED,S01191
8901000000000001133,SPARE,S00435
8901000000000001134,SPARE,S00076
8901000000000001135,ACTIVE,S01758
8901000000000001136,ACTIVE,S01972
8901000000000001137,SPARE,S01041
8901000000000001138,RETIRED,S00382
8901000000000001139,ACTIVE,S00416
8901000000000001140,SPARE,S01119
8901000000000001141,SPARE,S01993
8901000000000001142,SPARE,S01639
8901000000000001143,SPARE,S00977
8901000000000001144,SPARE,S01612
8901000000000001145,RETIRED,S00211
8901000000000001146,ACTIVE,S00270
8901000000000001147,SPARE,S00549
8901000000000001148,ACTIVE,S01782
8901000000000001149,SPARE,S01802
8901000000000001150,RETIRED,S01917
8901000000000001151,RETIRED,S01777
8901000000000001152,SPARE,S01286
8901000000000001153,SPARE,S00641
8901000000000001154,RETIRED,S01785
8901000000000001155,SPARE,S00432
8901000000000001156,ACTIVE,S00796
8901000000000001157,ACTIVE,S01854
8901000000000001158,SPARE,S00980
8901000000000001159,RETIRED,S01874
8901000000000001160,SPARE,S01049
8901000000000001161,RETIRED,S01365
8901000000000001162,RETIRED,S01772
8901000000000001163,ACTIVE,S00485
8901000000000001164,ACTIVE,S00850
8901000000000001165,RETIRED,S00535
8901000000000001166,ACTIVE,S01822
8901000000000001167,ACTIVE,S01615
8901000000000001168,ACTIVE,S00560
8901000000000001169,RETIRED,S01102
8901000000000001170,RETIRED,S00182
8901000000000001171,RETIRED,S00152
8901000000000001172,SPARE,S01159
8901000000000001173,RETIRED,S01734
8901000000000001174,ACTIVE,S01081
8901000000000001175,ACTIVE,S00089
8901000000000001176,ACTIVE,S00425
8901000000000001177,RETIRED,S00554
8901000000000001178,RETIRED,S00068
8901000000000001179,ACTIVE,S01551
8901000000000001180,SPARE,S00032
8901000000000001181,RETIRED,S01977
8901000000000001182,ACTIVE,S01727
8901000000000001183,RETIRED,S01946
8901000000000001184,RETIRED,S00168
8901000000000001185,RETIRED,S00979
8901000000000001186,ACTIVE,S01818
8901000000000001187,SPARE,S01320
8901000000000001188,SPARE,S01364
8901000000000001189,RETIRED,S00405
8901000000000001190,RETIRED,S00441
8901000000000001191,ACTIVE,S00278
8901000000000001192,RETIRED,S01670
8901000000000001193,ACTIVE,S01953
8901000000000001194,ACTIVE,S00156
8901000000000001195,SPARE,S01204
8901000000000001196,RETIRED,S01710
8901000000000001197,ACTIVE,S01981
8901000000000001198,ACTIVE,S01776
8901000000000001199,RETIRED,S00856
8901000000000001200,RETIRED,S00746
8901000000000001201,ACTIVE,S01308
8901000000000001202,ACTIVE,S00006
8901000000000001203,SPARE,S01461
8901000000000001204,RETIRED,S00762
8901000000000001205,ACTIVE,S01724
8901000000000001206,RETIRED,S01559
8901000000000001207,SPARE,S01152
8901000000000001208,SPARE,S01570
8901000000000001209,SPARE,S00572
8901000000000001210,SPARE,S00387
8901000000000001211,SPARE,S00050
8901000000000001212,RETIRED,S00386
8901000000000001213,RETIRED,S01944
8901000000000001214,RETIRED,S01016
8901000000000001215,ACTIVE,S01356
8901000000000001216,RETIRED,S00544
8901000000000001217,ACTIVE,S01024
8901000000000001218,SPARE,S01873
8901000000000001219,ACTIVE,S01804
8901000000000001220,SPARE,S01885
8901000000000001221,SPARE,S01966
8901000000000001222,SPARE,S00703
8901000000000001223,RETIRED,S01798
8901000000000001224,ACTIVE,S01004
8901000000000001225,SPARE,S00289
8901000000000001226,ACTIVE,S01847
8901000000000001227,RETIRED,S00610
8901000000000001228,RETIRED,S01168
8901000000000001229,RETIRED,S01948
8901000000000001230,SPARE,S00608
8901000000000001231,SPARE,S01458
8901000000000001232,RETIRED,S01930
8901000000000001233,ACTIVE,S01930
8901000000000001234,SPARE,S00229
8901000000000001235,SPARE,S01699
8901000000000001236,ACTIVE,S00922
8901000000000001237,RETIRED,S00390
8901000000000001238,ACTIVE,S01723
8901000000000001239,SPARE,S01207
8901000000000001240,SPARE,S01318
8901000000000001241,SPARE,S00787
8901000000000001242,ACTIVE,S01062
8901000000000001243,SPARE,S01799
8901000000000001244,ACTIVE,S01210
8901000000000001245,RETIRED,S00741
8901000000000001246,RETIRED,S01347
8901000000000001247,ACTIVE,S00330
8901000000000001248,RETIRED,S00281
8901000000000001249,SPARE,S00471
8901000000000001250,RETIRED,S01916
8901000000000001251,SPARE,S00218
8901000000000001252,SPARE,S01721
8901000000000001253,RETIRED,S00829
8901000000000001254,SPARE,S01910
8901000000000001255,SPARE,S00527
8901000000000001256,SPARE,S00494
8901000000000001257,ACTIVE,S00480
8901000000000001258,ACTIVE,S00975
8901000000000001259,ACTIVE,S01930
8901000000000001260,SPARE,S00439
8901000000000001261,SPARE,S01115
8901000000000001262,RETIRED,S00557
8901000000000001263,ACTIVE,S01570
8901000000000001264,ACTIVE,S01419
8901000000000001265,ACTIVE,S01803
8901000000000001266,RETIRED,S01174
8901000000000001267,SPARE,S01399
8901000000000001268,SPARE,S00002
8901000000000001269,SPARE,S01154
8901000000000001270,ACTIVE,S00634
8901000000000001271,RETIRED,S01502
8901000000000001272,SPARE,S01924
8901000000000001273,RETIRED,S01786
8901000000000001274,ACTIVE,S01539
8901000000000001275,RETIRED,S01086
8901000000000001276,RETIRED,S01313
8901000000000001277,RETIRED,S00474
8901000000000001278,SPARE,S01361
8901000000000001279,SPARE,S01049
8901000000000001280,RETIRED,S01041
8901000000000001281,RETIRED,S00492
8901000000000001282,RETIRED,S00087
8901000000000001283,SPARE,S00448
8901000000000001284,SPARE,S01363
8901000000000001285,RETIRED,S01507
8901000000000001286,SPARE,S01567
8901000000000001287,SPARE,S01960
8901000000000001288,ACTIVE,S00175
8901000000000001289,ACTIVE,S01064
8901000000000001290,ACTIVE,S01946
8901000000000001291,RETIRED,S00587
8901000000000001292,RETIRED,S01331
8901000000000001293,SPARE,S00036
8901000000000001294,SPARE,S00577
8901000000000001295,SPARE,S01657
8901000000000001296,SPARE,S00564
8901000000000001297,SPARE,S00870
8901000000000001298,ACTIVE,S01035
8901000000000001299,RETIRED,S01093
8901000000000001300,RETIRED,S00890
8901000000000001301,ACTIVE,S00746
8901000000000001302,ACTIVE,S01589
8901000000000001303,ACTIVE,S00239
8901000000000001304,SPARE,S00394
8901000000000001305,SPARE,S01622
8901000000000001306,ACTIVE,S01667
8901000000000001307,RETIRED,S01298
8901000000000001308,SPARE,S00543
8901000000000001309,SPARE,S00932
8901000000000001310,ACTIVE,S00092
8901000000000001311,RETIRED,S01498
8901000000000001312,RETIRED,S00654
8901000000000001313,ACTIVE,S00945
8901000000000001314,ACTIVE,S00979
8901000000000001315,ACTIVE,S01699
8901000000000001316,SPARE,S00995
8901000000000001317,ACTIVE,S01893
8901000000000001318,RETIRED,S00934
8901000000000001319,SPARE,S01848
8901000000000001320,ACTIVE,S01759
8901000000000001321,RETIRED,S00059
8901000000000001322,SPARE,S00123
8901000000000001323,ACTIVE,S00183
8901000000000001324,RETIRED,S01175
8901000000000001325,ACTIVE,S00946
8901000000000001326,ACTIVE,S00910
8901000000000001327,SPARE,S00972
8901000000000001328,SPARE,S01665
8901000000000001329,SPARE,S00239
8901000000000001330,SPARE,S01861
8901000000000001331,ACTIVE,S01899
8901000000000001332,RETIRED,S00141
8901000000000001333,RETIRED,S01183
8901000000000001334,ACTIVE,S00220
8901000000000001335,ACTIVE,S00348
8901000000000001336,ACTIVE,S01173
8901000000000001337,RETIRED,S00276
8901000000000001338,SPARE,S01004
8901000000000001339,RETIRED,S01194
8901000000000001340,ACTIVE,S01953
8901000000000001341,SPARE,S01430
8901000000000001342,RETIRED,S00139
8901000000000001343,ACTIVE,S00225
8901000000000001344,SPARE,S01655
8901000000000001345,RETIRED,S01166
8901000000000001346,SPARE,S01203
8901000000000001347,ACTIVE,S00687
8901000000000001348,RETIRED,S00278
8901000000000001349,ACTIVE,S01000
8901000000000001350,RETIRED,S01308
8901000000000001351,RETIRED,S01003
8901000000000001352,SPARE,S01176
8901000000000001353,ACTIVE,S00420
8901000000000001354,RETIRED,S01110
8901000000000001355,RETIRED,S00936
8901000000000001356,ACTIVE,S00393
8901000000000001357,RETIRED,S01619
8901000000000001358,RETIRED,S01413
8901000000000001359,RETIRED,S00155
8901000000000001360,ACTIVE,S01049
8901000000000001361,RETIRED,S01613
8901000000000001362,RETIRED,S00456
8901000000000001363,ACTIVE,S01842
8901000000000001364,ACTIVE,S01830
8901000000000001365,ACTIVE,S01810
8901000000000001366,RETIRED,S01465
8901000000000001367,SPARE,S00035
8901000000000001368,ACTIVE,S01402
8901000000000001369,SPARE,S01491
8901000000000001370,ACTIVE,S01610
8901000000000001371,ACTIVE,S00396
8901000000000001372,RETIRED,S00011
8901000000000001373,SPARE,S00351
8901000000000001374,ACTIVE,S00530
8901000000000001375,ACTIVE,S01265
8901000000000001376,RETIRED,S00392
8901000000000001377,SPARE,S01215
8901000000000001378,SPARE,S00592
8901000000000001379,SPARE,S00914
8901000000000001380,ACTIVE,S00525
8901000000000001381,ACTIVE,S01306
8901000000000001382,RETIRED,S00395
8901000000000001383,RETIRED,S00222
8901000000000001384,RETIRED,S00007
8901000000000001385,ACTIVE,S00153
8901000000000001386,ACTIVE,S00514
8901000000000001387,RETIRED,S01991
8901000000000001388,RETIRED,S01669
8901000000000001389,SPARE,S01454
8901000000000001390,SPARE,S01344
8901000000000001391,ACTIVE,S01041
8901000000000001392,RETIRED,S00728
8901000000000001393,RETIRED,S00405
8901000000000001394,RETIRED,S00180
8901000000000001395,SPARE,S00575
8901000000000001396,RETIRED,S01920
8901000000000001397,ACTIVE,S01552
8901000000000001398,ACTIVE,S00602
8901000000000001399,ACTIVE,S01705
8901000000000001400,RETIRED,S00393
8901000000000001401,SPARE,S00224
8901000000000001402,RETIRED,S01582
8901000000000001403,ACTIVE,S01424
8901000000000001404,SPARE,S01444
8901000000000001405,SPARE,S01746
8901000000000001406,ACTIVE,S00498
8901000000000001407,ACTIVE,S01215
8901000000000001408,RETIRED,S01236
8901000000000001409,RETIRED,S00641
8901000000000001410,ACTIVE,S01888
8901000000000001411,RETIRED,S00058
8901000000000001412,ACTIVE,S00994
8901000000000001413,RETIRED,S00877
8901000000000001414,SPARE,S00102
8901000000000001415,SPARE,S00468
8901000000000001416,RETIRED,S00129
8901000000000001417,RETIRED,S00983
8901000000000001418,SPARE,S00810
8901000000000001419,ACTIVE,S01166
8901000000000001420,SPARE,S00459
8901000000000001421,RETIRED,S00631
8901000000000001422,RETIRED,S01364
8901000000000001423,ACTIVE,S01802
8901000000000001424,ACTIVE,S00973
8901000000000001425,ACTIVE,S01410
8901000000000001426,RETIRED,S01992
8901000000000001427,SPARE,S01850
8901000000000001428,SPARE,S01997
8901000000000001429,SPARE,S01844
8901000000000001430,RETIRED,S00963
8901000000000001431,RETIRED,S01016
8901000000000001432,RETIRED,S00952
8901000000000001433,RETIRED,S00433
8901000000000001434,SPARE,S00962
8901000000000001435,RETIRED,S00164
8901000000000001436,SPARE,S01478
8901000000000001437,RETIRED,S01809
8901000000000001438,RETIRED,S00844
8901000000000001439,ACTIVE,S00577
8901000000000001440,SPARE,S01080
8901000000000001441,RETIRED,S01271
8901000000000001442,RETIRED,S00217
8901000000000001443,SPARE,S00593
8901000000000001444,ACTIVE,S00821
8901000000000001445,SPARE,S01672
8901000000000001446,ACTIVE,S00712
8901000000000001447,SPARE,S00150
8901000000000001448,ACTIVE,S00554
8901000000000001449,SPARE,S00439
8901000000000001450,RETIRED,S01496
8901000000000001451,ACTIVE,S01752
8901000000000001452,SPARE,S00228
8901000000000001453,RETIRED,S01375
8901000000000001454,ACTIVE,S00102
8901000000000001455,ACTIVE,S01838
8901000000000001456,RETIRED,S01476
8901000000000001457,RETIRED,S00954
8901000000000001458,RETIRED,S01527
8901000000000001459,SPARE,S00174
8901000000000001460,SPARE,S01664
8901000000000001461,ACTIVE,S00683
8901000000000001462,RETIRED,S00357
8901000000000001463,ACTIVE,S01241
8901000000000001464,RETIRED,S00105
8901000000000001465,RETIRED,S01801
8901000000000001466,SPARE,S00897
8901000000000001467,ACTIVE,S01437
8901000000000001468,RETIRED,S01248
8901000000000001469,ACTIVE,S00692
8901000000000001470,RETIRED,S01163
8901000000000001471,ACTIVE,S01689
8901000000000001472,SPARE,S01561
8901000000000001473,ACTIVE,S01987
8901000000000001474,SPARE,S01477
8901000000000001475,RETIRED,S00273
8901000000000001476,RETIRED,S00061
8901000000000001477,RETIRED,S01078
8901000000000001478,ACTIVE,S01862
8901000000000001479,ACTIVE,S01323
8901000000000001480,ACTIVE,S00750
8901000000000001481,SPARE,S01116
8901000000000001482,RETIRED,S00404
8901000000000001483,ACTIVE,S01116
8901000000000001484,ACTIVE,S01138
8901000000000001485,RETIRED,S01685
8901000000000001486,RETIRED,S00424
8901000000000001487,RETIRED,S01065
8901000000000001488,RETIRED,S00803
8901000000000001489,SPARE,S01666
8901000000000001490,SPARE,S00447
8901000000000001491,ACTIVE,S00101
8901000000000001492,SPARE,S01495
8901000000000001493,RETIRED,S00725
8901000000000001494,ACTIVE,S00152
8901000000000001495,ACTIVE,S01864
8901000000000001496,ACTIVE,S01142
8901000000000001497,ACTIVE,S00086
8901000000000001498,ACTIVE,S00926
8901000000000001499,RETIRED,S01752
8901000000000001500,ACTIVE,S01886
