device_id,customer_id,model,imei
DV00760,C02144,Z5,394320448429303
DV00761,C02431,Lite,940739833954248
DV00762,C01735,A13,909219829291974
DV00763,C01047,A12,830342105718609
DV00764,C01640,X9,833149497061748
DV00765,C02008,Lite,202334513536403
DV00766,C01900,Z5,824981412926464
DV00767,C01112,A13,953290582358470
DV00768,C02961,A12,054239093526821
DV00769,C02483,X9,715807818661540
DV00770,C02677,X9,181401741252216
DV00771,C02774,Lite,371589335789531
DV00772,C02542,A13,628186911651057
DV00773,C01481,A13,065436095077794
DV00774,C01990,A13,883073787478083
DV00775,C01028,Lite,940908655896675
DV00776,C02468,A13,643826872850532
DV00777,C01668,X9,243577081976945
DV00778,C02295,A12,709809562889835
DV00779,C02958,A12,753560381532700
DV00780,C02271,X9,173762301797186
DV00781,C02282,A13,836977054981395
DV00782,C02803,X9,905756131551052
DV00783,C01282,X9,380335749218084
DV00784,C02863,Z5,271641506395964
DV00785,C01297,A13,954655774612119
DV00786,C01725,X9,488478083158598
DV00787,C02782,Z5,648594486301191
DV00788,C02213,Z5,902718059628481
DV00789,C02444,A13,512728571495002
DV00790,C01045,X9,943429838371091
DV00791,C01730,A12,856677893409496
DV00792,C02873,Lite,522747382652062
DV00793,C01376,Z5,919812054472073
DV00794,C01458,X9,632196312268663
DV00795,C01088,A12,999270158736828
DV00796,C02407,X9,594140752594357
DV00797,C02266,A13,105904663717634
DV00798,C01580,Lite,133954403551160
DV00799,C01764,Z5,895212062299727
DV00800,C02981,X9,895397926733757
DV00801,C01843,A13,177897450208644
DV00802,C01832,Z5,042905594237989
DV00803,C02523,Lite,936957914526116
DV00804,C02023,Z5,289810441010212
DV00805,C01791,A12,997636636293283
DV00806,C02817,X9,119610416610128
DV00807,C02775,X9,509966235244504
DV00808,C02126,Lite,416374703246878
DV00809,C01274,A13,088969901204543
DV00810,C02584,Z5,682247653198119
DV00811,C02276,A13,200270177842267
DV00812,C02532,Z5,325837222354474
DV00813,C01621,A12,018796991380512
DV00814,C01431,Z5,130816015060760
DV00815,C02212,Lite,343190939542002
DV00816,C01956,A12,149990999286031
DV00817,C02014,A13,549863744649947
DV00818,C01498,Lite,366050825276399
DV00819,C02081,Z5,415391778331345
DV00820,C02017,A13,833472277430965
DV00821,C02001,Z5,134696525845904
DV00822,C01940,Z5,395206665659640
DV00823,C01641,Z5,959122840688618
DV00824,C02932,X9,849121002596149
DV00825,C01811,A12,360336740789836
DV00826,C02422,Lite,041539772808733
DV00827,C01387,Z5,556115633893976
DV00828,C01518,X9,037521124654307
DV00829,C02573,Z5,475693781898047
DV00830,C01836,Z5,765312516465002
DV00831,C02033,Lite,867415667927113
DV00832,C02481,A13,606883671018141
DV00833,C01573,A12,988706536946534
DV00834,C01536,Z5,395798969414194
DV00835,C01097,X9,848559737859406
DV00836,C01280,X9,302587985211068
DV00837,C01221,Lite,199436433147350
DV00838,C01213,A13,383117314961959
DV00839,C02815,A12,983160303133247
DV00840,C01987,A13,248859863063799
DV00841,C01446,A12,935092679570008
DV00842,C01816,A12,731613140107781
DV00843,C02460,X9,825214423455671
DV00844,C01785,A13,942116468981510
DV00845,C02181,X9,517480808177547
DV00846,C01072,A13,508946563498463
DV00847,C02343,A12,585941186625304
DV00848,C02851,A13,479104005064655
DV00849,C02414,X9,034441316356765
DV00850,C02939,Z5,068583207868832
DV00851,C02872,X9,741539504866561
DV00852,C01745,X9,068130031178617
DV00853,C02227,A13,733237258340093
DV00854,C02659,A12,864577275193358
DV00855,C01459,Lite,103109340656515
DV00856,C02357,X9,552520659421386
DV00857,C02801,X9,390785094089850
DV00858,C02681,Lite,878917060859668
DV00859,C01889,A12,116474269368105
DV00860,C01812,A13,473496596145634
DV00861,C01225,X9,219568296433841
DV00862,C01639,Lite,251863912308644
DV00863,C01186,Lite,414491822333621
DV00864,C02732,Lite,189502952446377
DV00865,C02059,Z5,822995781175527
DV00866,C01679,Lite,931079409829237
DV00867,C02563,X9,234466892880968
DV00868,C01128,A13,426864221316189
DV00869,C01865,Z5,908290216640067
DV00870,C01805,X9,473464026867903
DV00871,C01740,Z5,771071827709144
DV00872,C02080,X9,873732925286174
DV00873,C02847,A13,618581379510736
DV00874,C01404,A13,498379728351695
DV00875,C02059,X9,268631540314589
DV00876,C01584,A13,873037317843822
DV00877,C02179,A12,418298982113941
DV00878,C02666,Z5,261344808348232
DV00879,C01521,Z5,248190771298516
DV00880,C02370,X9,760416769816967
DV00881,C02023,A12,534907079589469
DV00882,C02809,A13,623823722039293
DV00883,C01893,A13,591972736977329
DV00884,C01805,A12,947327676638743
DV00885,C02084,A13,137836040239383
DV00886,C02778,Lite,698290900698476
DV00887,C02487,A13,382886721322707
DV00888,C02806,Z5,566907011492835
DV00889,C02801,X9,641861103795470
DV00890,C02016,Lite,952817978381240
DV00891,C02804,Lite,776928560765321
DV00892,C01135,A12,214360855956073
DV00893,C01721,X9,794202024978311
DV00894,C01187,Lite,878787905036671
DV00895,C02991,A13,935258178473578
DV00896,C02667,X9,173578897298277
DV00897,C02543,A12,240309938253571
DV00898,C02159,Lite,541566439738366
DV00899,C01915,Z5,630806636174611
DV00900,C01293,Lite,247612805514947
DV00901,C02997,Lite,033390518147103
DV00902,C01992,Z5,901981295313111
DV00903,C02374,Z5,313071997349339
DV00904,C01019,A12,019895662943805
DV00905,C02025,Lite,170336280404912
DV00906,C01047,X9,355252876045096
DV00907,C01129,X9,825355520460747
DV00908,C01209,Z5,311999812178771
DV00909,C02992,A12,539169361749430
DV00910,C02383,Z5,853576925987104
DV00911,C01327,A12,978692909841317
DV00912,C02961,X9,936132343706493
DV00913,C01533,A12,840776966288707
DV00914,C02797,Lite,782782324650339
DV00915,C02309,X9,351499146188708
DV00916,C02852,Z5,245254654032963
DV00917,C01452,Z5,543090676320981
DV00918,C01856,X9,937878916119349
DV00919,C01332,Z5,944580702155983
DV00920,C01498,A13,704531344473583
DV00921,C01215,Z5,698255464982000
DV00922,C01977,Z5,942414186692604
DV00923,C01737,X9,900243210291145
DV00924,C02826,Z5,418161066846233
DV00925,C02626,X9,147125574722830
DV00926,C02167,Z5,016030439669386
DV00927,C01568,X9,475509044685142
DV00928,C01098,Lite,746787498337760
DV00929,C01310,Z5,706285535712042
DV00930,C01755,Z5,581755402032160
DV00931,C02213,X9,637603244118358
DV00932,C02994,X9,597277540360557
DV00933,C01686,A12,717463858762014
DV00934,C02935,Lite,835138521942717
DV00935,C01024,Lite,075849333380061
DV00936,C02967,A13,578071405427476
DV00937,C01700,X9,043709466347830
DV00938,C02120,Z5,384375757553858
DV00939,C01101,Lite,623991507526780
DV00940,C01660,X9,881674560219877
DV00941,C01868,Z5,516028675963819
DV00942,C01076,A13,747541503720501
DV00943,C02519,X9,607191234409127
DV00944,C01654,Z5,456813681370166
DV00945,C01893,A13,388389495360237
DV00946,C02581,A13,229844747758638
DV00947,C01868,X9,787391507803587
DV00948,C02850,Lite,712524317325625
DV00949,C02814,X9,433917617801536
DV00950,C02760,A13,070736658994942
DV00951,C02163,X9,679718720958936
DV00952,C01288,X9,239780773240626
DV00953,C01012,A13,620500955660496
DV00954,C02802,Lite,921532323571591
DV00955,C01695,X9,502468378146811
DV00956,C02185,Z5,302649082956320
DV00957,C02126,A12,181121061861360
DV00958,C02937,Z5,147767413011952
DV00959,C02902,A12,604759054529423
DV00960,C02114,Z5,467392655881913
DV00961,C02576,A12,718116863464215
DV00962,C01473,X9,432862597827532
DV00963,C01484,Z5,909319132365248
DV00964,C01777,Z5,275752857279803
DV00965,C01349,A12,585631520306050
DV00966,C02908,Z5,256499250039886
DV00967,C02419,A12,468383358947182
DV00968,C01188,A12,524380468016301
DV00969,C02833,Z5,626387463383144
DV00970,C01135,A13,155747676181916
DV00971,C02765,A12,113913123352161
DV00972,C02380,A13,757011379747146
DV00973,C02128,X9,730466109824249
DV00974,C02294,A12,883418875543041
DV00975,C01050,Lite,037366737617208
DV00976,C02613,A12,624890884248211
DV00977,C02902,Lite,044146747769109
DV00978,C02904,A13,459073530843913
DV00979,C02363,A13,950035533520745
DV00980,C01590,Lite,969449072482565
DV00981,C02663,A13,634775810589420
DV00982,C02122,Lite,266174969531581
DV00983,C01075,Z5,865749235632026
DV00984,C01779,A13,255524068883760
DV00985,C02752,A12,347473081994850
DV00986,C01889,A13,512632622288062
DV00987,C02717,A12,178942427804214
DV00988,C01415,Lite,882208167864259
DV00989,C02299,Lite,039875722035494
DV00990,C01285,A13,352497054200718
DV00991,C02410,A13,727741810107811
DV00992,C02706,X9,618784369865952
DV00993,C02930,Lite,591989478061182
DV00994,C02404,A13,201431396936688
DV00995,C02217,X9,324902473513696
DV00996,C02840,Lite,101469724309564
DV00997,C01465,Lite,152969654847153
DV00998,C02741,A12,012310275531215
DV00999,C01713,Z5,612921167563577
DV01000,C01543,A13,213017399885675
DV01001,C01732,A12,201848478715991
DV01002,C02254,Z5,109803867599805
DV01003,C01789,X9,412014459582211
DV01004,C01054,A12,568745866383689
DV01005,C01249,Z5,507438839075025
DV01006,C01576,A12,058405430556331
DV01007,C02651,A12,919475927605073
DV01008,C02047,A12,881590914626232
DV01009,C02293,Lite,637011251998746
DV01010,C01013,Lite,671071219538170
DV01011,C02619,Z5,220860052077323
DV01012,C01611,Lite,065785089472835
DV01013,C02663,X9,214560643158249
DV01014,C01414,Lite,840378869581026
DV01015,C02310,A12,570933289052704
DV01016,C02393,Z5,945757003136088
DV01017,C02520,A13,822942202775837
DV01018,C02712,X9,788340739100309
DV01019,C02193,A13,233414288252333
DV01020,C01111,A12,804170352432650
DV01021,C02799,A13,921888511504703
DV01022,C02751,A12,406419909142937
DV01023,C02879,A12,355677037825569
DV01024,C02082,X9,957945478616227
DV01025,C01193,X9,731860102834369
DV01026,C01987,A13,934687524077946
DV01027,C02095,Lite,489319149625722
DV01028,C02016,A12,130927360126246
DV01029,C02933,A12,551940917140605
DV01030,C01991,X9,001922788428443
DV01031,C02348,Lite,529434588251346
DV01032,C01147,X9,118836954331606
DV01033,C02926,X9,063613043773446
DV01034,C01781,A13,739237343781760
DV01035,C02709,X9,908485191525157
DV01036,C02593,A13,660659058032883
DV01037,C02854,Lite,933591704209899
DV01038,C01807,Z5,083127731425790
DV01039,C02288,Lite,339925852829966
DV01040,C01700,A12,311771934044588
DV01041,C02332,X9,048505777075858
DV01042,C02885,A12,968156790727826
DV01043,C02171,X9,958417164993053
DV01044,C01434,Z5,067752658308922
DV01045,C02248,Z5,646144730724979
DV01046,C02659,X9,287799482097569
DV01047,C02158,X9,883983988024648
DV01048,C01641,X9,274266998629784
DV01049,C02546,X9,333458793050629
DV01050,C02196,A13,193514510386781
DV01051,C01367,A13,674171305611678
DV01052,C02994,X9,245928287352917
DV01053,C02543,Lite,674900220121103
DV01054,C02521,Z5,544168370338719
DV01055,C02006,X9,579994819752940
DV01056,C01045,Lite,384405203445990
DV01057,C02439,A13,549871507987930
DV01058,C02298,A12,881554467557414
DV01059,C01252,Z5,997135822417030
DV01060,C01450,X9,707304412895862
DV01061,C01815,X9,085884374240908
DV01062,C02775,A12,929433897555011
DV01063,C01464,A13,103181948261945
DV01064,C01927,Z5,764526660674375
DV01065,C01898,Lite,465669739875673
DV01066,C01907,Z5,169625547178964
DV01067,C01308,X9,670281521499588
DV01068,C01095,A13,084663934769711
DV01069,C01610,X9,090681341972968
DV01070,C02811,Z5,475059917052050
DV01071,C01667,Z5,585009906788756
DV01072,C02344,A13,135590519000638
DV01073,C02342,Lite,023958959098029
DV01074,C01064,A12,342776568814759
DV01075,C01568,Lite,486618612016093
DV01076,C02784,X9,376924212100380
DV01077,C02037,X9,607068580603713
DV01078,C02884,X9,447281714425604
DV01079,C02828,Lite,094092071814673
DV01080,C01664,A13,357405336010916
DV01081,C01072,X9,303212446062779
DV01082,C01561,A12,402837789499401
DV01083,C01452,X9,203730748573545
DV01084,C02319,Lite,886703821378196
DV01085,C02358,A13,851186537756344
DV01086,C02641,A12,973670101876657
DV01087,C02628,X9,063685847016097
DV01088,C02559,Lite,056107176826134
DV01089,C02606,A12,749782593615791
DV01090,C02350,Lite,405362567944879
DV01091,C02691,A12,785964227704889
DV01092,C02415,A12,756234417223073
DV01093,C02483,Z5,478802838456529
DV01094,C01091,X9,923795522906420
DV01095,C01163,X9,783911338963579
DV01096,C01726,Z5,300075593516137
DV01097,C02956,X9,815460243588852
DV01098,C02941,X9,132542842278226
DV01099,C02419,Lite,413852277617910
DV01100,C01974,Lite,564674255038777
DV01101,C02867,X9,390630284112420
DV01102,C02337,Lite,373701655312893
DV01103,C02108,A13,861227682061954
DV01104,C01324,A13,279704232732176
DV01105,C01494,X9,004643495758955
DV01106,C02186,Lite,197736760308177
DV01107,C01633,A13,562837528216386
DV01108,C02165,A13,026535334240594
DV01109,C02693,A13,317042617322774
DV01110,C01816,A13,502522044098423
DV01111,C01352,A13,260139513498797
DV01112,C02632,A12,423581126066868
DV01113,C01993,Lite,578297573048427
DV01114,C01391,A13,611983182978079
DV01115,C02636,A13,848767515210719
DV01116,C01134,Z5,246798513338011
DV01117,C02993,Z5,072122350519478
DV01118,C02906,A12,665926583511138
DV01119,C01486,A12,397799209274639
DV01120,C02808,Z5,643384296280030
DV01121,C02957,A12,404728721064250
DV01122,C01110,A12,980148931698064
DV01123,C01113,Z5,102561840213819
DV01124,C02737,X9,177657482814707
DV01125,C02553,Z5,112038452785166
DV01126,C01270,Lite,542836626696697
DV01127,C01264,Z5,282672759367161
DV01128,C02980,A12,861167205433377
DV01129,C02518,A12,105471283569263
DV01130,C02424,A13,813962563746666
DV01131,C01828,A13,471275928015495
DV01132,C01398,A12,318013641312010
DV01133,C01652,A13,616418436577148
DV01134,C02897,X9,450551050996269
DV01135,C01628,Lite,167206084380729
DV01136,C02285,Lite,964010195191526
DV01137,C01401,Lite,078386664886665
DV01138,C01497,A13,407387753717471
DV01139,C01310,Z5,669862142819228
DV01140,C02966,X9,229614648500799
DV01141,C01991,X9,544429013122488
DV01142,C02092,Z5,031566405056719
DV01143,C01119,Z5,687147924707673
DV01144,C02648,Lite,092811355124698
DV01145,C01973,A12,483278513787500
DV01146,C01665,A12,214307580355819
DV01147,C01041,A13,828109768263049
DV01148,C01553,A12,681320287268274
DV01149,C02973,A12,809206075858282
DV01150,C02437,X9,572533721996752
DV01151,C01303,A13,519723548442215
DV01152,C01002,Lite,699224675246186
DV01153,C02194,Z5,238117772006524
DV01154,C01318,Lite,037771826915020
DV01155,C02587,A12,150631183585931
DV01156,C02767,A13,546779766611906
DV01157,C02434,A13,781673507687607
DV01158,C02267,Z5,709979366919864
DV01159,C01805,X9,534344141710065
DV01160,C02481,A12,026675019650058
DV01161,C01123,Z5,807000028451225
DV01162,C02659,Lite,992901414571632
DV01163,C01563,X9,763012905394699
DV01164,C01645,X9,470300369518373
DV01165,C02983,A12,181398440700629
DV01166,C02096,Z5,409065461905160
DV01167,C02688,Lite,247879122828500
DV01168,C01039,Z5,156983271391677
DV01169,C01172,A12,532339564921810
DV01170,C01004,Z5,742731225101142
DV01171,C01542,Z5,215657930648333
DV01172,C01990,Z5,945073920727648
DV01173,C02080,A12,960763116726191
DV01174,C01766,A12,259777111360655
DV01175,C01483,Lite,034813955758299
DV01176,C01199,Z5,692225590961032
DV01177,C02156,A13,839122405245391
DV01178,C02192,A13,780239106903264
DV01179,C01949,Z5,532687279536399
DV01180,C02096,A13,932819240980201
DV01181,C01120,A12,766236292942509
DV01182,C02992,A12,084810275400952
DV01183,C02892,Z5,426253317671344
DV01184,C01377,Z5,167931140426213
DV01185,C01583,X9,088437765762523
DV01186,C02535,A13,824591970919480
DV01187,C01761,A12,606417546190732
DV01188,C01078,A13,419919592895039
DV01189,C02455,Z5,624335781383324
DV01190,C01711,A12,811091761848916
DV01191,C02716,Z5,423559622106909
DV01192,C01534,Lite,930578475972057
DV01193,C02640,Z5,749790941229011
DV01194,C02143,Lite,345814238605244
DV01195,C01229,Lite,865321040971078
DV01196,C01443,A12,655947427580358
DV01197,C01583,A12,951095428985992
DV01198,C01709,A13,145215869677119
DV01199,C01759,Lite,881975940400309
DV01200,C01364,Lite,391977204808777
DV01201,C01374,A12,146337472654446
DV01202,C01296,Lite,460173117522503
DV01203,C01574,A13,210860947378291
DV01204,C01100,A13,120472547077590
DV01205,C02989,A13,302523063462011
DV01206,C01285,A12,803911638584583
DV01207,C02378,Z5,381884454711979
DV01208,C01625,X9,489871475305330
DV01209,C01866,A13,411134360612088
DV01210,C02226,X9,972690587246178
DV01211,C02060,A12,015032126753062
DV01212,C01808,Z5,225259465171720
DV01213,C02181,Z5,533976259045105
DV01214,C01836,Lite,671348278135876
DV01215,C02256,Lite,423106508450371
DV01216,C02862,Z5,650908153834016
DV01217,C01885,A13,273406444819921
DV01218,C01914,A13,052885102567806
DV01219,C01406,X9,745820211388864
DV01220,C02118,Lite,586623696742835
DV01221,C01615,A12,394817180024290
DV01222,C01550,A12,304953842845971
DV01223,C02131,A13,619137073782223
DV01224,C02110,Lite,629289331706510
DV01225,C01250,Z5,579326977790344
DV01226,C01130,A12,068570997393060
DV01227,C01699,X9,882701039553908
DV01228,C02829,A12,757145241868590
DV01229,C01475,Z5,508460185705417
DV01230,C02728,A13,334425619580505
DV01231,C01330,Z5,573425774189985
DV01232,C02039,X9,930977288459207
DV01233,C01565,Z5,294453395230169
DV01234,C01560,A12,757213482695861
DV01235,C02258,Lite,151837123326455
DV01236,C02735,Z5,840673225740811
DV01237,C02287,Z5,042044897546646
DV01238,C01851,A13,762773905283017
DV01239,C02750,A12,421222734449132
DV01240,C02453,A13,856277292995806
DV01241,C02357,Lite,096871792139583
DV01242,C02452,A12,491044633644603
DV01243,C01115,A12,157034605602617
DV01244,C02307,Lite,831092782753217
DV01245,C02504,X9,360393226178802
DV01246,C02049,Z5,712654445460953
DV01247,C02166,A13,102527236751148
DV01248,C02576,X9,885570296700341
DV01249,C01413,A13,255841589169409
DV01250,C02848,X9,365090769679854
DV01251,C01687,Lite,489521906710308
DV01252,C02918,A13,131801005359821
DV01253,C01513,X9,774526548555528
DV01254,C02933,A12,152308231358335
DV01255,C01624,X9,255544446508419
DV01256,C02790,X9,704776092699348
DV01257,C01657,A13,762818102728383
DV01258,C01461,A13,858519205707312
DV01259,C01429,X9,184034732227047
DV01260,C02323,X9,958945176444424
DV01261,C01006,A13,144042299241880
DV01262,C01583,Lite,693418498545752
DV01263,C02417,Lite,786607094565557
DV01264,C01082,Lite,068593115103032
DV01265,C01690,X9,959467344245266
DV01266,C02244,A12,576093872203853
DV01267,C01107,Z5,626912354835817
DV01268,C01633,A12,197394882542219
DV01269,C01876,Z5,176741802593697
DV01270,C02182,A12,990694596974259
DV01271,C02673,A12,270373222102996
DV01272,C01520,Z5,084859706138581
DV01273,C02409,Z5,444001537006747
DV01274,C02963,Z5,429253490493381
DV01275,C01654,X9,714781632897219
DV01276,C02232,Lite,078556313099400
DV01277,C02335,Lite,562045169290950
DV01278,C02349,A12,698147298263724
DV01279,C01907,Z5,558449485906956
DV01280,C02917,X9,329871026788533
DV01281,C01878,X9,305420597439811
DV01282,C02949,A12,926752334495153
DV01283,C01357,A13,906440688473551
DV01284,C02452,A12,905587131713475
DV01285,C02908,A13,649956649642129
DV01286,C02805,Z5,703146907179639
DV01287,C02378,A12,954689939578224
DV01288,C02641,Lite,487209203758573
DV01289,C01859,Lite,496427608413686
DV01290,C02110,A13,430213512522598
DV01291,C02047,Z5,806048535723247
DV01292,C02854,Lite,854779412299142
DV01293,C02767,Lite,108646953135373
DV01294,C01425,X9,806168098572689
DV01295,C02593,Lite,891200241073919
DV01296,C01240,Z5,699702689310287
DV01297,C01109,Z5,980936281888910
DV01298,C02688,A12,560829458578125
DV01299,C02093,Z5,818172463105992
DV01300,C01915,Z5,056914748577397
DV01301,C02343,X9,282246204414080
DV01302,C01231,Z5,019097311078426
DV01303,C01889,Lite,291039155856972
DV01304,C02173,A13,810717205563938
DV01305,C02394,A12,433407975606637
DV01306,C02130,Lite,839161900715422
DV01307,C02232,A12,306481484124873
DV01308,C01965,A13,673879505932752
DV01309,C02273,A13,571620328727125
DV01310,C02877,X9,089520018209891
DV01311,C01746,X9,149511140022654
DV01312,C02242,Z5,096950895517474
DV01313,C02572,A12,091726943744663
DV01314,C01178,A12,540764777924038
DV01315,C02349,Z5,243434198465803
DV01316,C01851,A12,605390398425840
DV01317,C01008,Z5,281742308828758
DV01318,C02665,A13,859601174493139
DV01319,C02641,Z5,603172707059898
DV01320,C01284,Z5,597902061684919
DV01321,C01059,Z5,329877071863333
DV01322,C01327,X9,813057412710761
DV01323,C02922,X9,714809647414267
DV01324,C01826,A12,923061807005973
DV01325,C01311,X9,160437603309281
DV01326,C01472,A13,714429688068886
DV01327,C01039,Z5,215085284624148
DV01328,C02669,Z5,450070400241278
DV01329,C02277,Lite,561500489073024
DV01330,C02512,A13,729171242941444
DV01331,C01530,Z5,524180675389677
DV01332,C01162,A12,770105868177451
DV01333,C01069,Lite,500949858332714
DV01334,C01591,A13,734463653107976
DV01335,C02852,A13,983405126582651
DV01336,C02222,Lite,103807700427455
DV01337,C01810,X9,781797411756083
DV01338,C01676,A12,550519476980079
DV01339,C02633,A13,265454508264453
DV01340,C02170,X9,024692870097172
DV01341,C02711,Z5,046641351642885
DV01342,C02297,Z5,273028793095295
DV01343,C02398,A12,022330110723310
DV01344,C02427,Lite,302633709252577
DV01345,C02671,Lite,694168405989553
DV01346,C01363,Lite,319076559416681
DV01347,C02968,A12,620461713905569
DV01348,C01864,A12,318482893378343
DV01349,C02122,A13,655568714106674
DV01350,C01150,Z5,531749826279540
DV01351,C02677,Lite,480450569004288
DV01352,C01248,A13,174513138283812
DV01353,C01929,A13,048929258284959
DV01354,C02858,A13,591841687516405
DV01355,C02414,Lite,943110462164721
DV01356,C02232,A13,798643754178216
DV01357,C01063,A12,514778668289993
DV01358,C01285,X9,588359020226695
DV01359,C02479,X9,667911128956275
DV01360,C01341,Lite,500929121260729
DV01361,C02908,A13,607126416881907
DV01362,C01978,Z5,510376969436039
DV01363,C02474,Z5,912244366901980
DV01364,C01461,Z5,385778761376659
DV01365,C01827,Z5,471426031973552
DV01366,C01730,A13,516111464073728
DV01367,C01117,A12,488317567062657
DV01368,C01001,X9,023312966163354
DV01369,C01809,Z5,677448341610010
DV01370,C02464,A12,060724107497002
DV01371,C01284,A12,510357574333587
DV01372,C01678,A13,696911655066319
DV01373,C02382,Z5,134116341646193
DV01374,C01611,Lite,195743710914371
DV01375,C01281,A12,315512181494625
DV01376,C02451,Z5,869999854502779
DV01377,C01167,A13,350525607642921
DV01378,C02875,Z5,411693441455601
DV01379,C01184,Lite,583531389063443
DV01380,C02912,A13,093812580699334
DV01381,C01612,Z5,670380072985372
DV01382,C02420,A13,518694340009437
DV01383,C01594,Lite,308775765691460
DV01384,C01701,A13,071037263710812
DV01385,C01656,Lite,924488862291848
DV01386,C01455,A13,721816377289375
DV01387,C01714,A12,698135803988977
DV01388,C01416,X9,159759463890268
DV01389,C01821,Lite,431910457109105
DV01390,C01925,X9,624222392422804
DV01391,C02008,A13,402997338531825
DV01392,C02990,Lite,210811378235777
DV01393,C01942,X9,877928644838060
DV01394,C02312,X9,015008759313582
DV01395,C02051,A13,885696217289875
DV01396,C02913,Z5,758920183117817
DV01397,C02990,Z5,887304503492294
DV01398,C01518,X9,101843866044107
DV01399,C01494,A13,980840462426952
DV01400,C01621,A13,280761730168093
DV01401,C01067,A12,921549191822619
DV01402,C02208,A12,665943145001862
DV01403,C02267,X9,059898384334789
DV01404,C01634,Lite,129188508425525
DV01405,C01132,A12,698084487086080
DV01406,C02236,X9,110434905329610
DV01407,C02648,A13,678421178574327
DV01408,C02101,Lite,684528579119531
DV01409,C01044,X9,367474805260746
DV01410,C01227,X9,145250973222123
DV01411,C02654,A12,994384870099838
DV01412,C01829,Z5,122515959012493
DV01413,C01815,Z5,905782196251120
DV01414,C02850,Lite,117523590161092
DV01415,C02938,Z5,165838034374857
DV01416,C02576,X9,023738206931630
DV01417,C01880,Z5,941948745535484
DV01418,C01812,A12,876118845073395
DV01419,C01111,Z5,999501308778671
DV01420,C01548,Lite,326338668837235
DV01421,C01810,A13,607675559419054
DV01422,C02765,A12,366535675298903
DV01423,C01526,Lite,334840584627986
DV01424,C02685,A13,397095692628615
DV01425,C02124,Z5,482655328198835
DV01426,C02615,Z5,678029508177652
DV01427,C01063,A13,704008831394524
DV01428,C02351,Z5,041638790758413
DV01429,C02578,A13,681933177429247
DV01430,C02974,Lite,399296045498244
DV01431,C02302,A12,895709478164784
DV01432,C02006,A13,701986499755618
DV01433,C01283,X9,057330123091980
DV01434,C01726,Z5,635927611800853
DV01435,C02147,Z5,100782280741823
DV01436,C02184,A13,285600764139732
DV01437,C01567,A12,015842522508280
DV01438,C02684,Z5,113711765363273
DV01439,C01712,Z5,386554538835238
DV01440,C01288,Lite,546536482257054
DV01441,C01070,Lite,945842602557352
DV01442,C01985,Lite,154158046196480
DV01443,C02246,Z5,616412870725124
DV01444,C01515,Z5,389103046320985
DV01445,C01008,A13,566109110355272
DV01446,C02847,A13,238871970053103
DV01447,C02353,A12,227600719668975
DV01448,C02648,A13,607930402863083
DV01449,C01239,A12,163384321201684
DV01450,C01323,A13,132702544754519
DV01451,C01530,Z5,053358879910836
DV01452,C01461,X9,282913724544537
DV01453,C02396,Lite,259641811991920
DV01454,C01338,Lite,839099090869218
DV01455,C01708,Lite,631908542997296
DV01456,C02325,X9,261763940433538
DV01457,C02594,Z5,772075383764601
DV01458,C02073,A12,382537423371243
DV01459,C01629,X9,298143695275881
DV01460,C02391,Z5,778938418950429
DV01461,C02318,A13,381350555297787
DV01462,C01834,X9,930798626387728
DV01463,C01832,A12,503205887628433
DV01464,C02850,A13,526925880333515
DV01465,C01029,Z5,019769562064298
DV01466,C01288,A12,437257068605198
DV01467,C02559,Lite,735287578032741
DV01468,C01350,Lite,996855520137171
DV01469,C02492,X9,995808677738905
DV01470,C02976,A12,060926297836172
DV01471,C01267,A12,625750473816633
DV01472,C02832,A13,038164242439231
DV01473,C02111,A12,366561771971158
DV01474,C01337,Z5,048869076837170
DV01475,C02860,Z5,968226586535028
DV01476,C01723,A12,488930398012435
DV01477,C02047,X9,144576927262448
DV01478,C01754,A12,064039124930489
DV01479,C01030,Lite,780564807931590
DV01480,C01209,X9,917689956191208
DV01481,C01822,Lite,574601452926334
DV01482,C01365,X9,555698224094249
DV01483,C01822,Lite,705660176915571
DV01484,C01199,Z5,222347350735206
DV01485,C02085,A12,507347476566380
DV01486,C02205,Lite,420192238064800
DV01487,C01825,A13,212689656259839
DV01488,C01730,Z5,563201567471935
DV01489,C01185,Z5,795144512397850
DV01490,C01305,Z5,248341769298810
DV01491,C01327,A12,761078284736521
DV01492,C02305,A13,933121602845522
DV01493,C02788,Z5,717264700082451
DV01494,C01901,X9,088388341158163
DV01495,C02624,Z5,829472479172540
DV01496,C02507,X9,693327719287054
DV01497,C02104,Lite,444040747057572
DV01498,C01070,A12,782154550274223
DV01499,C02961,Z5,916571087936430
DV01500,C01848,A13,674954718865685
DV01501,C01832,Z5,634778064293621
DV01502,C02932,Lite,462060972346071
DV01503,C02950,X9,767565582662378
DV01504,C02551,A12,928207134089070
DV01505,C01215,A12,815005159278448
DV01506,C02478,Z5,251413921762668
DV01507,C01838,A12,486038076253597
DV01508,C01076,Z5,168712065393559
DV01509,C02084,A12,908270539572040
DV01510,C01144,A12,430556645852773
DV01511,C02504,Z5,593483642227550
DV01512,C01564,Z5,380970694960242
DV01513,C02268,X9,557481158146521
DV01514,C01604,A13,437776661960215
DV01515,C02318,Z5,682233171094217
DV01516,C02954,A12,153633217774842
DV01517,C02089,Lite,961599772488470
DV01518,C01665,A12,768603965416392
