invoice_id,subscription_id,cycle,total_usd
IV000776,S00610,2025-02,76.07
IV000777,S00178,2025-02,31.96
IV000778,S01382,2025-02,193.39
IV000779,S00232,2025-02,122.27
IV000780,S01709,2025-02,137.21
IV000781,S00192,2025-02,173.03
IV000782,S01450,2025-02,193.47
IV000783,S00744,2025-02,74.99
IV000784,S01259,2025-02,56.98
IV000785,S01900,2025-02,75.14
IV000786,S00453,2025-02,114.89
IV000787,S01412,2025-02,153.17
IV000788,S01975,2025-02,76.14
IV000789,S01202,2025-02,134.73
IV000790,S00015,2025-02,149.87
IV000791,S01172,2025-02,75.40
IV000792,S01031,2025-02,72.95
IV000793,S00882,2025-02,30.81
IV000794,S00696,2025-02,66.11
IV000795,S00584,2025-02,184.33
IV000796,S01394,2025-02,188.00
IV000797,S01511,2025-02,48.02
IV000798,S00846,2025-02,48.82
IV000799,S00912,2025-02,145.35
IV000800,S00129,2025-02,151.18
IV000801,S01638,2025-02,139.99
IV000802,S01839,2025-02,75.77
IV000803,S00986,2025-02,56.78
IV000804,S01452,2025-02,92.93
IV000805,S01926,2025-02,57.74
IV000806,S00301,2025-02,58.71
IV000807,S00887,2025-02,102.14
IV000808,S01082,2025-02,98.04
IV000809,S00713,2025-02,88.54
IV000810,S00890,2025-02,185.84
IV000811,S01303,2025-02,186.01
IV000812,S01885,2025-02,183.31
IV000813,S01784,2025-02,137.04
IV000814,S01631,2025-02,130.39
IV000815,S01951,2025-02,67.70
IV000816,S01236,2025-02,100.65
IV000817,S01811,2025-02,170.36
IV000818,S00562,2025-02,44.73
IV000819,S01626,2025-02,75.29
IV000820,S00067,2025-02,162.42
IV000821,S01724,2025-02,99.92
IV000822,S01438,2025-02,85.17
IV000823,S00723,2025-02,106.04
IV000824,S00451,2025-02,183.64
IV000825,S01450,2025-02,125.87
IV000826,S00041,2025-02,122.21
IV000827,S00794,2025-02,177.00
IV000828,S01157,2025-02,27.14
IV000829,S00183,2025-02,38.35
IV000830,S00873,2025-02,54.91
IV000831,S01624,2025-02,20.63
IV000832,S01738,2025-02,40.54
IV000833,S00229,2025-02,50.15
IV000834,S01117,2025-02,168.35
IV000835,S00869,2025-02,20.48
IV000836,S00072,2025-02,25.27
IV000837,S01632,2025-02,69.40
IV000838,S01080,2025-02,128.13
IV000839,S01585,2025-02,44.80
IV000840,S01452,2025-02,136.29
IV000841,S00279,2025-02,28.79
IV000842,S00774,2025-02,158.40
IV000843,S00774,2025-02,66.20
IV000844,S01376,2025-02,86.23
IV000845,S00992,2025-02,160.05
IV000846,S01754,2025-02,162.93
IV000847,S00198,2025-02,114.00
IV000848,S01296,2025-02,27.82
IV000849,S01950,2025-02,100.65
IV000850,S01342,2025-02,38.97
IV000851,S01393,2025-02,109.30
IV000852,S01667,2025-02,125.51
IV000853,S00159,2025-02,71.51
IV000854,S00113,2025-02,62.08
IV000855,S01876,2025-02,199.03
IV000856,S00409,2025-02,39.32
IV000857,S01039,2025-02,57.60
IV000858,S01616,2025-02,86.29
IV000859,S00713,2025-02,89.23
IV000860,S00853,2025-02,152.30
IV000861,S01953,2025-02,77.78
IV000862,S00937,2025-02,27.03
IV000863,S01340,2025-02,75.98
IV000864,S01930,2025-02,92.87
IV000865,S00051,2025-02,40.56
IV000866,S01413,2025-02,199.90
IV000867,S00600,2025-02,174.22
IV000868,S00024,2025-02,29.24
IV000869,S01537,2025-02,78.18
IV000870,S01773,2025-02,121.82
IV000871,S00777,2025-02,165.10
IV000872,S01002,2025-02,23.22
IV000873,S00375,2025-02,121.12
IV000874,S00551,2025-02,94.95
IV000875,S00807,2025-02,111.34
IV000876,S00596,2025-02,199.37
IV000877,S01333,2025-02,105.32
IV000878,S00986,2025-02,91.44
IV000879,S00267,2025-02,42.10
IV000880,S00465,2025-02,160.15
IV000881,S01214,2025-02,46.33
IV000882,S00621,2025-02,76.91
IV000883,S00849,2025-02,124.58
IV000884,S01358,2025-02,44.61
IV000885,S01777,2025-02,59.72
IV000886,S00798,2025-02,20.02
IV000887,S01336,2025-02,97.85
IV000888,S01656,2025-02,100.60
IV000889,S00595,2025-02,35.61
IV000890,S00918,2025-02,122.71
IV000891,S00673,2025-02,61.68
IV000892,S01346,2025-02,23.25
IV000893,S01745,2025-02,136.77
IV000894,S01391,2025-02,192.85
IV000895,S00652,2025-02,191.28
IV000896,S01136,2025-02,101.35
IV000897,S00846,2025-02,173.63
IV000898,S00262,2025-02,94.51
IV000899,S01583,2025-02,58.60
IV000900,S00737,2025-02,58.06
IV000901,S00269,2025-02,193.03
IV000902,S01687,2025-02,110.45
IV000903,S01357,2025-02,122.72
IV000904,S00200,2025-02,159.36
IV000905,S01902,2025-02,105.77
IV000906,S00189,2025-02,92.94
IV000907,S00990,2025-02,175.21
IV000908,S00780,2025-02,33.69
IV000909,S01585,2025-02,81.30
IV000910,S01203,2025-02,22.47
IV000911,S00428,2025-02,78.85
IV000912,S01075,2025-02,47.55
IV000913,S00590,2025-02,47.39
IV000914,S00310,2025-02,195.43
IV000915,S01812,2025-02,21.79
IV000916,S01139,2025-02,102.30
IV000917,S00409,2025-02,88.61
IV000918,S00104,2025-02,173.49
IV000919,S01709,2025-02,129.82
IV000920,S01603,2025-02,124.28
IV000921,S01660,2025-02,22.54
IV000922,S00651,2025-02,107.76
IV000923,S01866,2025-02,86.56
IV000924,S00890,2025-02,178.79
IV000925,S00890,2025-02,25.10
IV000926,S01181,2025-02,56.24
IV000927,S01356,2025-02,145.15
IV000928,S01537,2025-02,123.30
IV000929,S00879,2025-02,175.09
IV000930,S00091,2025-02,168.60
IV000931,S01735,2025-02,181.65
IV000932,S00362,2025-02,84.76
IV000933,S01453,2025-02,94.81
IV000934,S01096,2025-02,140.83
IV000935,S00997,2025-02,139.97
IV000936,S00237,2025-02,104.99
IV000937,S00405,2025-02,62.31
IV000938,S01169,2025-02,133.55
IV000939,S00427,2025-02,149.69
IV000940,S00517,2025-02,77.42
IV000941,S01646,2025-02,31.03
IV000942,S00628,2025-02,39.64
IV000943,S00741,2025-02,99.10
IV000944,S00553,2025-02,114.30
IV000945,S00527,2025-02,136.73
IV000946,S00248,2025-02,49.17
IV000947,S01286,2025-02,41.54
IV000948,S01614,2025-02,62.97
IV000949,S00464,2025-02,70.22
IV000950,S01366,2025-02,173.30
IV000951,S00347,2025-02,111.88
IV000952,S00722,2025-02,73.31
IV000953,S01432,2025-02,196.33
IV000954,S00767,2025-02,84.52
IV000955,S01663,2025-02,176.14
IV000956,S01095,2025-02,127.93
IV000957,S01118,2025-02,174.08
IV000958,S01035,2025-02,164.82
IV000959,S00536,2025-02,178.17
IV000960,S00299,2025-02,46.97
IV000961,S01328,2025-02,184.86
IV000962,S00706,2025-02,131.20
IV000963,S00392,2025-02,80.55
IV000964,S00034,2025-02,52.78
IV000965,S01709,2025-02,120.02
IV000966,S00725,2025-02,185.60
IV000967,S00700,2025-02,20.36
IV000968,S00910,2025-02,23.87
IV000969,S01496,2025-02,149.99
IV000970,S00762,2025-02,199.57
IV000971,S00584,2025-02,33.56
IV000972,S00578,2025-02,197.23
IV000973,S00138,2025-02,69.79
IV000974,S01516,2025-02,189.35
IV000975,S01118,2025-02,98.08
IV000976,S01205,2025-02,94.01
IV000977,S00022,2025-02,93.06
IV000978,S00936,2025-02,148.20
IV000979,S01901,2025-02,148.72
IV000980,S00262,2025-02,76.10
IV000981,S01669,2025-02,120.86
IV000982,S00654,2025-02,22.68
IV000983,S00885,2025-02,111.34
IV000984,S01358,2025-02,33.44
IV000985,S01828,2025-02,145.69
IV000986,S00850,2025-02,96.86
IV000987,S00281,2025-02,168.49
IV000988,S00920,2025-02,168.45
IV000989,S00886,2025-02,101.66
IV000990,S00455,2025-02,111.62
IV000991,S01731,2025-02,26.81
IV000992,S01957,2025-02,170.22
IV000993,S00090,2025-02,42.55
IV000994,S00208,2025-02,32.83
IV000995,S00442,2025-02,168.55
IV000996,S00281,2025-02,180.37
IV000997,S00202,2025-02,100.03
IV000998,S01538,2025-02,76.96
IV000999,S00758,2025-02,67.46
IV001000,S00575,2025-02,64.27
IV001001,S00630,2025-02,88.75
IV001002,S00140,2025-02,164.21
IV001003,S00556,2025-02,94.90
IV001004,S00187,2025-02,61.75
IV001005,S00870,2025-02,39.72
IV001006,S01442,2025-02,175.81
IV001007,S01100,2025-02,159.23
IV001008,S01583,2025-02,142.92
IV001009,S01078,2025-02,34.93
IV001010,S00255,2025-02,51.93
IV001011,S00279,2025-02,137.49
IV001012,S01752,2025-02,140.68
IV001013,S00279,2025-02,23.89
IV001014,S01954,2025-02,75.05
IV001015,S00986,2025-02,104.80
IV001016,S00926,2025-02,36.14
IV001017,S01094,2025-02,82.57
IV001018,S00083,2025-02,182.63
IV001019,S00974,2025-02,43.81
IV001020,S01516,2025-02,125.78
IV001021,S00543,2025-02,133.48
IV001022,S00385,2025-02,161.62
IV001023,S00837,2025-02,127.58
IV001024,S01618,2025-02,54.29
IV001025,S01604,2025-02,121.16
IV001026,S01608,2025-02,184.99
IV001027,S00897,2025-02,34.41
IV001028,S01287,2025-02,79.71
IV001029,S01017,2025-02,189.01
IV001030,S00342,2025-02,41.45
IV001031,S01606,2025-02,154.14
IV001032,S01647,2025-02,198.32
IV001033,S00728,2025-02,93.68
IV001034,S01719,2025-02,121.78
IV001035,S01869,2025-02,79.77
IV001036,S00102,2025-02,167.33
IV001037,S00379,2025-02,169.76
IV001038,S00564,2025-02,62.26
IV001039,S01025,2025-02,75.28
IV001040,S01952,2025-02,99.42
IV001041,S00840,2025-02,113.45
IV001042,S00952,2025-02,48.20
IV001043,S00386,2025-02,116.90
IV001044,S01349,2025-02,173.04
IV001045,S00045,2025-02,66.14
IV001046,S00013,2025-02,162.94
IV001047,S00120,2025-02,74.44
IV001048,S00169,2025-02,95.10
IV001049,S01194,2025-02,94.87
IV001050,S01559,2025-02,130.84
IV001051,S00882,2025-02,165.09
IV001052,S01670,2025-02,161.17
IV001053,S00342,2025-02,106.06
IV001054,S00567,2025-02,139.51
IV001055,S01826,2025-02,29.46
IV001056,S00385,2025-02,59.92
IV001057,S01570,2025-02,131.71
IV001058,S01448,2025-02,87.68
IV001059,S01477,2025-02,193.77
IV001060,S00390,2025-02,39.82
IV001061,S00141,2025-02,104.13
IV001062,S00313,2025-02,46.87
IV001063,S00946,2025-02,47.61
IV001064,S01449,2025-02,161.26
IV001065,S01015,2025-02,194.86
IV001066,S01077,2025-02,195.45
IV001067,S01231,2025-02,61.17
IV001068,S00810,2025-02,54.85
IV001069,S01047,2025-02,95.19
IV001070,S00194,2025-02,89.54
IV001071,S00060,2025-02,131.09
IV001072,S00503,2025-02,77.13
IV001073,S00519,2025-02,109.90
IV001074,S01830,2025-02,74.77
IV001075,S00795,2025-02,167.29
IV001076,S01671,2025-02,189.41
IV001077,S01468,2025-02,173.46
IV001078,S01730,2025-02,187.08
IV001079,S00685,2025-02,142.95
IV001080,S01770,2025-02,26.00
IV001081,S00472,2025-02,77.05
IV001082,S01422,2025-02,24.51
IV001083,S00065,2025-02,44.88
IV001084,S00508,2025-02,123.02
IV001085,S00529,2025-02,46.35
IV001086,S00063,2025-02,172.15
IV001087,S01715,2025-02,142.66
IV001088,S01976,2025-02,39.79
IV001089,S01672,2025-02,67.87
IV001090,S01926,2025-02,95.40
IV001091,S01401,2025-02,165.81
IV001092,S01708,2025-02,89.67
IV001093,S01981,2025-02,35.96
IV001094,S01612,2025-02,73.19
IV001095,S00541,2025-02,165.53
IV001096,S00097,2025-02,69.55
IV001097,S00299,2025-02,149.91
IV001098,S01086,2025-02,126.63
IV001099,S00141,2025-02,98.75
IV001100,S01847,2025-02,23.07
IV001101,S01890,2025-02,129.57
IV001102,S00986,2025-02,170.35
IV001103,S00704,2025-02,69.36
IV001104,S00626,2025-02,69.74
IV001105,S01861,2025-02,193.40
IV001106,S00160,2025-02,116.17
IV001107,S01512,2025-02,101.99
IV001108,S00844,2025-02,78.27
IV001109,S00052,2025-02,102.05
IV001110,S00702,2025-02,167.40
IV001111,S01401,2025-02,100.62
IV001112,S00398,2025-02,129.51
IV001113,S01332,2025-02,28.19
IV001114,S00533,2025-02,169.03
IV001115,S01463,2025-02,114.39
IV001116,S00229,2025-02,35.74
IV001117,S00629,2025-02,195.41
IV001118,S01070,2025-02,153.26
IV001119,S01147,2025-02,49.89
IV001120,S00053,2025-02,41.12
IV001121,S01495,2025-02,187.85
IV001122,S00154,2025-02,97.83
IV001123,S01743,2025-02,165.42
IV001124,S01678,2025-02,125.14
IV001125,S01806,2025-02,185.83
IV001126,S01155,2025-02,67.27
IV001127,S00354,2025-02,192.40
IV001128,S01966,2025-02,153.22
IV001129,S00682,2025-02,156.95
IV001130,S01432,2025-02,74.10
IV001131,S01618,2025-02,153.66
IV001132,S01626,2025-02,131.88
IV001133,S01595,2025-02,52.79
IV001134,S01726,2025-02,181.92
IV001135,S00492,2025-02,60.93
IV001136,S01019,2025-02,186.48
IV001137,S00958,2025-02,146.79
IV001138,S01416,2025-02,124.41
IV001139,S01228,2025-02,156.64
IV001140,S01632,2025-02,46.84
IV001141,S00320,2025-02,33.61
IV001142,S00660,2025-02,72.58
IV001143,S00339,2025-02,26.36
IV001144,S01131,2025-02,121.57
IV001145,S00834,2025-02,96.45
IV001146,S01416,2025-02,171.03
IV001147,S01113,2025-02,36.18
IV001148,S00807,2025-02,118.73
IV001149,S00050,2025-02,70.35
IV001150,S01473,2025-02,125.43
IV001151,S01517,2025-02,20.12
IV001152,S01400,2025-02,188.09
IV001153,S01719,2025-02,121.87
IV001154,S00726,2025-02,153.75
IV001155,S01703,2025-02,119.30
IV001156,S01709,2025-02,42.83
IV001157,S00861,2025-02,126.66
IV001158,S01258,2025-02,44.03
IV001159,S01264,2025-02,119.69
IV001160,S01246,2025-02,182.78
IV001161,S01174,2025-02,59.08
IV001162,S00289,2025-02,130.08
IV001163,S00066,2025-02,46.55
IV001164,S00228,2025-02,132.43
IV001165,S01026,2025-02,100.63
IV001166,S00723,2025-02,47.53
IV001167,S00562,2025-02,105.98
IV001168,S00967,2025-02,178.27
IV001169,S01689,2025-02,108.26
IV001170,S00120,2025-02,167.32
IV001171,S00797,2025-02,152.97
IV001172,S01613,2025-02,43.74
IV001173,S00416,2025-02,122.09
IV001174,S00258,2025-02,70.99
IV001175,S01068,2025-02,54.15
IV001176,S00415,2025-02,97.17
IV001177,S00071,2025-02,197.77
IV001178,S00042,2025-02,99.56
IV001179,S00875,2025-02,144.43
IV001180,S00163,2025-02,28.54
IV001181,S00130,2025-02,41.14
IV001182,S01817,2025-02,60.79
IV001183,S01092,2025-02,198.69
IV001184,S00269,2025-02,176.73
IV001185,S00816,2025-02,175.91
IV001186,S00926,2025-02,163.72
IV001187,S00429,2025-02,99.10
IV001188,S00130,2025-02,118.35
IV001189,S01115,2025-02,95.91
IV001190,S00148,2025-02,196.32
IV001191,S00476,2025-02,71.65
IV001192,S00751,2025-02,38.70
IV001193,S01249,2025-02,89.73
IV001194,S01908,2025-02,33.41
IV001195,S00041,2025-02,52.79
IV001196,S01263,2025-02,177.59
IV001197,S01443,2025-02,96.06
IV001198,S01490,2025-02,50.35
IV001199,S01333,2025-02,116.51
IV001200,S00879,2025-02,126.69
IV001201,S01306,2025-02,56.86
IV001202,S01220,2025-02,48.95
IV001203,S01399,2025-02,177.42
IV001204,S00534,2025-02,151.62
IV001205,S01714,2025-02,179.84
IV001206,S00256,2025-02,124.52
IV001207,S00444,2025-02,43.92
IV001208,S00355,2025-02,123.50
IV001209,S01162,2025-02,180.36
IV001210,S01076,2025-02,117.34
IV001211,S00572,2025-02,102.80
IV001212,S01174,2025-02,99.71
IV001213,S00892,2025-02,176.20
IV001214,S01667,2025-02,88.96
IV001215,S01519,2025-02,191.09
IV001216,S00541,2025-02,166.33
IV001217,S00131,2025-02,92.17
IV001218,S00823,2025-02,182.63
IV001219,S01914,2025-02,196.56
IV001220,S00200,2025-02,35.61
IV001221,S00562,2025-02,92.34
IV001222,S01845,2025-02,188.89
IV001223,S00895,2025-02,167.55
IV001224,S00763,2025-02,173.54
IV001225,S00128,2025-02,157.37
IV001226,S01716,2025-02,91.90
IV001227,S00884,2025-02,104.05
IV001228,S01835,2025-02,36.15
IV001229,S00432,2025-02,76.75
IV001230,S01683,2025-02,183.73
IV001231,S00275,2025-02,103.16
IV001232,S00674,2025-02,22.65
IV001233,S00207,2025-02,67.99
IV001234,S00254,2025-02,141.21
IV001235,S01425,2025-02,115.46
IV001236,S01957,2025-02,48.69
IV001237,S01132,2025-02,23.12
IV001238,S01846,2025-02,159.77
IV001239,S00718,2025-02,157.30
IV001240,S00349,2025-02,61.99
IV001241,S00462,2025-02,143.93
IV001242,S00858,2025-02,21.36
IV001243,S00940,2025-02,42.57
IV001244,S00733,2025-02,91.90
IV001245,S01978,2025-02,28.53
IV001246,S00814,2025-02,60.32
IV001247,S01656,2025-02,137.80
IV001248,S01694,2025-02,81.74
IV001249,S01649,2025-02,43.76
IV001250,S01499,2025-02,57.12
IV001251,S01322,2025-02,101.57
IV001252,S00498,2025-02,62.03
IV001253,S01239,2025-02,59.64
IV001254,S00543,2025-02,104.64
IV001255,S00467,2025-02,156.26
IV001256,S01477,2025-02,98.56
IV001257,S01168,2025-02,60.96
IV001258,S00985,2025-02,116.43
IV001259,S00497,2025-02,153.91
IV001260,S01557,2025-02,45.49
IV001261,S01891,2025-02,53.67
IV001262,S00490,2025-02,143.20
IV001263,S01926,2025-02,176.19
IV001264,S01890,2025-02,70.75
IV001265,S01916,2025-02,181.50
IV001266,S00245,2025-02,191.65
IV001267,S01906,2025-02,145.20
IV001268,S00406,2025-02,99.15
IV001269,S00349,2025-02,115.98
IV001270,S01457,2025-02,198.22
IV001271,S01833,2025-02,168.58
IV001272,S01359,2025-02,28.39
IV001273,S00410,2025-02,30.73
IV001274,S00114,2025-02,140.33
IV001275,S00726,2025-02,43.91
IV001276,S00940,2025-02,147.74
IV001277,S00283,2025-02,39.72
IV001278,S00697,2025-02,42.71
IV001279,S01338,2025-02,46.17
IV001280,S01881,2025-02,140.98
IV001281,S01416,2025-02,112.49
IV001282,S00019,2025-02,34.38
IV001283,S00967,2025-02,180.33
IV001284,S00100,2025-02,156.39
IV001285,S01141,2025-02,53.86
IV001286,S00989,2025-02,20.51
IV001287,S00474,2025-02,184.14
IV001288,S00829,2025-02,75.83
IV001289,S00251,2025-02,165.96
IV001290,S01666,2025-02,156.43
IV001291,S01836,2025-02,132.30
IV001292,S01408,2025-02,37.91
IV001293,S01891,2025-02,115.27
IV001294,S01762,2025-02,190.37
IV001295,S01937,2025-02,192.17
IV001296,S00254,2025-02,132.62
IV001297,S00583,2025-02,190.90
IV001298,S00440,2025-02,23.06
IV001299,S01079,2025-02,100.58
IV001300,S01886,2025-02,68.61
IV001301,S00559,2025-02,129.05
IV001302,S01530,2025-02,66.73
IV001303,S00127,2025-02,151.47
IV001304,S01905,2025-02,162.37
IV001305,S00388,2025-02,21.49
IV001306,S01108,2025-02,190.19
IV001307,S00570,2025-02,56.78
IV001308,S00594,2025-02,109.86
IV001309,S00153,2025-02,151.15
IV001310,S00008,2025-02,109.03
IV001311,S00387,2025-02,113.82
IV001312,S00520,2025-02,79.45
IV001313,S00897,2025-02,124.89
IV001314,S00285,2025-02,199.20
IV001315,S01418,2025-02,81.35
IV001316,S00789,2025-02,21.40
IV001317,S01681,2025-02,28.16
IV001318,S00442,2025-02,179.51
IV001319,S00495,2025-02,46.32
IV001320,S01389,2025-02,22.87
IV001321,S00243,2025-02,156.86
IV001322,S01010,2025-02,111.19
IV001323,S01486,2025-02,174.95
IV001324,S00631,2025-02,60.48
IV001325,S01153,2025-02,36.61
IV001326,S01826,2025-02,21.87
IV001327,S00450,2025-02,190.40
IV001328,S00008,2025-02,80.16
IV001329,S01132,2025-02,113.68
IV001330,S01092,2025-02,111.50
IV001331,S01948,2025-02,61.96
IV001332,S00233,2025-02,74.88
IV001333,S01405,2025-02,154.88
IV001334,S00112,2025-02,189.05
IV001335,S01880,2025-02,137.38
IV001336,S01953,2025-02,72.89
IV001337,S00900,2025-02,140.90
IV001338,S01950,2025-02,36.70
IV001339,S00772,2025-02,179.70
IV001340,S01527,2025-02,189.89
IV001341,S00766,2025-02,179.79
IV001342,S01841,2025-02,75.70
IV001343,S01229,2025-02,176.19
IV001344,S00803,2025-02,191.69
IV001345,S01413,2025-02,28.71
IV001346,S01578,2025-02,63.69
IV001347,S00097,2025-02,42.35
IV001348,S01636,2025-02,159.23
IV001349,S01883,2025-02,192.51
IV001350,S00493,2025-02,94.00
IV001351,S01555,2025-02,38.94
IV001352,S01172,2025-02,191.52
IV001353,S01767,2025-02,192.96
IV001354,S00021,2025-02,198.51
IV001355,S01284,2025-02,198.03
IV001356,S00614,2025-02,24.20
IV001357,S00597,2025-02,56.76
IV001358,S01956,2025-02,195.21
IV001359,S01957,2025-02,94.40
IV001360,S00730,2025-02,116.19
IV001361,S01037,2025-02,70.55
IV001362,S00528,2025-02,135.07
IV001363,S00119,2025-02,164.03
IV001364,S01660,2025-02,80.81
IV001365,S01461,2025-02,163.20
IV001366,S01108,2025-02,49.09
IV001367,S00330,2025-02,152.96
IV001368,S01348,2025-02,182.52
IV001369,S00713,2025-02,143.32
IV001370,S01699,2025-02,199.64
IV001371,S00736,2025-02,137.54
IV001372,S00006,2025-02,59.22
IV001373,S00081,2025-02,158.86
IV001374,S01827,2025-02,46.33
IV001375,S00745,2025-02,77.01
IV001376,S01705,2025-02,50.08
IV001377,S01461,2025-02,92.42
IV001378,S01471,2025-02,53.41
IV001379,S01045,2025-02,99.21
IV001380,S01542,2025-02,177.11
IV001381,S01008,2025-02,76.17
IV001382,S00052,2025-02,192.00
IV001383,S00007,2025-02,42.31
IV001384,S01396,2025-02,33.57
IV001385,S01286,2025-02,110.22
IV001386,S00760,2025-02,66.31
IV001387,S00981,2025-02,23.14
IV001388,S01951,2025-02,167.16
IV001389,S00743,2025-02,52.87
IV001390,S01487,2025-02,77.42
IV001391,S00886,2025-02,28.37
IV001392,S01994,2025-02,162.17
IV001393,S00845,2025-02,121.75
IV001394,S01280,2025-02,166.45
IV001395,S00944,2025-02,56.26
IV001396,S00927,2025-02,94.34
IV001397,S00864,2025-02,190.16
IV001398,S00565,2025-02,39.60
IV001399,S00485,2025-02,185.60
IV001400,S01999,2025-02,29.25
IV001401,S00309,2025-02,24.61
IV001402,S01927,2025-02,172.37
IV001403,S01566,2025-02,33.44
IV001404,S01961,2025-02,147.95
IV001405,S01272,2025-02,57.57
IV001406,S00561,2025-02,138.70
IV001407,S00966,2025-02,116.14
IV001408,S00096,2025-02,90.61
IV001409,S01094,2025-02,198.57
IV001410,S00259,2025-02,64.62
IV001411,S01511,2025-02,138.25
IV001412,S01838,2025-02,163.31
IV001413,S00790,2025-02,159.97
IV001414,S00649,2025-02,23.94
IV001415,S00143,2025-02,44.69
IV001416,S00583,2025-02,37.78
IV001417,S01340,2025-02,134.31
IV001418,S01996,2025-02,97.34
IV001419,S00194,2025-02,175.11
IV001420,S01343,2025-02,104.39
IV001421,S01704,2025-02,118.56
IV001422,S00509,2025-02,53.70
IV001423,S00300,2025-02,193.60
IV001424,S00454,2025-02,147.35
IV001425,S00584,2025-02,86.90
IV001426,S00405,2025-02,46.43
IV001427,S00095,2025-02,109.55
IV001428,S01744,2025-02,155.04
IV001429,S01908,2025-02,109.38
IV001430,S01418,2025-02,98.67
IV001431,S01322,2025-02,82.89
IV001432,S01948,2025-02,53.86
IV001433,S00797,2025-02,112.01
IV001434,S00076,2025-02,34.20
IV001435,S00278,2025-02,191.06
IV001436,S01393,2025-02,28.14
IV001437,S00367,2025-02,199.53
IV001438,S00959,2025-02,108.62
IV001439,S00315,2025-02,174.80
IV001440,S00856,2025-02,170.03
IV001441,S01811,2025-02,58.83
IV001442,S00135,2025-02,150.21
IV001443,S01259,2025-02,154.50
IV001444,S01174,2025-02,151.19
IV001445,S01867,2025-02,98.25
IV001446,S01470,2025-02,195.09
IV001447,S01173,2025-02,115.94
IV001448,S01784,2025-02,186.64
IV001449,S00905,2025-02,22.57
IV001450,S00675,2025-02,182.59
IV001451,S01432,2025-02,60.60
IV001452,S00756,2025-02,39.24
IV001453,S01927,2025-02,119.63
IV001454,S01211,2025-02,104.62
IV001455,S00771,2025-02,189.36
IV001456,S00446,2025-02,30.51
IV001457,S00368,2025-02,164.52
IV001458,S00125,2025-02,89.70
IV001459,S01336,2025-02,185.54
IV001460,S01533,2025-02,26.57
IV001461,S01831,2025-02,38.66
IV001462,S00296,2025-02,138.00
IV001463,S01899,2025-02,162.51
IV001464,S01813,2025-02,80.13
IV001465,S00608,2025-02,142.66
IV001466,S00504,2025-02,110.88
IV001467,S01950,2025-02,95.76
IV001468,S01162,2025-02,54.42
IV001469,S01091,2025-02,191.93
IV001470,S00741,2025-02,199.74
IV001471,S01373,2025-02,23.52
IV001472,S00654,2025-02,33.36
IV001473,S00878,2025-02,81.62
IV001474,S01476,2025-02,138.31
IV001475,S00580,2025-02,105.72
IV001476,S00059,2025-02,38.79
IV001477,S01350,2025-02,51.62
IV001478,S01519,2025-02,153.79
IV001479,S01089,2025-02,71.57
IV001480,S00294,2025-02,176.22
IV001481,S00262,2025-02,156.76
IV001482,S01715,2025-02,114.62
IV001483,S00432,2025-02,84.25
IV001484,S01334,2025-02,44.38
IV001485,S00660,2025-02,172.53
IV001486,S01920,2025-02,171.73
IV001487,S00071,2025-02,159.07
IV001488,S01689,2025-02,171.40
IV001489,S01489,2025-02,58.05
IV001490,S01737,2025-02,63.20
IV001491,S00093,2025-02,164.74
IV001492,S01823,2025-02,87.90
IV001493,S01238,2025-02,135.25
IV001494,S01876,2025-02,33.16
IV001495,S00810,2025-02,65.26
IV001496,S01080,2025-02,154.51
IV001497,S00978,2025-02,105.14
IV001498,S01754,2025-02,183.74
IV001499,S00014,2025-02,157.98
IV001500,S00858,2025-02,30.60
IV001501,S00370,2025-02,137.22
IV001502,S00262,2025-02,128.80
IV001503,S01337,2025-02,60.94
IV001504,S00928,2025-02,79.22
IV001505,S01386,2025-02,37.25
IV001506,S01575,2025-02,195.19
IV001507,S00823,2025-02,97.97
IV001508,S01589,2025-02,192.19
IV001509,S01668,2025-02,74.41
IV001510,S00402,2025-02,76.79
IV001511,S00558,2025-02,162.00
IV001512,S01467,2025-02,68.92
IV001513,S01581,2025-02,69.59
IV001514,S00054,2025-02,98.70
IV001515,S01959,2025-02,139.31
IV001516,S00314,2025-02,51.18
IV001517,S01522,2025-02,180.44
IV001518,S00251,2025-02,155.27
IV001519,S00443,2025-02,129.58
IV001520,S01228,2025-02,193.03
IV001521,S00363,2025-02,196.62
IV001522,S00406,2025-02,31.88
IV001523,S00552,2025-02,141.31
IV001524,S00247,2025-02,128.71
IV001525,S01004,2025-02,184.35
IV001526,S00968,2025-02,184.23
IV001527,S00681,2025-02,155.97
IV001528,S00727,2025-02,139.77
IV001529,S01602,2025-02,139.83
IV001530,S01712,2025-02,195.72
IV001531,S00787,2025-02,183.56
IV001532,S00355,2025-02,184.79
IV001533,S00990,2025-02,96.27
IV001534,S01853,2025-02,139.76
IV001535,S00711,2025-02,191.06
IV001536,S01351,2025-02,152.07
IV001537,S01670,2025-02,101.80
IV001538,S01737,2025-02,66.89
IV001539,S01267,2025-02,81.11
IV001540,S00807,2025-02,68.09
IV001541,S00454,2025-02,56.21
IV001542,S01725,2025-02,135.33
IV001543,S00448,2025-02,187.17
IV001544,S01977,2025-02,137.16
IV001545,S00253,2025-02,142.27
IV001546,S00548,2025-02,21.56
IV001547,S00547,2025-02,154.90
IV001548,S00754,2025-02,141.81
IV001549,S01138,2025-02,31.26
IV001550,S00065,2025-02,112.98
IV001551,S00240,2025-02,29.57
